Buddhist,Date,Gold_Thai,Copper,Rhodium,SP,US_Five,US_Ten,DJI,Set,GBP_THB,JPY_THB,USD_THB,,,,,,,
9-7-64,07-09-21,"27,800.00",3.576,"16,190.00","3,668.28",0.461,1.117,"29,920.83","1,701.93",41.063,0.296,30.05,,,,,,,
8-7-64,07-08-21,"27,500.00",3.542,"16,190.00","3,653.78",0.427,1.146,"29,695.09","1,725.75",40.749,0.2947,30.15,,,,,,,
7-7-64,07-07-21,"27,450.00",3.617,"16,090.00","3,645.87",0.37,1.107,"29,797.50","1,761.68",40.877,0.2947,30.11,,,,,,,
6-7-64,07-06-21,"27,250.00",3.6295,"16,090.00","3,634.18",0.356,1.079,"29,854.51","1,772.64",40.805,0.2962,30.05,,,,,,,
5-7-64,07-05-21,"27,100.00",3.6215,"16,090.00","3,638.55",0.367,1.037,"29,911.33","1,797.64",40.743,0.2924,29.94,,,,,,,
3-7-64,07-03-21,"27,050.00",3.647,"16,090.00","3,635.50",0.37,0.95,"30,058.87","1,800.14",40.757,0.2919,29.92,,,,,,,
2-7-64,07-02-21,"26,950.00",3.644,"16,090.00","3,594.52",0.378,0.922,"29,746.11","1,814.99",40.607,0.2891,29.9,,,,,,,
1-7-64,07-01-21,"26,750.00",3.627,"16,090.00","3,566.82",0.378,0.93,"29,332.82","1,801.80",40.995,0.2893,29.99,,,,,,,
30-6-64,06-30-21,"26,700.00",3.593,"16,090.00","3,579.31",0.373,0.927,"29,437.57","1,764.96",41.086,0.2894,30.01,,,,,,,
29-6-64,06-29-21,"26,850.00",3.5762,"16,090.00","3,559.41",0.375,0.935,"29,370.92","1,771.57",40.804,0.2876,29.94,,,,,,,
28-6-64,06-28-21,"26,750.00",3.6,"16,090.00","3,612.09",0.364,0.936,"29,875.40","1,760.52",40.586,0.288,30.06,,,,,,,
26-6-64,06-26-21,"26,750.00",3.6735,"15,890.00","3,610.31",0.38,0.94,"29,800.15","1,763.51",40.592,0.2905,30.18,,,,,,,
25-6-64,06-25-21,"26,700.00",3.6105,"15,440.00","3,600.16",0.373,0.951,"29,672.36","1,765.03",40.666,0.2884,30.03,,,,,,,
24-6-64,06-24-21,"26,750.00",3.646,"15,090.00","3,552.57",0.378,0.918,"29,203.90","1,788.92",40.682,0.2872,30.02,,,,,,,
23-6-64,06-23-21,"26,700.00",3.558,"14,790.00","3,562.67",0.367,0.935,"29,231.91","1,803.62",40.77,0.2872,30.2,,,,,,,
22-6-64,06-22-21,"26,650.00",3.6925,"14,690.00","3,563.22",0.367,0.938,"29,524.35","1,774.80",40.368,0.2875,30.22,,,,,,,
21-6-64,06-21-21,"26,400.00",3.706,"14,690.00","3,543.26",0.362,0.931,"29,254.17","1,774.57",40.489,0.2867,30.09,,,,,,,
19-6-64,06-19-21,"26,300.00",3.6615,"14,890.00","3,583.04",0.372,0.92,"29,467.90","1,784.38",40.195,0.2864,29.83,,,,,,,
18-6-64,06-18-21,"26,450.00",3.6465,"14,990.00","3,508.34",0.386,0.911,"28,399.13","1,814.66",40.461,0.2864,29.79,,,,,,,
17-6-64,06-17-21,"27,000.00",3.556,"14,990.00","3,485.74",0.397,0.898,"28,083.37","1,817.17",40.568,0.2851,30.03,,,,,,,
16-6-64,06-16-21,"27,300.00",3.527,"14,690.00","3,406.46",0.4,0.911,"27,512.83","1,855.58",40.446,0.2853,30.05,,,,,,,
15-6-64,06-15-21,"27,350.00",3.52,"14,590.00","3,336.25",0.388,0.91,"27,138.69","1,847.44",40.116,0.2848,30.1,,,,,,,
14-6-64,06-14-21,"27,450.00",3.5445,"13,990.00","3,296.20",0.421,0.926,"26,691.28","1,849.75",39.963,0.2825,30.08,,,,,,,
12-6-64,06-12-21,"27,550.00",3.5525,"13,990.00","3,293.59",0.396,0.931,"26,572.27","1,846.75",39.993,0.283,30.07,,,,,,,
11-6-64,06-11-21,"27,850.00",3.5795,"13,690.00","3,277.17",0.415,0.928,"26,480.98","1,832.40",40.329,0.2827,30.08,,,,,,,
10-6-64,06-10-21,"27,700.00",3.5815,"13,390.00","3,342.48",0.416,0.974,"27,102.14","1,846.24",40.105,0.2832,30.04,,,,,,,
9-6-64,06-09-21,"27,800.00",3.5545,"13,490.00","3,403.15",0.364,0.91,"27,651.18","1,852.30",40.348,0.2834,30.16,,,,,,,
8-6-64,06-08-21,"27,900.00",3.5115,"13,890.00","3,441.42",0.37,0.936,"28,185.82","1,861.16",40.59,0.2845,30.19,,,,,,,
7-6-64,06-07-21,"27,750.00",3.5775,"14,390.00","3,464.90",0.381,0.923,"28,409.65","1,836.90",40.592,0.2843,30.19,,,,,,,
5-6-64,06-05-21,"27,750.00",3.628,"14,390.00","3,438.50",0.377,0.847,"28,197.42","1,879.07",40.363,0.2852,30.21,,,,,,,
4-6-64,06-04-21,"27,500.00",3.6,"14,540.00","3,439.91",0.4,0.845,"28,270.66","1,900.53",40.618,0.2853,30.25,,,,,,,
3-6-64,06-03-21,"27,950.00",3.5645,"14,640.00","3,439.38",0.399,0.859,"28,245.85","1,877.91",40.36,0.2839,30.28,,,,,,,
2-6-64,06-02-21,"27,900.00",3.543,"14,690.00","3,493.66",0.362,0.855,"28,633.55","1,892.41",40.389,0.2842,30.34,,,,,,,
1-6-64,06-01-21,"28,100.00",3.501,"14,640.00","3,493.50",0.37,0.887,"28,570.72","1,919.92",40.457,0.283,30.29,,,,,,,
31-5-64,05-31-21,"28,100.00",3.5355,"13,990.00","3,453.72",0.387,0.872,"28,323.40","1,932.30",40.515,0.284,30.29,,,,,,,
29-5-64,05-29-21,"28,000.00",3.5955,"13,790.00","3,515.47",0.382,0.832,"28,731.30","1,911.66",40.541,0.2847,30.34,,,,,,,
28-5-64,05-28-21,"27,950.00",3.4935,"13,840.00","3,534.01",0.405,0.82,"28,764.95","1,906.69",40.454,0.2848,30.35,,,,,,,
27-5-64,05-27-21,"27,950.00",3.5045,"13,890.00","3,500.02",0.408,0.86,"28,671.12","1,917.78",40.192,0.2844,30.3,,,,,,,
26-5-64,05-26-21,"28,100.00",3.4855,"13,890.00","3,459.67",0.395,0.862,"28,533.61","1,884.85",40.275,0.2845,30.37,,,,,,,
25-5-64,05-25-21,"27,700.00",3.534,"13,890.00","3,434.28",0.443,0.905,"28,348.86","1,887.73",40.236,0.2849,30.31,,,,,,,
24-5-64,05-24-21,"27,900.00",3.4815,"13,490.00","3,384.56",0.454,0.9,"27,971.36","1,874.75",39.957,0.2865,30.16,,,,,,,
22-5-64,05-22-21,"27,800.00",3.482,"13,090.00","3,408.74",0.428,0.885,"28,214.24","1,933.46",39.849,0.2879,30.2,,,,,,,
21-5-64,05-21-21,"27,700.00",3.4785,"13,390.00","3,367.27",0.364,0.952,"27,825.42","1,916.49",39.782,0.2879,30.17,,,,,,,
20-5-64,05-20-21,"27,700.00",3.464,"13,590.00","3,338.94",0.326,0.977,"27,536.39","1,928.38",39.656,0.2879,30.22,,,,,,,
19-5-64,05-19-21,"27,700.00",3.421,"13,790.00","3,385.87",0.323,0.927,"27,940.63","1,950.88",40.116,0.288,30.33,,,,,,,
18-5-64,05-18-21,"27,700.00",3.347,"13,990.00","3,341.21",0.419,0.83,"27,514.64","1,954.36",40.248,0.2882,30.36,,,,,,,
17-5-64,05-17-21,"27,400.00",3.3117,"13,990.00","3,350.92",0.381,0.763,"27,560.24","1,928.28",40.267,0.2876,30.58,,,,,,,
15-5-64,05-15-21,"27,200.00",3.32,"13,990.00","3,333.90",0.373,0.756,"27,362.14","1,917.17",40.332,0.2885,30.63,,,,,,,
14-5-64,05-14-21,"26,950.00",3.274,"13,890.00","3,236.66",0.37,0.928,"26,694.51","1,924.55",40.447,0.2883,30.76,,,,,,,
13-5-64,05-13-21,"26,900.00",3.295,"13,690.00","3,226.14",0.343,0.852,"26,716.09","1,928.96",40.263,0.2863,30.99,,,,,,,
12-5-64,05-12-21,"26,950.00",3.2125,"13,690.00","3,320.11",0.325,0.855,"27,413.60","1,928.93",40.539,0.2864,31.03,,,,,,,
11-5-64,05-11-21,"26,900.00",3.202,"13,740.00","3,295.75",0.349,0.831,"27,170.34","1,920.40",40.202,0.2863,31.12,,,,,,,
10-5-64,05-10-21,"26,850.00",3.21,"13,890.00","3,285.57",0.365,0.779,"27,484.71","1,914.29",40.34,0.2853,31.16,,,,,,,
8-5-64,05-08-21,"26,800.00",3.227,"13,990.00","3,357.38",0.373,0.766,"27,864.87","1,897.63",40.364,0.2867,31.22,,,,,,,
7-5-64,05-07-21,"26,700.00",3.2,"14,190.00","3,346.86",0.352,0.794,"27,834.18","1,947.55",40.583,0.2858,31.27,,,,,,,
6-5-64,05-06-21,"26,250.00",3.14,"14,190.00","3,411.23",0.346,0.828,"28,031.69","1,953.62",40.716,0.2857,31.23,,,,,,,
5-5-64,05-05-21,"26,200.00",3.1345,"14,290.00","3,407.73",0.338,0.858,"28,139.76","1,959.04",40.723,0.2857,31.27,,,,,,,
4-5-64,05-04-21,"26,250.00",3.159,"14,490.00","3,363.56",0.331,0.814,"27,718.74","1,975.32",40.867,0.2864,31.32,,,,,,,
3-5-64,05-03-21,"26,100.00",3.159,"14,490.00","3,352.70",0.312,0.799,"27,613.86","2,015.03",40.965,0.285,31.31,,,,,,,
1-5-64,05-01-21,"26,050.00",3.1645,"14,390.00","3,412.56",0.301,0.769,"28,022.51","1,994.14",41.003,0.2851,31.19,,,,,,,
30-4-64,04-30-21,"26,050.00",3.1125,"13,690.00","3,369.82",0.306,0.759,"27,711.71","1,979.63",40.449,0.2853,31.23,,,,,,,
29-4-64,04-29-21,"26,350.00",3.1025,"13,290.00","3,371.88",0.328,0.736,"27,925.23","1,971.05",40.41,0.2847,31.2,,,,,,,
28-4-64,04-28-21,"26,250.00",3.113,"13,290.00","3,453.60",0.331,0.724,"28,341.05","1,974.46",40.269,0.2846,31.18,,,,,,,
27-4-64,04-27-21,"26,350.00",3.0905,"13,290.00","3,564.74",0.331,0.73,"29,090.70","1,970.38",40.31,0.2863,31.22,,,,,,,
26-4-64,04-26-21,"26,350.00",3.055,"13,290.00","3,543.76",0.339,0.76,"28,736.79","1,936.66",40.513,0.2887,31.145,,,,,,,
24-4-64,04-24-21,"26,350.00",3.068,"13,290.00","3,507.44",0.316,0.764,"28,439.61","1,986.13",40.435,0.2881,31.27,,,,,,,
23-4-64,04-23-21,"26,500.00",3.081,"13,290.00","3,509.73",0.331,0.777,"28,643.66","1,981.91",40.718,0.2905,31.16,,,,,,,
22-4-64,04-22-21,"26,500.00",3.088,"12,990.00","3,494.69",0.288,0.78,"28,601.29","2,000.28",40.426,0.2913,31.04,,,,,,,
21-4-64,04-21-21,"26,300.00",3.0915,"12,390.00","3,485.14",0.277,0.74,"28,384.07","2,009.07",40.357,0.2911,31.21,,,,,,,
20-4-64,04-20-21,"26,050.00",3.1415,"12,190.00","3,449.97",0.28,0.775,"28,257.88","2,040.23",40.359,0.2907,31.24,,,,,,,
19-4-64,04-19-21,"26,150.00",3.164,"12,190.00","3,435.95",0.256,0.71,"28,347.42","2,023.10",40.234,0.2899,31.25,,,,,,,
17-4-64,04-17-21,"26,100.00",3.1955,"12,190.00","3,418.09",0.263,0.682,"28,077.58","1,989.75",40.634,0.2894,31.3,,,,,,,
16-4-64,04-16-21,"25,950.00",3.1415,"12,290.00","3,386.01",0.267,0.689,"27,758.13","1,969.63",40.844,0.2886,31.58,,,,,,,
15-4-64,04-15-21,"25,650.00",3.0835,"12,390.00","3,360.48",0.275,0.651,"27,622.68","1,968.84",40.69,0.2877,31.56,,,,,,,
14-4-64,04-14-21,"25,900.00",3.0605,"12,490.00","3,392.51",0.275,0.658,"27,811.26","1,927.83",40.821,0.2875,31.61,,,,,,,
13-4-64,04-13-21,"25,750.00",3.0875,"12,490.00","3,387.04",0.268,0.658,"27,853.48","1,953.07",40.661,0.2868,31.615,,,,,,,
12-4-64,04-12-21,"25,850.00",3.0505,"12,490.00","3,380.86",0.268,0.671,"27,970.05","1,923.66",40.634,0.2877,31.67,,,,,,,
10-4-64,04-10-21,"25,850.00",3.0415,"12,190.00","3,368.66",0.282,0.674,"27,828.93","1,994.31",40.32,0.289,31.65,,,,,,,
9-4-64,04-09-21,"26,000.00",3.0635,"11,990.00","3,372.95",0.277,0.676,"27,922.51","1,990.09",40.29,0.2881,31.59,,,,,,,
8-4-64,04-08-21,"25,700.00",3.0795,"11,440.00","3,355.46",0.275,0.666,"27,860.24","1,989.16",40.195,0.2867,31.57,,,,,,,
7-4-64,04-07-21,"25,650.00",3.042,"11,190.00","3,370.34",0.266,0.682,"27,961.64","2,019.13",40.001,0.2867,31.39,,,,,,,
6-4-64,04-06-21,"25,600.00",3.0315,"10,965.00","3,356.04",0.263,0.689,"27,488.21","1,991.12",40.102,0.2873,31.295,,,,,,,
5-4-64,04-05-21,"25,500.00",2.927,"10,965.00","3,340.05",0.256,0.69,"27,321.68","1,997.96",40.18,0.2856,31.12,,,,,,,
3-4-64,04-03-21,"25,450.00",2.9635,"10,965.00","3,323.17",0.269,0.672,"27,170.82","2,020.12",40.438,0.2849,31.19,,,,,,,
2-4-64,04-02-21,"25,450.00",2.98,"10,190.00","3,317.37",0.28,0.674,"26,924.78","2,014.32",40.324,0.2832,31.1,,,,,,,
1-4-64,04-01-21,"25,200.00",2.8775,"9,740.00","3,289.92",0.264,0.672,"26,664.61","1,995.82",40.201,0.2822,31.19,,,,,,,
31-3-64,03-31-21,"24,900.00",3.016,"9,190.00","3,288.26",0.294,0.68,"26,542.32","2,082.58",40.196,0.2826,31.3,,,,,,,
30-3-64,03-30-21,"25,200.00",2.9955,"8,940.00","3,270.45",0.293,0.698,"26,409.33","2,088.82",40.086,0.2821,31.31,,,,,,,
29-3-64,03-29-21,"25,450.00",3,"8,890.00","3,231.76",0.244,0.667,"26,367.42","2,123.95",40.09,0.2822,31.31,,,,,,,
27-3-64,03-27-21,"25,450.00",2.9885,"8,890.00","3,227.22",0.25,0.72,"26,388.44","2,147.48",40.659,0.2838,31.26,,,,,,,
26-3-64,03-26-21,"25,450.00",2.976,"8,890.00","3,234.27",0.258,0.72,"26,529.45","2,091.36",40.765,0.2839,31.41,,,,,,,
25-3-64,03-25-21,"25,400.00",2.96,"8,915.00","3,219.84",0.271,0.628,"26,447.67","2,064.35",41.334,0.2836,31.39,,,,,,,
24-3-64,03-24-21,"25,300.00",3.06,"8,840.00","3,218.58",0.269,0.648,"26,533.41","2,003.81",41.681,0.2837,31.4,,,,,,,
23-3-64,03-23-21,"25,300.00",3.043,"8,740.00","3,271.64",0.316,0.675,"26,955.97","1,994.57",41.693,0.2854,31.4,,,,,,,
22-3-64,03-22-21,"25,300.00",3.1,"8,665.00","3,254.86",0.288,0.713,"26,824.56","1,955.09",41.836,0.2851,31.34,,,,,,,
20-3-64,03-20-21,"25,300.00",3.0845,"8,715.00","3,268.52",0.296,0.723,"26,833.14","1,992.41",41.715,0.2856,31.16,,,,,,,
19-3-64,03-19-21,"25,250.00",3.036,"8,840.00","3,224.29",0.283,0.762,"26,660.29","1,963.55",41.543,0.2838,31.08,,,,,,,
18-3-64,03-18-21,"25,350.00",3.0435,"8,890.00","3,224.21",0.268,0.685,"26,774.62","1,961.75",41.482,0.2834,31.1,,,,,,,
17-3-64,03-17-21,"25,150.00",3.0695,"8,890.00","3,208.36",0.272,0.687,"26,746.57","1,917.37",41.319,0.2843,31.3,,,,,,,
16-3-64,03-16-21,"25,100.00",3.0485,"8,790.00","3,225.98",0.28,0.656,"27,009.81","1,919.66",41.299,0.2834,31.27,,,,,,,
15-3-64,03-15-21,"25,050.00",2.9735,"8,690.00","3,141.11",0.272,0.632,"26,044.17","1,955.71",41.363,0.2818,31.46,,,,,,,
13-3-64,03-13-21,"25,000.00",3.0515,"8,515.00","3,205.08",0.285,0.649,"26,225.07","1,924.54",41.165,0.282,31.49,,,,,,,
12-3-64,03-12-21,"24,850.00",3.0055,"8,440.00","3,152.47",0.298,0.677,"25,690.35","1,924.01",41.303,0.2817,31.57,,,,,,,
11-3-64,03-11-21,"25,000.00",3.071,"8,390.00","3,176.17",0.32,0.664,"26,094.92","1,891.17",41.512,0.2815,31.41,,,,,,,
10-3-64,03-10-21,"24,850.00",3.074,"8,740.00","3,153.07",0.299,0.682,"25,950.06","1,886.93",40.978,0.2816,31.28,,,,,,,
9-3-64,03-09-21,"24,600.00",3.079,"8,740.00","3,166.44",0.271,0.713,"26,172.01","1,886.50",41.259,0.2814,31.15,,,,,,,
8-3-64,03-08-21,"24,700.00",2.962,"8,740.00","3,155.29",0.231,0.717,"25,996.08","1,905.49",40.791,0.2831,31.15,,,,,,,
6-3-64,03-06-21,"24,550.00",3.007,"8,590.00","3,143.64",0.231,0.674,"25,936.45","1,888.55",40.738,0.2832,31.13,,,,,,,
5-3-64,03-05-21,"24,400.00",2.9975,"8,440.00","3,105.92",0.212,0.632,"25,879.38","1,876.85",40.551,0.2829,31.05,,,,,,,
4-3-64,03-04-21,"24,600.00",3.047,"8,140.00","3,050.20",0.222,0.572,"25,512.43","1,858.50",40.485,0.2816,31.09,,,,,,,
3-3-64,03-03-21,"24,800.00",3.0345,"7,990.00","3,018.59",0.195,0.571,"25,152.45","1,868.73",40.634,0.2819,31.13,,,,,,,
2-3-64,03-02-21,"24,550.00",3.012,"7,990.00","3,073.20",0.22,0.533,"25,641.69","1,889.62",40.712,0.2819,31.12,,,,,,,
1-3-64,03-01-21,"25,100.00",2.983,"7,990.00","3,046.60",0.212,0.546,"25,365.22","1,905.91",40.704,0.2834,31.21,,,,,,,
27-2-64,02-27-21,"25,000.00",2.9535,"7,990.00","3,114.40",0.226,0.512,"25,992.96","1,883.13",40.917,0.2833,31.12,,,,,,,
26-2-64,02-26-21,"25,350.00",2.9335,"7,990.00","3,138.70",0.252,0.556,"26,159.39","1,857.43",40.706,0.2827,31.03,,,,,,,
25-2-64,02-25-21,"25,500.00",2.939,"7,990.00","3,094.42",0.266,0.535,"25,865.08","1,863.93",40.585,0.2858,31.04,,,,,,,
24-2-64,02-24-21,"25,650.00",3,"7,990.00","3,140.29",0.289,0.543,"26,213.10","1,871.71",40.806,0.286,31.19,,,,,,,
23-2-64,02-23-21,"25,600.00",2.9865,"7,990.00","3,101.64",0.274,0.572,"26,016.45","1,863.02",40.918,0.2846,31.25,,,,,,,
22-2-64,02-22-21,"25,300.00",2.983,"7,990.00","3,136.13",0.268,0.579,"26,330.52","1,830.05",41.102,0.2836,31.38,,,,,,,
20-2-64,02-20-21,"25,250.00",2.913,"8,190.00","3,131.00",0.271,0.615,"26,326.68","1,835.29",40.838,0.2851,31.43,,,,,,,
19-2-64,02-19-21,"25,100.00",2.8645,"8,190.00","2,993.76",0.269,0.59,"25,270.39","1,826.81",40.71,0.2857,31.48,,,,,,,
18-2-64,02-18-21,"25,250.00",2.8005,"8,490.00","3,071.04",0.28,0.581,"25,659.42","1,806.87",40.555,0.284,31.48,,,,,,,
17-2-64,02-17-21,"25,400.00",2.8575,"8,640.00","3,123.53",0.283,0.599,"26,282.51","1,797.83",40.442,0.2845,31.63,,,,,,,
16-2-64,02-16-21,"25,700.00",2.832,"8,840.00","3,213.42",0.279,0.605,"27,251.89","1,845.05",40.415,0.2841,31.72,,,,,,,
15-2-64,02-15-21,"25,750.00",2.874,"8,840.00","3,213.32",0.287,0.612,"27,447.37","1,848.68",40.265,0.2833,31.62,,,,,,,
13-2-64,02-13-21,"25,750.00",2.8145,"8,840.00","3,199.92",0.296,0.628,"27,232.93","1,813.48",40.196,0.2821,31.59,,,,,,,
12-2-64,02-12-21,"25,750.00",2.904,"8,840.00","3,163.84",0.288,0.617,"26,836.80","1,777.91",40.252,0.2837,31.79,,,,,,,
11-2-64,02-11-21,"25,950.00",2.9045,"8,740.00","3,111.56",0.293,0.628,"26,226.49","1,804.34",39.844,0.2842,31.7,,,,,,,
10-2-64,02-10-21,"25,950.00",2.92,"8,740.00","3,098.90",0.286,0.638,"25,906.88","1,776.24",39.803,0.2844,31.71,,,,,,,
9-2-64,02-09-21,"25,950.00",2.8975,"8,490.00","3,064.78",0.301,0.623,"25,582.52","1,752.06",39.69,0.2851,31.54,,,,,,,
8-2-64,02-08-21,"25,700.00",2.842,"8,490.00","3,038.78",0.289,0.63,"25,342.99","1,694.44",39.59,0.2857,31.54,,,,,,,
6-2-64,02-06-21,"25,700.00",2.9105,"8,490.00","3,025.17",0.302,0.618,"25,324.15","1,629.55",39.432,0.2861,31.4,,,,,,,
5-2-64,02-05-21,"25,550.00",2.9215,"8,590.00","3,046.61",0.297,0.664,"25,697.36","1,633.78",39.501,0.2848,31.32,,,,,,,
4-2-64,02-04-21,"25,900.00",2.9145,"8,890.00","3,015.65",0.313,0.646,"25,298.63","1,626.07",39.407,0.2845,31.23,,,,,,,
3-2-64,02-03-21,"26,100.00",2.909,"8,990.00","3,004.08",0.289,0.679,"24,781.84","1,589.99",39.346,0.2848,31.22,,,,,,,
2-2-64,02-02-21,"26,300.00",2.8925,"8,990.00","2,948.05",0.277,0.676,"24,461.98","1,638.69",39.168,0.2849,31.23,,,,,,,
1-2-64,02-01-21,"26,150.00",2.9215,"8,940.00","2,969.95",0.296,0.679,"24,564.27","1,574.29",38.862,0.2854,31.11,,,,,,,
30-1-64,01-30-21,"26,100.00",2.9265,"8,690.00","2,953.63",0.327,0.658,"24,455.94","1,556.21",38.841,0.2856,31.12,,,,,,,
29-1-64,01-29-21,"26,100.00",2.9635,"8,590.00","2,948.59",0.327,0.628,"24,577.48","1,554.55",38.749,0.2857,31.08,,,,,,,
28-1-64,01-28-21,"26,050.00",2.921,"8,590.00","2,913.86",0.33,0.632,"24,059.98","1,514.92",38.724,0.2856,31.04,,,,,,,
27-1-64,01-27-21,"26,100.00",2.9065,"8,690.00","2,829.95",0.339,0.682,"23,454.83","1,568.95",38.332,0.2852,30.91,,,,,,,
26-1-64,01-26-21,"26,250.00",2.898,"8,565.00","2,794.54",0.325,0.674,"23,049.06","1,467.66",37.988,0.2873,30.89,,,,,,,
25-1-64,01-25-21,"26,250.00",2.894,"7,390.00","2,865.86",0.336,0.717,"23,702.16","1,524.87",38.155,0.2881,30.91,,,,,,,
23-1-64,01-23-21,"26,250.00",2.939,"7,240.00","2,939.50",0.338,0.712,"24,292.84","1,513.60",38.394,0.2891,30.91,,,,,,,
22-1-64,01-22-21,"26,350.00",2.916,"7,240.00","2,915.46",0.35,0.695,"24,256.45","1,551.64",38.353,0.2889,30.87,,,,,,,
21-1-64,01-21-21,"26,400.00",2.9195,"7,240.00","2,908.83",0.361,0.707,"24,107.82","1,438.91",38.71,0.2888,30.94,,,,,,,
20-1-64,01-20-21,"26,150.00",2.8425,"7,240.00","2,878.26",0.306,0.731,"23,837.21","1,699.41",38.597,0.2888,30.96,,,,,,,
19-1-64,01-19-21,"26,150.00",2.8285,"7,240.00","2,883.14",0.328,0.763,"23,978.88","1,843.83",38.304,0.2891,30.98,,,,,,,
18-1-64,01-18-21,"25,950.00",2.785,"6,990.00","2,868.88",0.312,0.756,"23,958.88","1,835.43",38.645,0.2891,31.1,,,,,,,
16-1-64,01-16-21,"26,000.00",2.79,"6,990.00","2,815.01",0.403,0.666,"23,581.55","1,845.81",39.099,0.2882,31.14,,,,,,,
15-1-64,01-15-21,"26,200.00",2.749,"6,990.00","2,869.09",0.445,0.677,"24,120.78","2,019.37",39.152,0.2902,31.13,,,,,,,
14-1-64,01-14-21,"26,150.00",2.733,"7,290.00","2,930.91",0.468,0.72,"24,585.57","2,053.49",39.103,0.2898,31.02,,,,,,,
13-1-64,01-13-21,"26,350.00",2.759,"7,490.00","2,918.46",0.402,0.824,"24,490.37","2,007.84",38.808,0.2898,30.97,,,,,,,
12-1-64,01-12-21,"26,300.00",2.7305,"7,490.00","2,909.96",0.37,0.872,"24,357.17","2,004.51",39.162,0.2889,31.08,,,,,,,
11-1-64,01-11-21,"26,050.00",2.698,"7,890.00","2,854.65",0.326,0.902,"23,866.15","1,998.11",39.677,0.2889,31.13,,,,,,,
9-1-64,01-09-21,"26,350.00",2.67,"8,290.00","2,812.64",0.297,0.817,"23,628.24","1,980.35",39.861,0.2896,31.31,,,,,,,
8-1-64,01-08-21,"27,150.00",2.675,"8,190.00","2,810.42",0.294,0.756,"23,543.09","2,019.01",39.988,0.2895,31.43,,,,,,,
7-1-64,01-07-21,"27,100.00",2.6445,"8,190.00","2,787.89",0.327,0.692,"23,437.34","2,099.10",39.945,0.2904,31.49,,,,,,,
6-1-64,01-06-21,"27,500.00",2.666,"8,190.00","2,784.81",0.348,0.649,"23,365.25","2,113.63",39.788,0.2901,31.56,,,,,,,
5-1-64,01-05-21,"27,300.00",2.66,"8,190.00","2,845.62",0.343,0.64,"24,095.10","2,165.90",39.697,0.2898,31.57,,,,,,,
4-1-64,01-04-21,"27,050.00",2.62,"8,090.00","2,842.43",0.335,0.683,"23,817.15","2,174.08",39.595,0.2905,31.55,,,,,,,
2-1-64,01-02-21,"26,850.00",2.612,"9,190.00","2,799.34",0.337,0.693,"23,543.66","2,215.81",39.578,0.2913,31.66,,,,,,,
1-1-64,01-01-21,"26,850.00",2.5995,"9,390.00","2,795.64",0.337,0.69,"23,600.72","2,233.71",39.287,0.2901,31.84,,,,,,,
31-12-63,12-31-20,"26,750.00",2.5725,"9,390.00","2,805.10",0.337,0.656,"23,690.57","2,237.37",39.278,0.2897,31.88,,,,,,,
30-12-63,12-30-20,"26,650.00",2.6035,"9,390.00","2,782.46",0.334,0.657,"23,698.93","2,245.63",39.137,0.2902,31.92,,,,,,,
29-12-63,12-29-20,"26,650.00",2.5975,"7,990.00","2,776.99",0.37,0.67,"23,690.66","2,258.51",39.314,0.2897,31.88,,,,,,,
28-12-63,12-28-20,"26,900.00",2.575,"7,190.00","2,685.00",0.305,0.677,"22,893.47","2,263.61",38.971,0.2902,31.97,,,,,,,
26-12-63,12-26-20,"26,650.00",2.6735,"7,190.00","2,738.65",0.308,0.687,"23,537.44","2,250.47",38.826,0.2901,31.89,,,,,,,
25-12-63,12-25-20,"26,650.00",2.6185,"7,690.00","2,578.28",0.312,0.726,"21,693.63","2,262.97",38.938,0.2905,31.85,,,,,,,
24-12-63,12-24-20,"26,750.00",2.593,"8,290.00","2,514.92",0.319,0.641,"21,285.93","2,260.29",38.947,0.2893,31.82,,,,,,,
23-12-63,12-23-20,"26,550.00",2.56,"8,890.00","2,458.54",0.35,0.627,"20,819.46","2,266.98",39.085,0.2875,31.93,,,,,,,
22-12-63,12-22-20,"26,700.00",2.5015,"9,890.00","2,498.08",0.342,0.644,"21,227.38","2,241.00",39.04,0.2895,32.01,,,,,,,
21-12-63,12-21-20,"26,800.00",2.49,"10,190.00","2,614.69",0.305,0.669,"22,208.42","2,208.22",38.759,0.2914,32.07,,,,,,,
19-12-63,12-19-20,"26,500.00",2.509,"10,690.00","2,558.98",0.362,0.711,"21,678.22","2,214.71",39.232,0.2921,32.1,,,,,,,
18-12-63,12-18-20,"26,450.00",2.4745,"10,690.00","2,555.87",0.386,0.694,"21,898.47","2,249.16",39.237,0.2909,32.08,,,,,,,
17-12-63,12-17-20,"26,350.00",2.4585,"10,690.00","2,501.29",0.375,0.642,"21,468.38","2,228.73",39.354,0.2893,32.1,,,,,,,
16-12-63,12-16-20,"26,250.00",2.426,"10,490.00","2,457.77",0.35,0.687,"21,050.34","2,239.66",39.747,0.2889,32.2,,,,,,,
15-12-63,12-15-20,"26,000.00",2.408,"8,490.00","2,344.44",0.358,0.678,"19,722.19","2,231.63",39.947,0.2889,32.2,,,,,,,
14-12-63,12-14-20,"26,100.00",2.411,"6,690.00","2,290.71",0.362,0.638,"19,028.36","2,276.22",39.996,0.2898,32.35,,,,,,,
