Buddhist,Date,Gold_Thai,Copper,Rhodium,SP,US_Five,US_Ten,DJI,Set,GBP_THB,JPY_THB,USD_THB,,,,,,,
6-11-62,11-06-19,"21,250.00",2.8265,"2,505.00","2,745.45",2.585,2.618,"25,443.60","2,531.73",40.864,0.2778,31.96,,,,,,,
5-11-62,11-05-19,"21,450.00",2.805,"2,490.00","2,717.58",2.617,2.686,"25,142.08","2,508.80",40.748,0.2785,32.02,,,,,,,
4-11-62,11-04-19,"21,500.00",2.7735,"2,475.00","2,705.60",2.664,2.686,"25,008.82","2,494.53",40.834,0.2782,31.96,,,,,,,
2-11-62,11-02-19,"21,550.00",2.7835,"2,450.00","2,640.68",2.578,2.73,"24,482.04","2,503.41",40.684,0.2772,31.96,,,,,,,
1-11-62,11-01-19,"21,450.00",2.7785,"2,430.00","2,682.65",2.578,2.768,"24,818.98","2,485.64",40.703,0.2779,32.25,,,,,,,
31-10-62,10-31-19,"21,300.00",2.7435,"2,430.00","2,667.86",2.638,2.803,"24,770.25","2,497.87",40.675,0.2788,32.27,,,,,,,
30-10-62,10-30-19,"21,250.00",2.6805,"2,415.00","2,674.88",2.664,2.751,"24,736.54","2,489.39",40.875,0.2787,32.05,,,,,,,
29-10-62,10-29-19,"21,300.00",2.733,"2,415.00","2,737.87",2.631,2.749,"25,172.88","2,473.63",41.266,0.2793,32.33,,,,,,,
28-10-62,10-28-19,"21,450.00",2.645,"2,415.00","2,721.03",2.648,2.826,"25,038.46","2,448.93",41.282,0.2777,32.55,,,,,,,
26-10-62,10-26-19,"21,400.00",2.6535,"2,415.00","2,773.94",2.695,2.801,"25,492.14","2,472.34",41.145,0.2779,32.53,,,,,,,
25-10-62,10-25-19,"21,400.00",2.663,"2,415.00","2,775.66",2.736,2.767,"25,421.09","2,477.55",41.156,0.2775,32.58,,,,,,,
24-10-62,10-24-19,"21,300.00",2.715,"2,415.00","2,802.00",2.756,2.819,"25,645.56","2,518.24",41.327,0.2773,32.635,,,,,,,
23-10-62,10-23-19,"21,300.00",2.709,"2,440.00","2,811.67",2.77,2.859,"25,705.87","2,527.17",41.345,0.2772,32.49,,,,,,,
22-10-62,10-22-19,"21,200.00",2.712,"2,440.00","2,767.05",2.746,2.895,"25,351.53","2,505.47",41.258,0.2786,32.62,,,,,,,
21-10-62,10-21-19,"21,300.00",2.697,"2,460.00","2,763.83",2.706,2.909,"25,332.46","2,492.48",41.343,0.2788,32.65,,,,,,,
19-10-62,10-19-19,"21,300.00",2.6715,"2,470.00","2,770.54",2.674,2.91,"25,407.63","2,520.39",41.303,0.2792,32.75,,,,,,,
18-10-62,10-18-19,"21,300.00",2.641,"2,470.00","2,776.87",2.76,2.884,"25,518.39","2,505.69",41.368,0.2787,32.72,,,,,,,
17-10-62,10-17-19,"21,350.00",2.63,"2,480.00","2,873.90",2.799,2.85,"26,441.73","2,519.52",41.396,0.2797,32.8,,,,,,,
16-10-62,10-16-19,"21,300.00",2.6535,"2,480.00","2,882.51",2.79,2.829,"26,469.19","2,501.36",41.336,0.2794,32.83,,,,,,,
15-10-62,10-15-19,"21,400.00",2.635,"2,480.00","2,877.53",2.824,2.901,"26,399.45","2,498.03",41.486,0.2791,32.77,,,,,,,
14-10-62,10-14-19,"21,300.00",2.66,"2,480.00","2,902.54",2.87,2.917,"26,632.77","2,494.14",41.374,0.2794,32.77,,,,,,,
12-10-62,10-12-19,"21,400.00",2.6515,"2,490.00","2,919.35",2.845,2.912,"26,784.08","2,457.17",40.992,0.2796,32.85,,,,,,,
11-10-62,10-11-19,"21,500.00",2.638,"2,505.00","2,931.69",2.856,2.975,"26,833.47","2,467.34",41.31,0.2806,32.89,,,,,,,
10-10-62,10-10-19,"21,550.00",2.65,"2,505.00","2,923.80",2.888,3.037,"26,648.91","2,444.42",41.81,0.281,32.835,,,,,,,
9-10-62,10-09-19,"21,550.00",2.576,"2,545.00","2,926.29",2.887,3.026,"26,598.36","2,411.51",42.01,0.2819,32.85,,,,,,,
8-10-62,10-08-19,"21,450.00",2.6015,"2,560.00","2,910.03",2.875,3.048,"26,407.66","2,394.03",41.69,0.2831,32.74,,,,,,,
7-10-62,10-07-19,"21,650.00",2.642,"2,560.00","2,911.65",2.89,3.057,"26,418.27","2,378.84",41.685,0.2844,32.76,,,,,,,
5-10-62,10-05-19,"21,600.00",2.643,"2,565.00","2,916.98",2.894,3.059,"26,536.86","2,363.64",41.739,0.2841,32.8,,,,,,,
4-10-62,10-04-19,"21,700.00",2.678,"2,570.00","2,921.75",2.888,3.05,"26,601.58","2,383.65",42.099,0.2841,32.97,,,,,,,
3-10-62,10-03-19,"21,650.00",2.6815,"2,570.00","2,921.83",2.871,3.068,"26,705.25","2,398.54",42.1,0.2859,32.91,,,,,,,
2-10-62,10-02-19,"21,350.00",2.704,"2,570.00","2,936.76",2.875,3.065,"26,726.25","2,382.66",42.212,0.2857,32.9,,,,,,,
1-10-62,10-01-19,"21,200.00",2.654,"2,570.00","2,919.73",2.934,3.065,"26,519.39","2,379.56",42.127,0.2842,33.05,,,,,,,
30-9-62,09-30-19,"21,600.00",2.664,"2,570.00","2,906.60",2.953,3.063,"26,287.84","2,377.73",42.396,0.2833,33.03,,,,,,,
28-9-62,09-28-19,"21,650.00",2.66,"2,570.00","2,890.74",2.991,3.057,"26,076.21","2,372.18",42.507,0.2838,33.08,,,,,,,
27-9-62,09-27-19,"21,750.00",2.7,"2,570.00","2,903.83",2.999,3.11,"26,151.66","2,327.72",42.471,0.2837,32.97,,,,,,,
26-9-62,09-26-19,"21,800.00",2.6825,"2,570.00","2,906.38",3.004,3.123,"26,169.56","2,370.01",42.02,0.2843,32.9,,,,,,,
25-9-62,09-25-19,"22,050.00",2.6635,"2,565.00","2,896.85",3.09,3.145,"26,083.94","2,366.20",42.176,0.284,32.97,,,,,,,
24-9-62,09-24-19,"21,850.00",2.7425,"2,565.00","2,888.29",3.079,3.151,"25,989.07","2,337.86",42.344,0.2851,32.94,,,,,,,
23-9-62,09-23-19,"21,800.00",2.748,"2,555.00","2,871.57",3.045,3.186,"25,841.14","2,323.82",42.169,0.2831,32.87,,,,,,,
21-9-62,09-21-19,"21,750.00",2.7595,"2,520.00","2,881.39",3.036,3.232,"25,991.91","2,332.85",42.09,0.2831,32.955,,,,,,,
20-9-62,09-20-19,"21,600.00",2.7885,"2,450.00","2,868.26",3.03,3.236,"25,951.02","2,357.68",42.834,0.2829,32.96,,,,,,,
19-9-62,09-19-19,"21,550.00",2.7675,"2,430.00","2,888.64",2.967,3.213,"25,973.02","2,372.27",42.755,0.2826,32.96,,,,,,,
18-9-62,09-18-19,"21,600.00",2.74,"2,410.00","2,891.59",2.982,3.208,"25,919.84","2,343.40",42.622,0.2817,33.17,,,,,,,
17-9-62,09-17-19,"21,600.00",2.7315,"2,410.00","2,896.96",2.956,3.208,"25,916.07","2,384.50",42.849,0.2825,33.06,,,,,,,
16-9-62,09-16-19,"21,650.00",2.7545,"2,410.00","2,898.37",2.917,3.14,"25,964.85","2,384.67",43.071,0.2823,32.97,,,,,,,
14-9-62,09-14-19,"21,450.00",2.7645,"2,400.00","2,908.94",2.914,3.155,"26,099.01","2,417.70",43.078,0.2829,32.82,,,,,,,
13-9-62,09-13-19,"21,550.00",2.7555,"2,390.00","2,900.62",2.951,3.125,"26,082.53","2,392.03",43.108,0.2838,32.93,,,,,,,
12-9-62,09-12-19,"21,550.00",2.805,"2,390.00","2,901.45",2.938,3.087,"26,092.70","2,420.13",42.953,0.2818,32.93,,,,,,,
11-9-62,09-11-19,"21,550.00",2.83,"2,390.00","2,884.69",3.014,3.081,"25,882.71","2,462.18",42.794,0.283,32.85,,,,,,,
10-9-62,09-10-19,"21,550.00",2.784,"2,380.00","2,862.35",3.046,3.109,"25,688.58","2,483.22",42.809,0.2845,32.89,,,,,,,
9-9-62,09-09-19,"21,850.00",2.791,"2,380.00","2,860.29",3.048,3.102,"25,714.86","2,497.83",42.286,0.2856,33.11,,,,,,,
7-9-62,09-07-19,"21,850.00",2.725,"2,380.00","2,860.99",3.025,3.17,"25,825.06","2,518.47",42.255,0.2871,33.27,,,,,,,
6-9-62,09-06-19,"21,950.00",2.7575,"2,380.00","2,861.51",3.06,3.192,"25,786.99","2,517.21",42.577,0.2871,33.28,,,,,,,
5-9-62,09-05-19,"22,250.00",2.7745,"2,380.00","2,853.93",3.025,3.192,"25,727.70","2,513.76",42.329,0.2866,32.99,,,,,,,
4-9-62,09-04-19,"22,250.00",2.7875,"2,380.00","2,838.32",3.017,3.175,"25,550.80","2,537.52",42.215,0.2874,32.925,,,,,,,
3-9-62,09-03-19,"22,050.00",2.783,"2,380.00","2,831.44",3.015,3.207,"25,294.97","2,550.56",42.423,0.2891,32.93,,,,,,,
2-9-62,09-02-19,"22,000.00",2.7655,"2,370.00","2,827.95",3.008,3.169,"25,235.37","2,540.47",42.642,0.2885,32.855,,,,,,,
31-8-62,08-31-19,"22,000.00",2.7985,"2,370.00","2,827.88",2.999,3.158,"25,215.69","2,514.56",42.522,0.2886,32.79,,,,,,,
30-8-62,08-30-19,"22,050.00",2.78,"2,370.00","2,835.46",3.057,3.158,"25,327.19","2,507.95",42.545,0.2888,32.55,,,,,,,
29-8-62,08-29-19,"22,250.00",2.7595,"2,370.00","2,839.64",3.059,3.154,"25,401.19","2,522.90",42.489,0.2876,32.62,,,,,,,
28-8-62,08-28-19,"22,200.00",2.74,"2,370.00","2,857.19",3.066,3.163,"25,589.79","2,528.88",42.605,0.2887,32.53,,,,,,,
27-8-62,08-27-19,"22,050.00",2.675,"2,360.00","2,856.79",3.048,3.214,"25,615.72","2,505.71",42.831,0.2896,32.5,,,,,,,
26-8-62,08-26-19,"22,200.00",2.678,"2,350.00","2,855.92",3.057,3.231,"25,551.65","2,538.13",42.943,0.2888,32.65,,,,,,,
24-8-62,08-24-19,"21,950.00",2.6925,"2,340.00","2,840.29",2.948,3.237,"25,437.43","2,537.26",42.969,0.2907,32.69,,,,,,,
23-8-62,08-23-19,"21,750.00",2.728,"2,335.00","2,829.62",2.967,3.193,"25,360.37","2,556.03",43.29,0.2901,32.72,,,,,,,
22-8-62,08-22-19,"21,800.00",2.7325,"2,335.00","2,800.48",2.96,3.198,"25,256.45","2,573.09",43.532,0.2893,33,,,,,,,
21-8-62,08-21-19,"21,850.00",2.742,"2,335.00","2,821.17",2.953,3.061,"25,461.63","2,595.79",43.321,0.2888,32.95,,,,,,,
20-8-62,08-20-19,"21,750.00",2.7645,"2,325.00","2,809.73",2.946,3.087,"25,345.21","2,584.56",43.083,0.2897,32.92,,,,,,,
19-8-62,08-19-19,"21,950.00",2.802,"2,325.00","2,819.00",2.987,3.067,"25,439.32","2,567.93",42.98,0.2897,32.78,,,,,,,
17-8-62,08-17-19,"22,050.00",2.7235,"2,325.00","2,842.35",2.969,3.048,"25,520.52","2,566.18",42.629,0.2904,32.7,,,,,,,
16-8-62,08-16-19,"22,100.00",2.672,"2,325.00","2,835.49",2.954,3.054,"25,468.55","2,573.17",42.072,0.2908,32.51,,,,,,,
15-8-62,08-15-19,"22,050.00",2.6735,"2,325.00","2,817.73",2.958,3.096,"25,183.70","2,597.46",41.974,0.2907,32.34,,,,,,,
14-8-62,08-14-19,"21,800.00",2.7235,"2,315.00","2,820.68",2.946,3.089,"25,092.43","2,592.14",42.093,0.2913,32.27,,,,,,,
13-8-62,08-13-19,"21,950.00",2.747,"2,315.00","2,799.17",2.943,3.098,"25,036.90","2,558.96",42.097,0.2888,32.315,,,,,,,
12-8-62,08-12-19,"21,700.00",2.7525,"2,330.00","2,804.55",2.881,3.065,"25,041.14","2,578.81",42.44,0.2925,32.42,,,,,,,
10-8-62,08-10-19,"21,700.00",2.747,"2,330.00","2,809.37",2.89,3.066,"25,139.15","2,575.08",42.695,0.2915,32.44,,,,,,,
9-8-62,08-09-19,"21,750.00",2.761,"2,340.00","2,811.35",2.874,3.055,"25,133.79","2,608.02",42.747,0.2912,32.4,,,,,,,
8-8-62,08-08-19,"21,700.00",2.778,"2,340.00","2,789.34",2.864,2.979,"25,033.92","2,616.68",42.548,0.2903,32.42,,,,,,,
7-8-62,08-07-19,"21,450.00",2.777,"2,340.00","2,801.43",2.869,2.99,"25,025.58","2,620.74",42.329,0.2905,32.39,,,,,,,
6-8-62,08-06-19,"21,250.00",2.7325,"2,340.00","2,796.93",2.826,2.974,"24,926.07","2,619.42",42.907,0.289,32.35,,,,,,,
5-8-62,08-05-19,"20,950.00",2.775,"2,330.00","2,783.14",2.823,2.964,"24,802.90","2,601.42",42.606,0.292,32.405,,,,,,,
3-8-62,08-03-19,"20,850.00",2.7815,"2,320.00","2,779.82",2.745,2.974,"24,789.48","2,609.99",42.809,0.2882,32.56,,,,,,,
2-8-62,08-02-19,"20,800.00",2.7795,"2,305.00","2,788.56",2.767,2.935,"24,806.97","2,600.43",42.877,0.2883,32.595,,,,,,,
1-8-62,08-01-19,"20,500.00",2.8085,"2,275.00","2,768.51",2.774,2.944,"24,519.20","2,604.28",42.699,0.288,32.67,,,,,,,
31-7-62,07-31-19,"20,700.00",2.7755,"2,275.00","2,737.68",2.738,2.875,"24,352.47","2,604.97",42.757,0.2822,32.61,,,,,,,
30-7-62,07-30-19,"20,700.00",2.749,"2,260.00","2,724.19",2.741,2.9,"24,285.82","2,630.91",42.677,0.2837,32.71,,,,,,,
29-7-62,07-29-19,"20,700.00",2.814,"2,260.00","2,733.27",2.755,2.898,"24,359.39","2,638.80",42.723,0.2835,32.78,,,,,,,
27-7-62,07-27-19,"20,650.00",2.7685,"2,260.00","2,704.95",2.779,2.86,"24,161.53","2,631.90",42.747,0.2841,32.825,,,,,,,
26-7-62,07-26-19,"20,700.00",2.7685,"2,250.00","2,727.13",2.769,2.862,"24,323.93","2,599.72",42.403,0.2841,32.79,,,,,,,
25-7-62,07-25-19,"20,750.00",2.7895,"2,250.00","2,698.69",2.746,2.86,"24,064.19","2,570.72",42.407,0.2846,32.8,,,,,,,
24-7-62,07-24-19,"20,700.00",2.823,"2,250.00","2,728.45",2.724,2.88,"24,303.11","2,578.83",42.301,0.2857,32.78,,,,,,,
23-7-62,07-23-19,"20,650.00",2.8,"2,250.00","2,722.12",2.721,2.878,"24,281.89","2,577.33",42.151,0.2855,32.81,,,,,,,
22-7-62,07-22-19,"20,700.00",2.7845,"2,250.00","2,742.94",2.706,2.851,"24,463.73","2,579.34",42.062,0.2859,32.68,,,,,,,
20-7-62,07-20-19,"20,700.00",2.801,"2,250.00","2,760.79",2.704,2.821,"24,526.97","2,569.97",42.441,0.286,32.72,,,,,,,
19-7-62,07-19-19,"20,900.00",2.774,"2,250.00","2,769.28",2.702,2.824,"24,639.21","2,536.42",42.636,0.2863,32.775,,,,,,,
18-7-62,07-18-19,"20,650.00",2.816,"2,250.00","2,769.73",2.748,2.817,"24,771.17","2,531.15",42.589,0.2868,32.7,,,,,,,
17-7-62,07-17-19,"20,500.00",2.814,"2,250.00","2,752.01",2.745,2.824,"24,763.59","2,580.03",41.953,0.2864,32.58,,,,,,,
16-7-62,07-16-19,"20,550.00",2.82,"2,250.00","2,765.79",2.736,2.824,"24,944.28","2,586.54",41.968,0.2858,32.56,,,,,,,
15-7-62,07-15-19,"20,550.00",2.834,"2,250.00","2,777.78",2.772,2.866,"25,116.71","2,589.03",41.852,0.2863,32.59,,,,,,,
13-7-62,07-13-19,"20,550.00",2.755,"2,250.00","2,783.21",2.75,2.868,"25,254.65","2,589.42",42.156,0.2869,32.9,,,,,,,
12-7-62,07-12-19,"20,400.00",2.721,"2,250.00","2,787.94",2.74,2.864,"25,328.65","2,604.72",42.198,0.2866,32.69,,,,,,,
11-7-62,07-11-19,"20,500.00",2.7275,"2,250.00","2,785.60",2.809,2.9,"25,346.82","2,626.01",42.148,0.2829,32.65,,,,,,,
10-7-62,07-10-19,"20,250.00",2.5925,"2,250.00","2,780.18",2.831,2.877,"25,336.67","2,638.33",42.158,0.2833,32.93,,,,,,,
9-7-62,07-09-19,"20,250.00",2.599,"2,250.00","2,765.84",2.843,2.866,"25,209.29","2,617.71",42.232,0.2831,33.17,,,,,,,
8-7-62,07-08-19,"20,250.00",2.6845,"2,250.00","2,774.84",2.807,2.929,"25,192.14","2,587.77",42.168,0.2835,33.17,,,,,,,
6-7-62,07-06-19,"20,300.00",2.6955,"2,250.00","2,753.25",2.821,2.959,"24,854.14","2,632.10",42.33,0.2839,33.32,,,,,,,
5-7-62,07-05-19,"20,500.00",2.6035,"2,250.00","2,748.46",2.863,2.973,"24,820.12","2,631.87",42.368,0.284,33.29,,,,,,,
4-7-62,07-04-19,"20,450.00",2.617,"2,240.00","2,741.67",2.877,2.943,"24,727.55","2,611.91",42.594,0.2844,33.36,,,,,,,
3-7-62,07-03-19,"20,500.00",2.6265,"2,240.00","2,718.70",2.841,2.956,"24,542.09","2,641.35",42.498,0.2844,33.275,,,,,,,
2-7-62,07-02-19,"20,150.00",2.6255,"2,240.00","2,720.98",2.845,2.993,"24,620.79","2,640.93",42.627,0.2842,33.25,,,,,,,
1-7-62,07-01-19,"20,150.00",2.6155,"2,240.00","2,702.43",2.848,3.003,"24,467.83","2,649.54",42.816,0.283,33.23,,,,,,,
29-6-62,06-29-19,"20,400.00",2.597,"2,240.00","2,705.11",2.856,2.958,"24,606.59","2,637.04",42.969,0.2833,33.22,,,,,,,
28-6-62,06-28-19,"20,550.00",2.6505,"2,240.00","2,723.60",2.855,2.969,"24,781.29","2,626.05",43.16,0.2838,33.365,,,,,,,
27-6-62,06-27-19,"20,400.00",2.6875,"2,240.00","2,730.94",2.818,2.962,"24,877.36","2,616.92",43.224,0.2856,33.24,,,,,,,
26-6-62,06-26-19,"20,550.00",2.723,"2,240.00","2,713.98",2.821,2.976,"24,757.71","2,601.25",43.342,0.2854,33.3,,,,,,,
25-6-62,06-25-19,"20,550.00",2.7345,"2,240.00","2,738.34",2.764,2.974,"25,047.55","2,599.19",43.524,0.2865,33.15,,,,,,,
24-6-62,06-24-19,"20,350.00",2.718,"2,230.00","2,725.95",2.746,2.949,"24,883.06","2,613.90",43.582,0.2856,33.2,,,,,,,
22-6-62,06-22-19,"20,250.00",2.705,"2,230.00","2,717.35",2.78,2.958,"24,707.72","2,638.91",43.714,0.2865,33.3,,,,,,,
21-6-62,06-21-19,"20,350.00",2.6495,"2,230.00","2,719.71",2.764,2.895,"24,752.40","2,642.65",43.641,0.2868,33.32,,,,,,,
20-6-62,06-20-19,"20,150.00",2.6725,"2,230.00","2,712.62",2.757,2.847,"24,722.32","2,655.74",43.825,0.2878,33.4,,,,,,,
19-6-62,06-19-19,"19,800.00",2.6915,"2,230.00","2,718.59",2.723,2.88,"24,809.55","2,672.01",43.821,0.2894,33.24,,,,,,,
18-6-62,06-18-19,"19,800.00",2.674,"2,230.00","2,733.37",2.757,2.864,"24,879.37","2,691.23",43.875,0.2876,33.37,,,,,,,
17-6-62,06-17-19,"19,750.00",2.663,"2,230.00","2,722.70",2.752,2.86,"24,758.64","2,635.87",43.791,0.2888,33.445,,,,,,,
15-6-62,06-15-19,"19,750.00",2.6245,"2,230.00","2,705.02",2.737,2.823,"24,591.66","2,609.54",43.782,0.2873,33.32,,,,,,,
14-6-62,06-14-19,"19,750.00",2.5925,"2,215.00","2,678.12",2.753,2.856,"24,399.18","2,610.98",43.557,0.2877,33.48,,,,,,,
13-6-62,06-13-19,"19,650.00",2.69,"2,165.00","2,670.26",2.723,2.853,"24,341.35","2,623.10",43.52,0.2881,33.3,,,,,,,
12-6-62,06-12-19,"19,600.00",2.743,"2,150.00","2,669.36",2.726,2.838,"24,317.66","2,621.57",43.69,0.2883,33.325,,,,,,,
11-6-62,06-11-19,"19,650.00",2.7515,"2,090.00","2,621.45",2.735,2.862,"23,865.22","2,623.24",44.02,0.2882,33.26,,,,,,,
10-6-62,06-10-19,"19,650.00",2.774,"2,090.00","2,628.08",2.733,2.829,"23,836.23","2,611.26",44.047,0.2891,33.295,,,,,,,
8-6-62,06-08-19,"19,700.00",2.776,"2,080.00","2,654.24",2.758,2.831,"24,097.63","2,601.18",43.858,0.2886,33.2,,,,,,,
7-6-62,06-07-19,"19,650.00",2.761,"2,045.00","2,643.64",2.736,2.842,"24,117.29","2,610.30",44.012,0.2884,33.32,,,,,,,
6-6-62,06-06-19,"19,650.00",2.733,"2,020.00","2,675.05",2.721,2.842,"24,410.41","2,608.84",44.057,0.2888,33.17,,,,,,,
5-6-62,06-05-19,"19,600.00",2.758,"2,020.00","2,675.47",2.707,2.869,"24,342.14","2,585.94",43.838,0.2897,33.07,,,,,,,
4-6-62,06-04-19,"19,550.00",2.7375,"2,020.00","2,651.65",2.751,2.858,"24,128.72","2,553.91",44.05,0.2892,33.13,,,,,,,
3-6-62,06-03-19,"19,450.00",2.759,"2,020.00","2,634.92",2.753,2.844,"24,070.20","2,587.73",43.916,0.29,33.2,,,,,,,
1-6-62,06-01-19,"19,400.00",2.8325,"2,020.00","2,680.80",2.767,2.833,"24,579.94","2,611.79",43.883,0.2913,33.155,,,,,,,
31-5-62,05-31-19,"19,300.00",2.796,"2,020.00","2,675.40",2.77,2.884,"24,488.07","2,568.76",43.757,0.2912,33.15,,,,,,,
30-5-62,05-30-19,"19,200.00",2.8175,"2,035.00","2,692.56",2.808,2.882,"24,657.39","2,606.85",43.582,0.2906,33.16,,,,,,,
29-5-62,05-29-19,"19,250.00",2.8075,"2,050.00","2,701.16",2.769,2.893,"24,711.30","2,669.28",43.495,0.2905,32.985,,,,,,,
28-5-62,05-28-19,"19,300.00",2.8615,"2,050.00","2,710.11",2.772,2.904,"24,820.85","2,661.98",43.352,0.2914,33.15,,,,,,,
27-5-62,05-27-19,"19,300.00",2.804,"2,050.00","2,692.74",2.799,2.937,"24,681.79","2,640.99",43.355,0.2907,33.05,,,,,,,
25-5-62,05-25-19,"19,300.00",2.742,"2,080.00","2,670.10",2.811,2.895,"24,483.15","2,664.55",43.687,0.2904,33.025,,,,,,,
24-5-62,05-24-19,"19,300.00",2.7515,"2,100.00","2,676.90",2.835,2.897,"24,582.82","2,667.77",43.755,0.2906,32.94,,,,,,,
23-5-62,05-23-19,"19,200.00",2.7175,"2,110.00","2,653.83",2.811,2.922,"24,302.82","2,641.50",43.672,0.2909,32.915,,,,,,,
22-5-62,05-22-19,"19,200.00",2.7655,"2,110.00","2,643.89",2.799,2.937,"24,274.19","2,677.75",43.597,0.2897,32.9,,,,,,,
21-5-62,05-21-19,"19,200.00",2.7445,"2,090.00","2,638.41",2.794,2.97,"24,198.95","2,660.07",43.244,0.289,32.81,,,,,,,
20-5-62,05-20-19,"19,200.00",2.7655,"2,085.00","2,617.18",2.784,2.961,"24,037.52","2,660.44",43.132,0.2894,32.75,,,,,,,
18-5-62,05-18-19,"19,200.00",2.776,"2,085.00","2,645.82",2.814,2.957,"24,373.60","2,641.82",43.261,0.289,32.675,,,,,,,
17-5-62,05-17-19,"19,200.00",2.776,"2,085.00","2,657.36",2.767,2.952,"24,313.91","2,635.05",43.261,0.2891,32.62,,,,,,,
16-5-62,05-16-19,"19,250.00",2.7505,"2,085.00","2,584.04",2.79,2.941,"23,654.15","2,670.20",42.731,0.2882,32.21,,,,,,,
15-5-62,05-15-19,"19,250.00",2.83,"2,060.00","2,592.17",2.755,2.977,"23,698.33","2,647.20",42.959,0.2881,32.14,,,,,,,
14-5-62,05-14-19,"19,350.00",2.87,"2,040.00","2,633.45",2.696,2.928,"24,076.60","2,666.28",42.914,0.2873,32.09,,,,,,,
13-5-62,05-13-19,"19,200.00",2.8235,"2,040.00","2,614.41",2.669,2.939,"23,949.18","2,643.66",42.897,0.2901,32.065,,,,,,,
11-5-62,05-11-19,"19,150.00",2.8305,"2,030.00","2,611.30",2.559,2.908,"23,883.08","2,629.32",42.947,0.2877,32.01,,,,,,,
10-5-62,05-10-19,"19,200.00",2.935,"2,030.00","2,667.57",2.733,2.862,"24,276.62","2,602.80",42.996,0.2875,32.015,,,,,,,
9-5-62,05-09-19,"19,250.00",2.945,"2,030.00","2,619.35",2.763,2.846,"23,825.74","2,617.26",42.803,0.2894,31.92,,,,,,,
8-5-62,05-08-19,"19,350.00",2.9695,"2,030.00","2,646.71",2.811,2.763,"23,995.18","2,603.89",42.783,0.2889,31.935,,,,,,,
7-5-62,05-07-19,"19,300.00",2.97,"2,030.00","2,691.36",2.828,2.9,"24,526.01","2,614.80",42.603,0.2894,32,,,,,,,
6-5-62,05-06-19,"19,300.00",2.998,"2,030.00","2,714.99",2.895,2.931,"24,723.49","2,616.00",42.687,0.288,31.995,,,,,,,
4-5-62,05-04-19,"19,250.00",3.01,"2,030.00","2,715.05",2.895,2.975,"24,650.64","2,601.60",42.637,0.2886,32.05,,,,,,,
3-5-62,05-03-19,"19,200.00",2.996,"2,000.00","2,741.38",2.912,3.001,"24,893.69","2,552.52",42.566,0.2891,32.02,,,,,,,
2-5-62,05-02-19,"19,250.00",3.049,"1,985.00","2,750.57",2.941,3.058,"24,877.34","2,536.73",42.522,0.287,32.1,,,,,,,
1-5-62,05-01-19,"19,300.00",3.04,"1,985.00","2,754.27",2.938,3.058,"24,837.29","2,549.78",42.603,0.2874,31.995,,,,,,,
30-4-62,04-30-19,"19,300.00",3.0545,"1,985.00","2,774.06",2.915,3.08,"25,086.97","2,550.43",42.452,0.2862,31.93,,,,,,,
29-4-62,04-29-19,"19,350.00",3.053,"1,975.00","2,792.31",2.864,3.119,"25,257.75","2,542.10",42.803,0.2856,31.99,,,,,,,
27-4-62,04-27-19,"19,350.00",3.1375,"1,935.00","2,790.54",2.845,3.098,"25,372.44","2,531.37",42.853,0.2861,32.105,,,,,,,
26-4-62,04-26-19,"19,300.00",3.1455,"1,935.00","2,752.91",2.835,3.07,"25,004.89","2,521.58",42.989,0.2862,31.995,,,,,,,
25-4-62,04-25-19,"19,300.00",3.2125,"1,910.00","2,732.75",2.84,3.004,"24,853.41","2,522.39",43.186,0.2873,32.165,,,,,,,
24-4-62,04-24-19,"19,200.00",3.262,"1,880.00","2,710.18",2.816,2.975,"24,758.15","2,513.90",43.348,0.2858,32.185,,,,,,,
23-4-62,04-23-19,"19,200.00",3.2545,"1,865.00","2,730.18",2.79,2.966,"24,965.89","2,506.45",43.392,0.2858,32.09,,,,,,,
22-4-62,04-22-19,"19,250.00",3.25,"1,850.00","2,681.06",2.789,2.995,"24,471.31","2,496.57",43.219,0.285,32.03,,,,,,,
20-4-62,04-20-19,"19,250.00",3.3075,"1,850.00","2,658.89",2.785,2.976,"24,394.91","2,486.12",43.395,0.2845,32.12,,,,,,,
19-4-62,04-19-19,"19,200.00",3.2815,"1,850.00","2,715.22",2.797,2.952,"25,024.04","2,475.52",43.245,0.2844,31.91,,,,,,,
18-4-62,04-18-19,"19,150.00",3.28,"1,850.00","2,753.78",2.814,2.951,"25,485.15","2,467.97",43.202,0.284,31.875,,,,,,,
17-4-62,04-17-19,"19,200.00",3.209,"1,850.00","2,780.45",2.802,2.95,"25,735.78","2,472.40",43.233,0.2839,31.97,,,,,,,
16-4-62,04-16-19,"19,350.00",3.1385,"1,860.00","2,757.37",2.848,2.97,"25,403.35","2,467.01",43.534,0.2843,32.13,,,,,,,
15-4-62,04-15-19,"19,350.00",3.1035,"1,860.00","2,715.80",2.817,2.968,"25,050.51","2,445.42",43.254,0.2841,31.94,,,,,,,
13-4-62,04-13-19,"19,400.00",3.0775,"1,860.00","2,710.42",2.838,2.959,"24,855.41","2,443.03",43.203,0.2834,31.855,,,,,,,
12-4-62,04-12-19,"19,450.00",3.0955,"1,860.00","2,720.53",2.823,2.966,"24,988.06","2,456.02",42.963,0.2836,31.73,,,,,,,
