Date,Y,GOLD,BOND10THB,OIL,SET,USD_THB,XAU_USD
04-01-2016,"18,200.00","1,061.50",2.5,37.6,"1,286.26",36.05,"1,065.36"
30-12-2015,"18,350.00","1,068.20",2.53,37.36,"1,285.52",36.06,"1,069.38"
29-12-2015,"18,350.00","1,068.30",2.53,36.7,"1,281.90",36.07,"1,069.20"
28-12-2015,"18,350.00","1,075.20",2.53,38,"1,285.65",36.03,"1,076.00"
24-12-2015,"18,350.00","1,069.60",2.56,37.86,"1,285.70",36.05,"1,070.90"
23-12-2015,"18,350.00","1,072.00",2.56,36.47,"1,270.47",36.07,"1,072.21"
22-12-2015,"18,450.00","1,078.00",2.58,35.8,"1,274.71",36.12,"1,078.41"
21-12-2015,"18,300.00","1,065.20",2.59,34.58,"1,271.28",36.13,"1,065.94"
18-12-2015,"18,150.00","1,051.50",2.6,34.87,"1,302.05",36.16,"1,051.72"
17-12-2015,"18,250.00","1,072.20",2.6,35.8,"1,297.16",35.93,"1,072.85"
16-12-2015,"18,150.00","1,060.30",2.65,36.79,"1,304.76",35.96,"1,060.73"
15-12-2015,"18,250.00","1,059.80",2.66,36.32,"1,276.96",36.09,"1,062.89"
14-12-2015,"18,400.00","1,073.00",2.69,35.4,"1,262.44",36.12,"1,073.69"
11-12-2015,"18,250.00","1,071.40",2.69,36.63,"1,297.10",36.05,"1,071.60"
09-12-2015,"18,350.00","1,074.30",2.72,37.86,"1,309.22",35.95,"1,074.74"
08-12-2015,"18,200.00","1,069.70",2.735,37.68,"1,323.85",35.87,"1,070.49"
04-12-2015,"18,050.00","1,062.00",2.75,41.31,"1,334.26",35.83,"1,062.39"
03-12-2015,"17,950.00","1,053.50",2.69,40.15,"1,332.60",35.84,"1,053.71"
02-12-2015,"18,150.00","1,067.90",2.71,41.69,"1,356.88",35.75,"1,069.49"
01-12-2015,"18,200.00","1,064.60",2.76,41.73,"1,363.13",35.8,"1,064.55"
30-11-2015,"18,000.00","1,056.00",2.735,41.77,"1,360.72",35.87,"1,057.80"
26-11-2015,"18,200.00","1,070.60",2.75,43.08,"1,383.84",35.68,"1,071.91"
25-11-2015,"18,300.00","1,075.00",2.8,42.69,"1,388.53",35.74,"1,075.55"
24-11-2015,"18,250.00","1,068.50",2.85,42.04,"1,395.73",35.84,"1,069.24"
23-11-2015,"18,250.00","1,076.40",2.84,41.49,"1,397.27",35.73,"1,077.01"
20-11-2015,"18,400.00","1,079.70",2.78,40.54,"1,386.99",35.76,"1,082.30"
19-11-2015,"18,400.00","1,069.30",2.73,40.72,"1,384.19",35.96,"1,071.15"
18-11-2015,"18,300.00","1,070.20",2.71,41.11,"1,390.95",35.99,"1,070.30"
17-11-2015,"18,500.00","1,082.40",2.73,41.96,"1,396.54",35.97,"1,082.86"
16-11-2015,"18,600.00","1,087.90",2.71,40.92,"1,370.51",35.9,"1,088.14"
13-11-2015,"18,450.00","1,083.50",2.69,41.61,"1,380.34",35.85,"1,085.05"
12-11-2015,"18,500.00","1,085.40",2.71,43.05,"1,383.88",35.84,"1,086.26"
11-11-2015,"18,600.00","1,088.50",2.68,43.63,"1,398.58",35.87,"1,089.85"
10-11-2015,"18,650.00","1,090.80",2.7,44.1,"1,398.19",35.89,"1,092.01"
09-11-2015,"18,600.00","1,089.10",2.64,44.52,"1,412.15",35.82,"1,089.94"
06-11-2015,"18,750.00","1,103.20",2.65,45.41,"1,411.47",35.53,"1,103.89"
05-11-2015,"18,750.00","1,106.80",2.64,46.57,"1,421.23",35.53,"1,107.56"
04-11-2015,"18,900.00","1,117.40",2.62,47.74,"1,420.65",35.55,"1,117.63"
03-11-2015,"19,150.00","1,132.90",2.61,46.11,"1,419.45",35.57,"1,133.60"
02-11-2015,"19,250.00","1,141.30",2.68,46.43,"1,395.63",35.62,"1,141.49"
30-10-2015,"19,400.00","1,146.60",2.68,45.74,"1,391.41",35.66,"1,148.04"
29-10-2015,"19,650.00","1,156.10",2.7,46.06,"1,409.62",35.64,"1,156.09"
28-10-2015,"19,650.00","1,166.70",2.65,43.44,"1,422.97",35.51,"1,166.75"
27-10-2015,"19,600.00","1,163.00",2.6,43.78,"1,422.73",35.46,"1,162.96"
26-10-2015,"19,650.00","1,163.80",2.63,44.74,"1,429.03",35.54,"1,164.45"
22-10-2015,"19,650.00","1,166.80",2.65,45.27,"1,415.52",35.67,"1,167.06"
21-10-2015,"19,750.00","1,175.50",2.65,45.88,"1,421.63",35.42,"1,175.81"
20-10-2015,"19,650.00","1,170.60",2.66,46.25,"1,415.55",35.45,"1,171.00"
19-10-2015,"19,650.00","1,176.90",2.55,47.27,"1,421.61",35.27,"1,176.00"
16-10-2015,"19,700.00","1,182.50",2.54,46.87,"1,428.99",35.16,"1,182.21"
15-10-2015,"19,700.00","1,184.00",2.62,46.28,"1,413.00",35.33,"1,184.10"
14-10-2015,"19,800.00","1,168.20",2.65,46.69,"1,405.29",35.63,"1,168.59"
13-10-2015,"19,450.00","1,162.80",2.63,47.46,"1,408.33",35.35,"1,163.55"
12-10-2015,"19,500.00","1,155.00",2.63,49.51,"1,415.44",35.53,"1,155.71"
09-10-2015,"19,350.00","1,138.10",2.67,49.69,"1,404.68",35.76,"1,139.10"
08-10-2015,"19,500.00","1,145.00",2.67,48.11,"1,393.79",35.89,"1,145.49"
07-10-2015,"19,700.00","1,146.50",2.72,49,"1,376.47",36.24,"1,146.96"
06-10-2015,"19,550.00","1,134.70",2.73,46.2,"1,367.90",36.26,"1,135.65"
05-10-2015,"19,600.00","1,137.00",2.77,45.65,"1,354.11",36.44,"1,137.71"
02-10-2015,"19,300.00","1,112.50",2.78,45.07,"1,345.68",36.48,"1,114.08"
01-10-2015,"19,250.00","1,114.50",2.77,45.38,"1,353.92",36.34,"1,115.14"
30-09-2015,"19,400.00","1,127.20",2.86,44.92,"1,353.06",36.43,"1,127.46"
29-09-2015,"19,550.00","1,131.40",2.88,44.5,"1,342.36",36.35,"1,132.25"
28-09-2015,"19,650.00","1,145.00",2.85,45.38,"1,368.56",36.17,"1,145.80"
25-09-2015,"19,750.00","1,151.00",2.83,45.05,"1,375.31",36.23,"1,150.97"
24-09-2015,"19,450.00","1,130.00",2.73,44.62,"1,371.90",36.21,"1,130.61"
23-09-2015,"19,200.00","1,123.80",2.77,46.54,"1,372.43",36.05,"1,124.10"
22-09-2015,"19,300.00","1,132.60",2.87,46.45,"1,396.38",35.81,"1,133.16"
21-09-2015,"19,250.00","1,138.70",2.8,44.97,"1,384.76",35.67,"1,139.40"
18-09-2015,"19,150.00","1,130.00",2.87,46.89,"1,394.00",35.76,"1,130.85"
17-09-2015,"19,050.00","1,118.70",2.95,47.13,"1,387.00",35.85,"1,118.89"
16-09-2015,"18,850.00","1,104.40",2.99,45.16,"1,375.28",35.91,"1,105.50"
15-09-2015,"18,900.00","1,107.10",3.05,44.11,"1,377.33",36.01,"1,108.19"
14-09-2015,"18,950.00","1,107.00",3.11,44.78,"1,382.64",36.06,"1,107.80"
11-09-2015,"19,000.00","1,110.20",3.1,45.71,"1,399.30",36.02,"1,111.56"
10-09-2015,"19,000.00","1,105.70",3.07,44.16,"1,386.49",36.19,"1,106.81"
09-09-2015,"19,150.00","1,121.00",3.06,45.79,"1,390.17",36.02,"1,121.96"
07-09-2015,"19,150.00","1,123.00",2.88,45.72,"1,368.28",35.96,"1,123.22"
04-09-2015,"19,100.00","1,124.50",2.88,46.68,"1,378.64",35.83,"1,125.25"
03-09-2015,"19,250.00","1,133.20",2.87,46.11,"1,379.78",35.74,"1,134.01"
02-09-2015,"19,300.00","1,139.00",2.84,44.26,"1,360.52",35.74,"1,139.49"
01-09-2015,"19,300.00","1,133.80",2.82,48.1,"1,381.64",35.83,"1,135.01"
31-08-2015,"19,250.00","1,132.70",2.82,45,"1,367.81",35.83,"1,133.25"
28-08-2015,"19,100.00","1,124.40",2.78,42.68,"1,374.36",35.63,"1,125.80"
27-08-2015,"19,050.00","1,125.00",2.85,38.96,"1,338.37",35.61,"1,125.65"
26-08-2015,"19,200.00","1,139.90",2.82,39.69,"1,314.91",35.52,"1,141.15"
25-08-2015,"19,500.00","1,155.70",2.85,38.18,"1,315.71",35.66,"1,155.45"
24-08-2015,"19,650.00","1,160.20",2.65,40.3,"1,334.62",35.66,"1,162.35"
21-08-2015,"19,600.00","1,153.30",2.65,41.03,"1,365.93",35.57,"1,153.91"
20-08-2015,"19,100.00","1,133.30",2.64,40.58,"1,372.66",35.53,"1,133.95"
19-08-2015,"18,850.00","1,117.20",2.69,42.41,"1,376.19",35.52,"1,118.01"
18-08-2015,"18,800.00","1,117.20",2.7,41.88,"1,371.88",35.52,"1,117.91"
17-08-2015,"18,650.00","1,113.50",2.74,42.18,"1,414.64",35.25,"1,114.35"
14-08-2015,"18,600.00","1,114.60",2.75,42.23,"1,404.24",35.13,"1,115.16"
13-08-2015,"18,700.00","1,125.20",2.81,43.34,"1,399.30",35.28,"1,125.46"
11-08-2015,"18,400.00","1,103.80",2.81,44.81,"1,423.31",35.07,"1,104.41"
10-08-2015,"18,200.00","1,094.00",2.8,43.58,"1,423.30",35.16,"1,094.39"
07-08-2015,"18,150.00","1,088.80",2.79,44.82,"1,429.92",35.11,"1,089.40"
06-08-2015,"18,100.00","1,084.10",2.78,45.16,"1,436.66",35.17,"1,084.90"
05-08-2015,"18,100.00","1,087.30",2.79,45.96,"1,438.16",35.11,"1,087.59"
04-08-2015,"18,100.00","1,085.30",2.79,45.35,"1,438.67",35.06,"1,086.18"
03-08-2015,"18,200.00","1,095.10",2.82,46.86,"1,435.62",34.97,"1,095.61"
31-07-2015,"18,100.00","1,087.70",2.85,48.47,"1,424.01",35.15,"1,088.66"
29-07-2015,"18,150.00","1,094.50",2.81,47.81,"1,413.96",34.84,"1,095.48"
28-07-2015,"18,100.00","1,094.10",2.815,47.02,"1,416.02",34.87,"1,094.31"
27-07-2015,"18,150.00","1,098.60",2.815,48,"1,431.86",34.87,"1,099.55"
24-07-2015,"17,900.00","1,089.50",2.85,48.79,"1,440.78",34.79,"1,090.85"
23-07-2015,"18,100.00","1,093.40",2.85,49.23,"1,447.16",34.69,"1,094.50"
22-07-2015,"18,050.00","1,100.10",2.84,50.71,"1,441.38",34.42,"1,101.06"
21-07-2015,"18,100.00","1,098.00",2.85,49.95,"1,467.61",34.47,"1,098.55"
20-07-2015,"18,100.00","1,132.40",2.86,50.76,"1,480.12",34.23,"1,133.35"
17-07-2015,"18,600.00","1,144.30",2.84,50.91,"1,482.61",34.21,"1,145.61"
16-07-2015,"18,600.00","1,146.20",2.835,51.62,"1,488.97",34.17,"1,148.86"
15-07-2015,"18,650.00","1,153.90",2.84,53.4,"1,490.99",34.03,"1,155.90"
14-07-2015,"18,650.00","1,157.00",2.85,52,"1,493.39",34.01,"1,158.06"
13-07-2015,"18,750.00","1,162.30",2.82,52.15,"1,484.52",33.92,"1,163.30"
10-07-2015,"18,700.00","1,158.70",2.83,52.48,"1,482.18",33.94,"1,159.75"
09-07-2015,"18,650.00","1,157.50",2.85,51.83,"1,469.59",33.93,"1,158.62"
08-07-2015,"18,650.00","1,154.00",2.91,52.91,"1,476.01",33.98,"1,155.18"
07-07-2015,"18,750.00","1,168.80",2.9,52.75,"1,477.16",33.84,"1,170.50"
03-07-2015,"18,700.00","1,173.20",3,56.6,"1,490.44",33.77,"1,166.29"
02-07-2015,"18,750.00","1,167.70",2.96,56.87,"1,504.72",33.82,"1,168.80"
30-06-2015,"18,850.00","1,179.80",2.98,58.27,"1,510.18",33.76,"1,180.06"
29-06-2015,"18,950.00","1,182.50",2.96,58.84,"1,501.03",33.8,"1,184.96"
26-06-2015,"18,850.00","1,172.50",2.98,59.66,"1,520.92",33.76,"1,173.35"
25-06-2015,"18,850.00","1,174.10",3,60.22,"1,517.35",33.76,"1,175.29"
24-06-2015,"18,850.00","1,177.60",2.98,61.14,"1,507.39",33.75,"1,178.25"
23-06-2015,"18,950.00","1,185.30",2.955,60.21,"1,512.23",33.69,"1,185.86"
22-06-2015,"19,100.00","1,199.70",2.92,59.44,"1,492.55",33.63,"1,200.61"
19-06-2015,"19,150.00","1,201.80",3.01,60.5,"1,507.60",33.63,"1,202.36"
18-06-2015,"18,900.00","1,184.20",3.04,59.78,"1,517.13",33.59,"1,185.26"
17-06-2015,"18,850.00","1,181.10",3.04,60.03,"1,507.23",33.67,"1,181.90"
16-06-2015,"18,900.00","1,185.30",3.07,59.6,"1,502.26",33.66,"1,186.06"
15-06-2015,"18,900.00","1,180.00",3.07,59.9,"1,507.05",33.8,"1,181.50"
12-06-2015,"18,900.00","1,180.80",3.11,60.55,"1,515.64",33.69,"1,182.01"
11-06-2015,"18,900.00","1,185.70",3.1,61.14,"1,512.95",33.59,"1,186.61"
10-06-2015,"18,850.00","1,175.80",3.03,60.58,"1,496.65",33.7,"1,176.75"
09-06-2015,"18,800.00","1,173.20",3.11,58.31,"1,504.59",33.75,"1,174.36"
08-06-2015,"18,850.00","1,170.80",3.14,58.96,"1,507.72",33.85,"1,169.45"
05-06-2015,"18,850.00","1,176.50",3.09,57.99,"1,490.51",33.71,"1,177.24"
04-06-2015,"18,900.00","1,185.80",2.98,59.57,"1,484.57",33.61,"1,185.51"
03-06-2015,"19,100.00","1,193.80",2.88,61.02,"1,480.36",33.7,"1,193.86"
02-06-2015,"19,000.00","1,189.50",2.81,60.18,"1,492.45",33.67,"1,188.95"
29-05-2015,"19,000.00","1,188.10",2.78,57.97,"1,495.64",33.77,"1,188.65"
28-05-2015,"19,050.00","1,188.00",2.88,57.63,"1,502.49",33.77,"1,188.21"
27-05-2015,"19,050.00","1,186.70",2.88,58.32,"1,491.43",33.71,"1,187.44"
25-05-2015,"19,150.00","1,205.20",2.91,59.93,"1,526.30",33.43,"1,205.12"
22-05-2015,"19,150.00","1,206.00",2.91,60.66,"1,533.17",33.39,"1,206.75"
21-05-2015,"19,250.00","1,209.40",3.04,58.81,"1,523.33",33.6,"1,210.11"
20-05-2015,"19,250.00","1,207.70",2.86,58.32,"1,527.65",33.5,"1,208.01"
19-05-2015,"19,350.00","1,225.40",2.98,59.54,"1,513.83",33.4,"1,225.27"
18-05-2015,"19,400.00","1,222.80",2.88,59.85,"1,510.21",33.51,"1,223.30"
15-05-2015,"19,350.00","1,220.90",2.88,59.67,"1,496.98",33.45,"1,221.76"
14-05-2015,"19,250.00","1,215.00",2.96,60.1,"1,496.20",33.49,"1,215.71"
13-05-2015,"19,000.00","1,192.50",2.98,61.23,"1,490.93",33.72,"1,193.45"
12-05-2015,"18,950.00","1,182.50",2.86,59.27,"1,499.28",33.73,"1,183.80"
11-05-2015,"18,900.00","1,189.00",2.9,59.43,"1,517.05",33.53,"1,188.95"
08-05-2015,"18,800.00","1,183.70",2.88,59.02,"1,502.29",33.51,"1,184.66"
07-05-2015,"18,750.00","1,191.30",2.68,60.69,"1,514.84",33.26,"1,191.80"
06-05-2015,"18,850.00","1,192.50",2.55,60.72,"1,529.56",33.34,"1,193.19"
30-04-2015,"18,750.00","1,204.50",2.55,58.55,"1,520.55",32.82,"1,205.18"
29-04-2015,"18,700.00","1,211.40",2.55,56.93,"1,521.55",32.63,"1,212.10"
28-04-2015,"18,550.00","1,201.60",2.62,56.65,"1,549.20",32.59,"1,202.75"
27-04-2015,"18,300.00","1,179.30",2.52,57.3,"1,559.20",32.57,"1,179.76"
24-04-2015,"18,350.00","1,193.00",2.53,57.53,"1,549.68",32.43,"1,194.16"
23-04-2015,"18,250.00","1,186.90",2.62,56.28,"1,556.61",32.38,"1,187.56"
22-04-2015,"18,450.00","1,202.20",2.59,56.34,"1,571.15",32.37,"1,202.75"
21-04-2015,"18,400.00","1,195.80",2.66,56.41,"1,566.35",32.4,"1,196.81"
20-04-2015,"18,500.00","1,204.40",2.73,56.16,"1,565.67",32.28,"1,204.90"
17-04-2015,"18,450.00","1,198.60",2.65,56.56,"1,572.88",32.39,"1,198.60"
16-04-2015,"18,550.00","1,201.80",2.74,55.92,"1,560.86",32.43,"1,202.45"
10-04-2015,"18,450.00","1,193.80",2.675,50.73,"1,547.92",32.54,"1,194.30"
09-04-2015,"18,500.00","1,202.60",2.66,51,"1,545.86",32.55,"1,203.07"
08-04-2015,"18,650.00","1,208.70",2.74,53.18,"1,553.11",32.54,"1,208.85"
07-04-2015,"18,700.00","1,214.70",2.73,51.95,"1,545.21",32.42,"1,214.69"
02-04-2015,"18,500.00","1,204.30",2.73,49.59,"1,530.84",32.48,"1,204.95"
01-04-2015,"18,350.00","1,183.20",2.69,47.55,"1,506.35",32.53,"1,183.35"
31-03-2015,"18,350.00","1,185.50",2.77,48.73,"1,502.25",32.59,"1,185.40"
30-03-2015,"18,500.00","1,198.60",2.78,48.57,"1,501.08",32.5,"1,198.85"
27-03-2015,"18,550.00","1,203.80",2.72,51.01,"1,494.22",32.54,"1,204.25"
26-03-2015,"18,500.00","1,195.40",2.75,49.02,"1,506.08",32.53,"1,195.55"
25-03-2015,"18,350.00","1,192.50",2.75,47.72,"1,514.04",32.49,"1,192.90"
24-03-2015,"18,300.00","1,188.50",2.81,47.46,"1,518.47",32.52,"1,189.35"
23-03-2015,"18,300.00","1,183.20",2.74,46.41,"1,535.86",32.57,"1,185.96"
20-03-2015,"18,200.00","1,170.40",2.83,43.99,"1,533.91",32.72,"1,170.70"
19-03-2015,"18,200.00","1,166.10",2.82,44.6,"1,543.63",32.69,"1,167.25"
18-03-2015,"18,000.00","1,148.10",2.74,42.51,"1,513.99",32.92,"1,149.25"
17-03-2015,"18,050.00","1,153.70",2.83,43.84,"1,525.50",32.91,"1,154.55"
16-03-2015,"18,100.00","1,157.90",2.83,44.81,"1,534.47",32.96,"1,158.50"
13-03-2015,"18,050.00","1,152.60",2.69,46.93,"1,547.68",32.82,"1,153.90"
12-03-2015,"18,000.00","1,153.70",2.77,48.44,"1,543.06",32.85,"1,154.60"
11-03-2015,"18,050.00","1,161.10",2.82,48.77,"1,524.38",32.71,"1,162.15"
10-03-2015,"18,100.00","1,165.60",2.73,50.08,"1,560.94",32.59,"1,167.10"
09-03-2015,"18,100.00","1,169.60",2.65,49.6,"1,558.54",32.53,"1,168.65"
06-03-2015,"18,450.00","1,197.50",2.66,50.89,"1,553.05",32.43,"1,198.65"
05-03-2015,"18,500.00","1,200.20",2.68,51.62,"1,559.40",32.39,"1,199.75"
03-03-2015,"18,400.00","1,206.10",2.63,49.8,"1,580.36",32.33,"1,207.19"
02-03-2015,"18,750.00","1,213.80",2.71,49.45,"1,588.14",32.39,"1,213.80"
27-02-2015,"18,600.00","1,208.80",2.9,48.97,"1,590.93",32.37,"1,209.45"
26-02-2015,"18,650.00","1,203.90",2.93,51,"1,590.29",32.52,"1,205.16"
25-02-2015,"18,650.00","1,200.80",2.97,49.16,"1,602.16",32.54,"1,199.55"
24-02-2015,"18,600.00","1,201.90",2.97,49.42,"1,597.00",32.55,"1,201.71"
23-02-2015,"18,600.00","1,203.50",2.97,50.75,"1,608.53",32.57,"1,201.89"
20-02-2015,"18,700.00","1,208.00",2.99,51.24,"1,604.56",32.54,"1,207.41"
19-02-2015,"18,800.00","1,212.50",2.98,50.55,"1,603.22",32.55,"1,212.70"
18-02-2015,"18,700.00","1,209.30",2.96,53.24,"1,590.71",32.57,"1,209.41"
16-02-2015,"19,050.00","1,227.50",2.93,54.04,"1,616.89",32.59,"1,228.58"
13-02-2015,"19,000.00","1,223.00",2.9,51.35,"1,616.79",32.61,"1,222.38"
12-02-2015,"18,950.00","1,218.30",2.82,49.42,"1,606.06",32.63,"1,218.73"
11-02-2015,"19,150.00","1,234.10",2.79,50.98,"1,599.42",32.62,"1,233.75"
10-02-2015,"19,200.00","1,238.30",2.79,52.43,"1,600.57",32.58,"1,239.55"
09-02-2015,"19,200.00","1,235.90",2.78,52.01,"1,609.78",32.63,"1,235.18"
06-02-2015,"19,550.00","1,266.40",2.76,50.86,"1,614.47",32.6,"1,264.82"
05-02-2015,"19,650.00","1,270.40",2.77,48.67,"1,595.06",32.63,"1,269.90"
04-02-2015,"19,500.00","1,261.50",2.74,51.67,"1,616.41",32.6,"1,260.25"
03-02-2015,"19,650.00","1,275.60",2.74,49.79,"1,592.08",32.56,"1,275.40"
02-02-2015,"19,850.00","1,283.00",2.77,47.59,"1,577.65",32.73,"1,281.81"
30-01-2015,"19,500.00","1,259.00",2.74,44.63,"1,591.54",32.78,"1,257.61"
29-01-2015,"19,700.00","1,284.00",2.79,44.43,"1,591.94",32.55,"1,285.35"
28-01-2015,"19,850.00","1,292.00",2.72,45.83,"1,594.50",32.49,"1,292.35"
27-01-2015,"19,650.00","1,280.70",2.73,45.13,"1,589.44",32.55,"1,281.08"
26-01-2015,"19,900.00","1,292.80",2.76,45.2,"1,602.13",32.5,"1,293.68"
23-01-2015,"19,950.00","1,301.50",2.79,46.63,"1,570.81",32.59,"1,301.38"
22-01-2015,"19,850.00","1,293.70",2.81,47.35,"1,546.76",32.56,"1,293.20"
21-01-2015,"19,950.00","1,295.30",2.82,46.69,"1,538.31",32.69,"1,293.64"
19-01-2015,"19,600.00","1,280.70",2.67,48.84,"1,528.03",32.56,"1,279.67"
16-01-2015,"19,400.00","1,263.50",2.69,46.35,"1,515.71",32.76,"1,262.05"
15-01-2015,"19,000.00","1,229.70",2.68,48.6,"1,528.83",32.75,"1,229.95"
14-01-2015,"19,050.00","1,231.20",2.69,46.16,"1,539.58",32.8,"1,230.76"
13-01-2015,"19,100.00","1,233.10",2.72,45.69,"1,520.71",32.86,"1,233.62"
12-01-2015,"18,950.00","1,223.00",2.74,48.19,"1,527.42",32.85,"1,223.00"
09-01-2015,"18,750.00","1,208.90",2.75,48.92,"1,529.50",32.87,"1,209.65"
08-01-2015,"18,800.00","1,211.00",2.75,48.78,"1,514.90",32.87,"1,210.51"
07-01-2015,"18,850.00","1,219.00",2.72,48,"1,478.84",32.85,"1,219.55"
06-01-2015,"18,700.00","1,204.00",2.73,50,"1,467.97",32.95,"1,204.85"
05-01-2015,"18,550.00","1,187.80",2.91,52.61,"1,499.70",32.96,"1,189.34"
30-12-2014,"18,550.00","1,182.90",3.02,53.72,"1,496.89",32.94,"1,183.37"
29-12-2014,"18,650.00","1,194.90",3.05,55.05,"1,515.49",32.91,"1,195.71"
26-12-2014,"18,450.00","1,175.20",3.06,55.86,"1,503.49",32.79,"1,173.45"
24-12-2014,"18,400.00","1,176.80",3.07,56.8,"1,536.24",32.91,"1,175.70"
23-12-2014,"18,400.00","1,176.10",3.09,55.39,"1,535.22",32.88,"1,175.03"
22-12-2014,"18,650.00","1,196.00",3.07,57.75,"1,522.49",32.87,"1,195.33"
19-12-2014,"18,700.00","1,198.00",3.06,55.5,"1,527.08",32.87,"1,198.55"
18-12-2014,"18,650.00","1,189.40",3.13,55.83,"1,504.72",32.9,"1,188.70"
17-12-2014,"18,750.00","1,195.30",3.07,55.5,"1,464.64",32.97,"1,196.69"
16-12-2014,"18,750.00","1,195.40",3.01,55.4,"1,442.82",32.96,"1,192.59"
15-12-2014,"18,950.00","1,222.00",2.97,57.07,"1,490.44",32.8,"1,222.25"
12-12-2014,"19,050.00","1,227.90",2.99,59.17,"1,523.53",32.8,"1,227.99"
11-12-2014,"19,100.00","1,226.20",3.02,61.12,"1,546.18",32.77,"1,226.75"
09-12-2014,"18,800.00","1,203.80",3.06,63.01,"1,573.89",32.98,"1,203.64"
08-12-2014,"18,700.00","1,191.20",3.04,65.46,"1,600.99",33.01,"1,193.09"
04-12-2014,"18,800.00","1,209.30",3.06,67.4,"1,597.03",32.85,"1,209.70"
03-12-2014,"18,700.00","1,197.60",3.05,67.6,"1,597.33",32.84,"1,199.01"
02-12-2014,"18,750.00","1,212.60",3.04,69.24,"1,596.71",32.76,"1,210.74"
01-12-2014,"18,000.00","1,159.40",3.08,66,"1,590.89",32.92,"1,167.06"
27-11-2014,"18,500.00","1,197.80",3.12,73.54,"1,593.41",32.73,"1,198.20"
26-11-2014,"18,550.00","1,201.60",3.12,73.87,"1,596.29",32.77,"1,200.96"
25-11-2014,"18,550.00","1,197.70",3.1,75.51,"1,591.23",32.8,"1,197.55"
24-11-2014,"18,550.00","1,199.90",3.12,76.62,"1,587.35",32.74,"1,201.53"
21-11-2014,"18,450.00","1,194.00",3.09,76.29,"1,568.56",32.78,"1,193.78"
20-11-2014,"18,300.00","1,183.10",3.1,74.25,"1,579.51",32.83,"1,183.36"
19-11-2014,"18,450.00","1,196.50",3.09,74.23,"1,585.14",32.74,"1,197.57"
18-11-2014,"18,300.00","1,185.60",3.09,75.49,"1,571.81",32.79,"1,186.42"
17-11-2014,"18,350.00","1,185.50",3.14,75.93,"1,576.41",32.83,"1,188.75"
14-11-2014,"18,000.00","1,161.80",3.12,74.36,"1,580.41",32.76,"1,162.09"
13-11-2014,"18,000.00","1,161.10",3.11,76.95,"1,561.89",32.82,"1,160.84"
12-11-2014,"18,050.00","1,163.00",3.15,77.5,"1,572.45",32.82,"1,164.67"
11-11-2014,"17,900.00","1,151.50",3.17,77.18,"1,569.00",32.8,"1,150.65"
10-11-2014,"18,150.00","1,176.80",3.22,78.5,"1,581.77",32.72,"1,179.41"
07-11-2014,"17,750.00","1,141.20",3.23,77.86,"1,585.10",32.85,"1,141.20"
06-11-2014,"17,750.00","1,140.80",3.18,78.87,"1,581.32",32.76,"1,141.45"
05-11-2014,"18,000.00","1,168.40",3.22,77.36,"1,585.84",32.65,"1,168.19"
04-11-2014,"18,000.00","1,164.60",3.26,78.22,"1,583.55",32.67,"1,165.55"
03-11-2014,"18,000.00","1,171.10",3.36,80.59,"1,591.02",32.56,"1,173.76"
31-10-2014,"18,400.00","1,199.50",3.4,81.04,"1,570.97",32.55,"1,198.91"
30-10-2014,"18,650.00","1,211.20",3.4,81.93,"1,565.86",32.51,"1,211.50"
29-10-2014,"18,850.00","1,227.80",3.39,81.55,"1,564.51",32.41,"1,228.21"
28-10-2014,"18,850.00","1,225.80",3.36,80.64,"1,549.06",32.41,"1,225.76"
27-10-2014,"18,800.00","1,230.60",3.32,81.27,"1,542.69",32.36,"1,231.50"
24-10-2014,"18,850.00","1,233.50",3.32,81.95,"1,537.99",32.35,"1,232.59"
22-10-2014,"19,000.00","1,248.90",3.31,82.55,"1,534.03",32.25,"1,249.57"
21-10-2014,"18,950.00","1,246.80",3.34,82.76,"1,529.73",32.25,"1,246.99"
20-10-2014,"18,900.00","1,239.10",3.35,83.13,"1,541.10",32.38,"1,238.54"
17-10-2014,"18,950.00","1,239.50",3.31,83.18,"1,529.36",32.39,"1,239.69"
16-10-2014,"19,000.00","1,242.20",3.3,81.06,"1,540.90",32.41,"1,241.67"
15-10-2014,"18,850.00","1,233.30",3.16,82.32,"1,550.69",32.47,"1,233.65"
14-10-2014,"18,850.00","1,237.30",3.18,84.98,"1,544.65",32.4,"1,237.08"
13-10-2014,"18,850.00","1,224.80",3.24,85.2,"1,544.66",32.41,"1,223.54"
10-10-2014,"18,700.00","1,224.00",3.24,84.39,"1,545.77",32.41,"1,224.49"
09-10-2014,"18,750.00","1,221.10",3.29,87.73,"1,553.65",32.53,"1,221.84"
08-10-2014,"18,700.00","1,209.80",3.3,88.43,"1,529.18",32.55,"1,209.39"
07-10-2014,"18,550.00","1,207.80",3.35,90.45,"1,544.87",32.57,"1,207.15"
06-10-2014,"18,300.00","1,192.00",3.39,89.77,"1,572.31",32.61,"1,191.79"
03-10-2014,"18,600.00","1,213.90",3.34,91.38,"1,568.18",32.43,"1,213.84"
02-10-2014,"18,600.00","1,213.40",3.31,90.74,"1,582.21",32.42,"1,213.34"
01-10-2014,"18,500.00","1,209.40",3.36,91.36,"1,590.13",32.42,"1,209.00"
30-09-2014,"18,700.00","1,215.70",3.38,94.34,"1,586.18",32.38,"1,216.24"
