Y,DJI,Set_One,GBP_THB,EURUSD,Oil,XAG,XAU_XAG,Rhodium,Copper,SP_FIVE,JPY_THB,BVN ,Set,NYSE,USD_THB,TenBond_THB
31800,32101.49,2135.42,42.03,1.0829,69.95,22.9831,86.4,"8,290.00",4.075,"3,939.21",0.2602,8.17,"1,582.26","14,693.00",33.99,3.2
31950,32570.19,2137.77,42.1,1.0856,69.48,22.3836,85.73,"8,290.00",4.1015,"3,959.21",0.261,8.04,"1,584.84","14,741.10",34.28,3.04
32000,32420.71,2106.02,41.84,1.0768,67.62,22.5138,86.6,"8,690.00",4.043,"4,002.04",0.2602,8.15,"1,564.32","14,986.00",34.43,2.87
31750,31872.33,2101.44,41.65,1.0721,66.62,22.59,87.78,"8,990.00",4.0015,"3,975.89",0.2591,8.27,"1,560.23","14,777.70",34.08,2.87
31650,32217.32,2107.81,41.72,1.0697,68.26,21.7152,88.3,"8,990.00",3.9555,"3,917.47",0.2573,8.11,"1,564.58","14,599.00",34.09,2.9
31800,31827.65,2083.16,41.8,1.0609,68.22,21.7878,88.35,"9,290.00",3.9085,"3,958.69",0.2582,8.3,"1,549.76","14,831.00",34.45,2.99
31600,31759.87,2075.73,42.05,1.0577,71.56,21.686,88.12,"9,290.00",3.8765,"3,878.93",0.2604,8.41,"1,544.19","14,662.50",34.64,3.1
31150,32055.29,2100.21,42.05,1.0733,74.7,21.8026,87.77,"9,290.00",3.8835,"3,876.74",0.2571,8.13,"1,564.96","14,944.70",34.58,3.39
31100,31819.93,2139.76,41.92,1.0731,76.6,20.6995,87.77,"9,290.00",4.005,"3,894.01",0.2594,8.16,"1,592.82","14,764.40",34.52,3.33
31000,32185.14,2152,41.77,1.0647,75.65,20.0721,90.87,"9,690.00",4.042,"3,835.12",0.2571,8.37,"1,605.62","14,894.20",34.76,3.36
31000,32872.08,2155.19,41.51,1.058,77.32,20.0814,91.17,"9,840.00",4.0075,"3,912.77",0.2566,8.05,"1,606.13","15,140.80",34.98,2.71
30550,33428.31,2169.94,41.47,1.0549,80.5,21.0429,90.25,"10,090.00",4.007,"3,987.55",0.2554,8.15,"1,613.29","15,439.00",35.1,2.75
30250,33076.33,2171.57,41.6,1.0681,77.89,20.899,87.73,"9,840.00",3.9675,"4,048.26",0.2536,8.01,"1,614.31","15,694.30",34.47,2.205
30050,32780.97,2173.46,41.76,1.0598,77.74,20.9992,87.76,"9,390.00",4.075,"3,998.02",0.2549,8.04,"1,618.97","15,524.50",34.82,2.205
30150,32656.37,2181.14,42.35,1.0668,76.85,20.9146,87.55,"9,390.00",4.0745,"3,938.68",0.2546,8.29,"1,627.18","15,436.30",34.71,2.09
30150,32873.47,2193.64,42.24,1.0576,75.76,20.6264,87.41,"10,190.00",4.1685,"3,963.34",0.2583,8.63,"1,633.81","15,429.00",35.23,2.15
30100,32906.16,2192.17,41.77,1.0605,76.42,20.7959,88.08,"10,690.00",4.0745,"3,977.19",0.2567,8.29,"1,633.16","15,492.90",35.01,2.15
30250,32999.19,2221.28,41.69,1.0541,75.6,21.3228,87.24,"11,140.00",4.01,"3,992.36",0.2564,7.745,"1,653.12","15,464.50",34.96,2.125
30000,33175.39,2227.35,41.73,1.0597,73.92,21.5054,85.51,"11,440.00",3.96,"3,973.24",0.2578,7.4,"1,657.78","15,584.90",34.69,2.18
29950,33169.33,2239.49,41.92,1.0603,76.11,21.8291,84.82,"11,540.00",4.0555,"4,018.60",0.2566,7.42,"1,665.60","15,530.80",34.62,2.2
29900,33699.69,2233.39,41.41,1.0648,76.53,21.7775,83.97,"11,540.00",4.179,"4,001.83",0.2565,7.3,"1,659.70","15,572.50",34.6,2.095
29850,33677.01,2227.16,41.19,1.0686,78.07,21.6002,84.48,"11,540.00",4.214,"4,052.35",0.2561,7.46,"1,654.87","15,840.20",34.39,2.09
30000,33992.09,2225.77,41.23,1.0674,78.54,21.6395,85.26,"12,090.00",4.126,"4,077.39",0.2565,7.7,"1,653.85","15,873.80",34.37,2.07
29950,34008.63,2218.23,41.25,1.069,78.83,21.8594,84.91,"12,090.00",4.1195,"4,114.75",0.256,7.45,"1,651.19","16,016.10",34.265,2.03
29800,34194.09,2238.32,41.03,1.0738,79.06,21.9719,84.83,"12,090.00",4.0245,"4,119.50",0.2549,7.24,"1,667.97","16,025.10",33.89,2
29700,33887.39,2225.02,40.65,1.0723,79.94,22.0032,84.29,"12,090.00",4.0875,"4,126.70",0.2554,7.24,"1,661.37","16,052.30",33.81,1.95
29750,33671.54,2232.94,40.72,1.0679,77.68,21.9781,85.01,"12,090.00",4.059,"4,096.62",0.2563,7.21,"1,665.85","15,910.70",33.71,1.95
29650,34132.9,2256.68,40.41,1.0738,77.49,22.1905,84.9,"12,040.00",4.0185,"4,068.92",0.2552,7.34,"1,683.53","15,828.60",33.59,1.99
29650,33874.44,2261.61,40.22,1.0726,73.23,22.3375,84.3,"12,040.00",4.0745,"4,153.47",0.2557,7.41,"1,686.01","16,021.60",33.535,1.88
29600,33926.3,2258.91,40.36,1.079,75.92,23.472,83.75,"12,040.00",4.07,"4,119.57",0.253,7.47,"1,684.33","15,999.40",33.44,1.99
29700,34129.3,2266.46,40.61,1.0909,76.79,23.9825,81.59,"11,990.00",4.0415,"4,136.69",0.2567,7.75,"1,689.16","16,122.60",33.01,1.99
29700,34039.6,2247.99,40.47,1.099,79.06,23.725,81.2,"11,990.00",4.091,"4,158.68",0.2546,7.64,"1,681.66","16,121.30",32.82,1.99
29900,33803.56,2258.6,40.49,1.085,77.91,23.5924,81.53,"11,990.00",4.1815,"4,020.85",0.2512,7.7,"1,683.56","15,818.90",32.78,1.9
30100,33909.21,2261.13,40.67,1.0875,80.04,23.5954,81.57,"12,140.00",4.1845,"4,049.27",0.2524,8.37,"1,674.41","15,962.60",32.83,1.92
29900,33952.93,2249.27,40.72,1.0892,81.22,23.9168,80.74,"12,240.00",4.23,"4,053.72",0.2525,8.03,"1,682.80","15,985.90",32.82,1.88
29800,33771.66,2260.74,40.63,1.0917,80.48,23.9039,81.3,"12,240.00",4.282,"4,036.08",0.2534,7.91,"1,686.13","15,889.30",32.77,2
29800,33538.36,2267.4,40.39,1.0881,80.26,23.6691,82.01,"12,240.00",4.2645,"3,982.71",0.2517,8.25,"1,689.90","15,868.20",32.8,2
29950,33444.72,2272.98,40.48,1.0872,81.62,23.4545,82.49,"12,240.00",4.2645,"4,001.74",0.2507,8.43,"1,681.33","15,880.10",32.73,1.99
30000,33439.56,2261.33,40.55,1.086,81.79,23.962,80.27,"12,240.00",4.259,"3,978.14",0.2526,8.48,"1,687.42","15,777.50",32.74,1.955
29950,33073.46,2271.25,40.75,1.0833,80.84,23.8323,80.92,"12,240.00",4.2795,"3,909.04",0.2562,8.29,"1,682.13","15,569.60",32.92,1.97
29850,33171.35,2262.71,40.77,1.079,79.43,23.4519,81.17,"12,240.00",4.245,"3,911.84",0.2566,8.28,"1,682.04","15,649.10",32.96,1.99
29800,33948.49,2263.88,40.56,1.079,81.34,23.9216,79.69,"12,240.00",4.2265,"4,002.25",0.2572,8.15,"1,686.09","15,883.60",33,1.96
29900,34222.32,2269.5,40.35,1.0822,80.34,24.4046,78.95,"12,190.00",4.2335,"3,999.28",0.2574,8.06,"1,691.52","15,918.40",33.04,1.95
29750,34075.31,2282.5,40.49,1.0854,78.58,23.7802,79.7,"12,190.00",4.2105,"3,960.60",0.2564,7.95,"1,688.34","15,859.50",33.2,1.9
29650,34047.86,2278.57,40.62,1.0757,77.9,23.4207,80.1,"12,190.00",4.173,"3,977.57",0.2529,8.11,"1,693.22","15,749.10",33.425,1.945
29700,33754.03,2287.29,40.67,1.0736,75.06,23.6105,79.5,"12,390.00",4.1755,"3,932.35",0.2533,8.32,"1,685.30","15,608.20",33.49,1.98
29700,33664.39,2279.03,40.88,1.0637,73.87,23.8613,77.87,"12,390.00",4.08,"3,910.82",0.256,8.2,"1,667.14","15,539.70",33.77,1.94
29600,33055.3,2251.26,40.55,1.0522,74.18,23.245,78.92,"12,240.00",3.9235,"3,823.37",0.2554,8.13,"1,675.70","15,225.40",34.05,2.04
29750,33191.72,2265.24,40.91,1.0663,73.51,23.76,75.92,"12,240.00",3.8255,"3,853.29",0.2637,8.22,"1,662.65","15,184.30",34.54,1.99
29750,33148.9,2268.25,41.62,1.0702,80.66,24.0642,76.11,"12,240.00",3.8355,"3,829.06",0.2647,8.03,"1,644.73","15,241.20",34.61,1.99
29600,33121.61,2268.24,41.78,1.0663,78.59,23.8923,76.03,"12,240.00",3.8192,"3,805.45",0.2603,7.64,"1,644.00","15,037.30",34.77,1.99
29600,33021.43,2243.07,41.82,1.0609,78.61,23.5289,76.71,"12,290.00",3.8135,"3,829.56",0.2589,7.54,"1,632.06","15,218.30",34.64,1.98
29650,33264.76,2238.33,41.64,1.0642,79.75,24.0464,75.43,"12,290.00",3.836,"3,843.34",0.2595,7.59,"1,611.92","15,188.50",34.685,2.06
29500,33224.23,2218.02,41.85,1.0638,80.97,23.8388,75.59,"12,290.00",3.849,"3,815.11",0.2615,7.61,"1,614.53","15,081.50",34.86,2.09
29550,32961.06,2190.12,41.99,1.0595,78.44,23.5522,76.06,"12,290.00",3.84,"3,853.26",0.2633,7.51,"1,611.26","15,219.50",34.71,2.03
29700,33233.35,2194.26,41.87,1.0607,78.47,23.9706,75.76,"12,290.00",3.7645,"3,839.49",0.2618,7.55,"1,619.72","15,000.60",34.68,1.99
29700,33028.09,2192,42.25,1.0625,76,24.1681,75.31,"12,290.00",3.818,"3,810.47",0.2627,7.52,"1,619.03","14,938.00",34.86,2
29500,32735.24,2203.16,42.35,1.0606,75.77,22.9669,77.76,"12,290.00",3.807,"3,853.79",0.2542,7.71,"1,615.55","15,018.20",34.87,1.97
29450,32921.45,2202.47,42.34,1.0591,75.54,23.2298,77.37,"12,390.00",3.761,"3,890.91",0.2551,7.43,"1,632.64","15,182.30",35.05,1.91
29450,33166.46,2194.2,42.69,1.0626,76.24,23.0729,77.03,"12,590.00",3.7695,"3,958.37",0.2543,7.36,"1,630.49","15,495.00",34.53,1.92
29500,33773,2216.73,42.9,1.0683,77.26,23.919,75.69,"12,790.00",3.776,"4,015.54",0.255,7.52,"1,629.83","15,562.50",34.61,1.895
29550,34086.07,2216.22,42.78,1.0633,75.19,23.7306,76.39,"13,140.00",3.8635,"4,069.38",0.2552,7.59,"1,621.97","15,468.70",34.87,1.9
29300,34268.44,2214.62,42.8,1.0534,73.42,23.3022,76.34,"13,290.00",3.8455,"3,954.17",0.2534,7.97,"1,632.20","15,399.90",34.72,1.88
29400,33746.71,2204.46,42.42,1.0559,72.07,23.0677,77.49,"13,290.00",3.808,"3,933.28",0.2542,8,"1,642.16","15,328.40",35.1,1.83
29350,33695.97,2207.28,42.66,1.0469,72.57,22.7274,79.85,"13,290.00",3.8815,"4,052.02",0.2563,8.22,"1,626.14","15,767.00",34.71,1.855
29400,33556.4,2214.55,42.61,1.0517,74.47,22.1921,77.42,"13,290.00",3.821,"4,087.14",0.2581,8.19,"1,619.23","15,780.00",35.14,1.83
29350,34533.59,2240.79,42.34,1.0407,80.56,22.1982,79.41,"13,290.00",3.853,"3,957.18",0.2554,8.17,"1,616.43","15,433.50",35.48,1.8
29350,33795.43,2218.78,42.39,1.0329,78.75,21.26,82.41,"13,290.00",3.782,"3,964.19",0.2555,8.31,"1,622.39","15,370.40",35.73,1.81
29450,33847.8,2205.56,42.73,1.034,76.54,20.9338,83.2,"13,290.00",3.644,"4,005.36",0.2578,8.13,"1,619.87","15,605.70",35.9,1.79
29650,34275.91,2200.71,43.15,1.0382,75.93,21.4048,82.28,"13,290.00",3.6015,"4,023.34",0.2573,7.7,"1,620.34","15,545.50",35.74,1.83
29650,34213.04,2214.62,43.31,1.0409,77.51,21.5063,81.64,"13,240.00",3.591,"4,000.30",0.2581,8.05,"1,613.43","15,481.80",36.13,1.84
29700,34091.57,2213.22,42.94,1.0304,81.08,21.0824,82.55,"13,240.00",3.6545,"3,965.51",0.2556,8.1,"1,615.58","15,278.30",36.27,1.66
29750,33810.05,2213.81,42.9,1.0243,80.22,20.844,83.33,"13,540.00",3.6225,"3,956.23",0.2552,8.2,"1,617.65","15,309.80",35.81,1.66
29700,33760.3,2200.3,42.61,1.0318,80.3,20.9534,83.44,"13,540.00",3.595,"3,966.39",0.2562,7.75,"1,628.74","15,314.40",35.83,1.695
29850,33606.59,2205.16,42.53,1.0362,82.09,20.9478,83.53,"13,540.00",3.65,"3,919.26",0.2563,7.87,"1,625.58","15,090.10",35.75,1.695
29900,33329.27,2208.44,42.62,1.0395,85.22,21.4785,82.62,"13,540.00",3.692,"3,976.82",0.2567,7.91,"1,630.46","15,381.00",35.56,1.68
29850,33554.93,2229.03,42.17,1.0349,86.89,21.5651,82.47,"13,140.00",3.757,"4,006.41",0.2558,7.82,"1,635.36","15,445.10",35.72,1.705
29850,33755.94,2229.33,41.97,1.0325,85.25,21.9856,80.68,"13,140.00",3.811,"3,977.97",0.2547,8.13,"1,614.01","15,320.40",35.97,1.73
29850,33662.05,2237.56,42.46,1.0366,89.02,21.7,81.66,"13,490.00",3.8325,"3,963.72",0.2566,8.14,"1,628.19","15,234.70",36.2,1.69
29800,33797.75,2243.56,42.41,1.0209,86.27,21.68,81.07,"13,490.00",3.9225,"3,859.89",0.2553,7.53,"1,632.19","14,587.80",36.85,1.65
29700,33263.91,2205.65,41.85,1.0008,85.85,21.04,81.08,"13,490.00",3.765,"3,817.02",0.2521,7.86,"1,628.13","14,808.60",37.37,1.65
29500,32934.56,2225.19,43.05,1.0022,91.87,20.81,80.65,"13,740.00",3.668,"3,780.71",0.2545,8.08,"1,621.87","14,702.80",37.42,1.61
29500,32454.1,2232.41,42.15,0.9911,91,20.49,81.5,"13,990.00",3.5975,"3,766.98",0.2518,7.43,"1,627.92","14,455.70",37.99,1.58
29250,32265.01,2225.97,42.43,0.975,87.9,19.47,83.78,"13,990.00",3.635,"3,733.25",0.2562,7.39,"1,614.23","14,497.80",37.78,1.595
29300,31985.05,2218.32,43.05,0.9819,89.35,19.23,85.33,"14,090.00",3.4135,"3,852.90",0.256,6.89,"1,614.66","14,790.70",37.73,1.62
29350,32576.28,2226.26,43.36,0.9875,88.62,19.625,83.89,"14,090.00",3.423,"3,901.79",0.2551,6.44,"1,603.44","14,747.00",38.06,1.635
29450,32862.79,2207.5,43.66,0.9882,86.43,19.1655,85.16,"14,090.00",3.448,"3,881.85",0.2559,7.06,"1,600.40","14,795.60",37.94,1.61
29500,32754.27,2207.01,44.03,0.9947,88.39,19.24,85.5,"14,090.00",3.362,"3,808.26",0.257,7.17,"1,602.62","14,569.90",37.82,1.585
29650,32204.31,2194.43,43.74,0.9965,88.67,19.605,84.98,"14,090.00",3.409,"3,834.69",0.2584,6.65,"1,598.29","14,531.70",37.8,1.56
29700,32062.14,2182.09,43.96,1.0079,88.26,19.59,85.06,"14,090.00",3.5125,"3,825.97",0.2581,6.68,"1,592.72","14,440.70",38.01,1.54
29700,31738.44,2181.12,43.6,0.9966,85.07,19.345,85.54,"14,090.00",3.518,"3,799.44",0.2564,6.97,"1,585.12","14,226.10",38.22,1.55
29700,31463.65,2173.39,43.07,0.9874,84.88,19.24,85.6,"14,090.00",3.391,"3,657.10",0.2565,6.94,"1,592.62","13,840.50",38.11,1.55
29500,30291.18,2162.92,42.91,0.9786,85.07,18.735,87.44,"13,790.00",3.416,"3,689.05",0.2545,6.62,"1,577.75","13,947.30",38.32,1.56
29550,30411.92,2142.39,42.98,0.9773,85.94,18.515,88.38,"13,690.00",3.386,"3,703.11",0.2555,6.503,"1,563.05","14,089.20",38.07,1.56
29700,30439.04,2151.24,43.11,0.9858,83.69,18.745,88.03,"13,990.00",3.3185,"3,746.26",0.2551,6.31,"1,567.37","13,923.20",38.09,1.56
29750,30697.52,2131.67,43.25,0.9838,85.7,18.7,88.46,"13,990.00",3.3495,"3,638.65",0.2555,6.4,"1,570.38","13,607.30",38.3,1.565
29750,30059.58,2113.96,42.8,0.9726,85.59,18.23,89.56,"13,990.00",3.3985,"3,595.86",0.257,6.59,"1,586.36","13,693.60",37.98,1.565
29950,29085.2,2113.47,41.99,0.97,91.14,19.62,85.08,"13,990.00",3.394,"3,647.51",0.2608,6.59,"1,586.58","13,798.30",37.56,1.58
30100,29419.09,2124.44,41.66,0.9736,93.48,20.18,84.31,"13,990.00",3.415,"3,771.97",0.2585,6.72,"1,586.51","14,262.00",37.47,1.51
30300,30206.13,2145.59,42.45,0.9879,88.08,20.69,83.11,"13,990.00",3.3615,"3,753.25",0.2589,6.76,"1,589.98","14,319.50",37.46,1.5
30350,30078.36,2144.76,43,0.9986,86.37,21.0574,82.1,"13,990.00",3.485,"3,609.78",0.2603,7.08,"1,607.84","13,472.20",37.85,1.56
29750,28855.25,2147.1,42.22,0.98,81.02,19.02,87.08,"13,990.00",3.478,"3,633.48",0.2613,6.98,"1,600.94","13,608.30",37.875,1.575
29700,29123.03,2151.86,42.1,0.9816,81.74,18.8221,88.04,"13,990.00",3.3765,"3,687.01",0.2622,6.86,"1,622.74","13,833.20",37.74,1.59
29650,29513.73,2182.59,41.06,0.9735,81.9,18.9052,87.95,"13,990.00",3.4135,"3,651.94",0.2627,6.76,"1,626.61","13,541.80",37.975,1.585
29250,29198.92,2176,40.76,0.9594,78.08,18.4013,88.6,"13,990.00",3.369,"3,686.44",0.2623,6.36,"1,646.02","13,580.40",37.92,1.605
29250,29419.88,2200.9,40.55,0.961,76.47,18.33,88.27,"13,990.00",3.2845,"3,682.72",0.2627,5.97,"1,631.01","13,797.00",37.53,1.61
29300,29536.84,2207.97,40.76,0.9679,79.23,18.89,87.49,"14,190.00",3.2865,"3,727.14",0.2615,5.97,"1,640.50","14,116.60",37.38,1.63
29450,29955.65,2234.43,42.05,0.9837,83.54,19.635,85.02,"14,190.00",3.3435,"3,782.36",0.2627,5.85,"1,640.62","14,236.60",37.15,1.63
29300,30204.52,2217.08,41.92,0.9837,83.07,19.586,85.64,"14,190.00",3.4555,"3,871.40",0.2578,5.92,"1,632.61","14,474.70",37.02,1.61
29200,30819.39,2230.23,42.14,0.9972,84.25,19.275,86.39,"14,190.00",3.431,"3,875.23",0.2575,6.21,"1,639.15","14,674.50",36.96,1.69
29200,30888.53,2231.81,42.24,1.0023,85.61,19.57,85.79,"14,390.00",3.49,"3,849.91",0.2576,6.26,"1,660.14","14,573.90",36.9,1.69
29150,30722.86,2223.81,42.04,1.0012,85.21,19.55,85.5,"14,690.00",3.522,"3,880.95",0.2541,6.35,"1,643.39","14,722.00",36.94,1.66
29100,30866.61,2236.06,42.37,1.0001,85.16,19.165,87.6,"14,990.00",3.538,"3,932.41",0.2579,6.12,"1,669.58","14,843.20",36.6,1.67
29400,31124.68,2259.68,42.24,0.998,88.91,19.62,86.41,"15,190.00",3.453,"3,940.73",0.2563,6.06,"1,661.39","14,820.80",36.66,1.475
29500,31141.02,2245.27,42.13,0.9969,87.94,19.34,87.98,"13,990.00",3.509,"4,037.12",0.2535,6.32,"1,646.64","15,352.20",36.33,1.62
29550,32006.5,2271.9,42.41,1.0123,88.09,19.82,86.93,"13,790.00",3.524,"4,083.67",0.2545,6.27,"1,645.75","15,190.80",36.34,1.62
29500,32159.49,2259.84,42.13,1.008,86.25,18.86,90.76,"14,090.00",3.6075,"4,022.94",0.2539,6.09,"1,626.62","14,961.80",36.49,1.62
29500,31876.22,2245.25,41.98,0.9995,82.8,18.64,92.1,"14,090.00",3.5565,"3,959.94",0.2532,6.5,"1,622.38","14,689.50",36.42,1.62
29550,31481.95,2249.41,42.01,1.0002,81.91,18.4558,93.04,"13,940.00",3.5485,"3,930.89",0.2534,6.18,"1,622.86","14,771.90",36.58,1.62
29600,31343.79,2234.52,42.14,0.9927,86.84,18.15,94.09,"13,940.00",3.444,"3,994.66",0.2602,5.87,"1,632.92","14,931.40",36.64,1.62
29550,31848.5,2228.9,42.45,0.995,86.56,17.81,95.14,"13,940.00",3.3955,"4,000.67",0.2621,5.78,"1,631.17","15,118.80",36.73,1.62
29750,31827.15,2238.89,42.48,0.9945,92.31,18.415,95.17,"13,940.00",3.3887,"4,041.25",0.2624,5.44,"1,622.43","15,178.20",36.47,1.62
29800,32163.84,2234.67,42.54,1.0014,96.9,18.7887,93.6,"13,940.00",3.4075,"4,034.58",0.2627,5.43,"1,646.18","15,595.20",36.32,1.62
29700,32188,2223.2,42.51,0.9996,92.96,18.8812,92.57,"14,240.00",3.559,"4,198.74",0.2619,5.32,"1,638.51","15,392.10",36.19,1.62
29750,33293.43,2255.33,42.43,0.9977,93.06,19.255,92.58,"14,240.00",3.61,"4,153.26",0.2627,5.42,"1,632.97","15,338.20",35.86,1.62
29750,33029.27,2245.5,42.62,0.9974,95.35,19.1267,91.44,"14,240.00",3.7015,"4,126.55",0.2624,5.66,"1,613.20","15,341.80",36.1,1.62
29800,32899.01,2232.16,42.69,0.9967,93.78,19.13,91.55,"14,340.00",3.6935,"4,133.09",0.2628,5.66,"1,623.72","15,588.30",36.05,1.635
29700,33033.52,2206.94,42.54,0.997,90.55,18.99,91.45,"14,640.00",3.6455,"4,195.08",0.2637,5.41,"1,635.35","15,763.90",36.12,1.62
29600,33586.59,2222.23,42.28,0.9944,89.65,19.04,91.5,"14,790.00",3.678,"4,266.31",0.2625,5.38,"1,638.74","15,734.10",35.74,1.665
29700,33904.69,2233.88,42.52,1.0041,90.39,19.565,91.87,"14,790.00",3.6615,"4,273.13",0.2606,5.28,"1,633.65","15,846.80",35.66,1.65
29650,33981.86,2239.16,42.74,1.0089,87.39,19.875,90.12,"14,790.00",3.672,"4,280.40",0.2626,5.67,"1,629.44","15,794.30",35.45,1.63
29700,34029.55,2232.75,42.82,1.018,87.1,20.142,89.03,"14,790.00",3.6535,"4,290.46",0.2628,5.62,"1,621.20","15,804.40",35.42,1.68
29850,33924.35,2234.48,42.82,1.017,87.93,20.28,88.19,"14,790.00",3.5815,"4,269.37",0.2634,5.95,"1,624.75","15,602.90",35.51,1.7
30000,33710.7,2226.16,42.88,1.0162,91.94,20.795,87.83,"14,890.00",3.6355,"4,225.02",0.267,5.82,"1,608.96","15,552.70",35.3,1.68
29850,33451.51,2230.2,43.24,1.0263,91.55,20.593,86.62,"14,890.00",3.6195,"4,227.40",0.2651,5.82,"1,602.81","15,305.80",35.19,1.665
29900,32807.36,2210.98,43.07,1.0316,90.69,20.6741,88.23,"14,640.00",3.679,"4,133.11",0.2645,5.98,"1,599.96","15,273.20",35.36,1.68
30000,32877.36,2192.98,43.18,1.0299,88.46,19.9,87.01,"14,640.00",3.7,"4,155.93",0.2659,5.92,"1,590.52","15,267.20",35.615,1.67
30200,32805.69,2194.6,43.99,1.0198,90.95,20.063,86.42,"14,840.00",3.6545,"4,154.85",0.2635,6.01,"1,588.76","15,162.70",35.74,1.67
30150,32514.21,2185.17,44.09,1.0179,93.83,19.979,89.49,"15,390.00",3.611,"4,107.96",0.2649,5.74,"1,557.11","15,286.00",36.24,1.71
30250,32691.29,2180.75,44.24,1.0162,93.75,20.3645,88.24,"15,390.00",3.56,"4,104.21",0.2704,5.66,"1,563.16","14,793.50",36.22,1.74
29800,31865.05,2151.06,44.17,1.0166,95.6,18.6265,88.41,"15,240.00",3.492,"3,951.43",0.2717,5.71,"1,553.70","14,899.10",36.15,1.75
29850,31950.04,2160.21,44.2,1.0261,96.33,18.439,87.25,"14,890.00",3.489,"3,953.22",0.2745,5.39,"1,551.20","14,790.80",36.73,1.77
29850,31950.93,2147.32,43.99,1.0116,95.1,18.6,92.01,"14,640.00",3.5475,"3,965.72",0.2682,6.1,"1,538.40","14,871.10",36.69,1.76
29800,32167.92,2143.15,44.09,1.022,96.51,18.864,93.38,"13,990.00",3.404,"3,998.43",0.2689,6.03,"1,542.59","14,778.50",36.68,1.74
29450,31826.49,2125.34,43.92,1.0212,99.91,18.6785,93.04,"13,890.00",3.388,"3,955.47",0.269,6.14,"1,540.42","14,766.60",36.78,1.72
29600,31829.99,2133.94,43.92,1.023,103.6,18.774,91.28,"13,890.00",3.348,"3,935.32",0.2683,6.15,"1,539.13","14,403.20",36.69,1.735
29650,31165.91,2131.2,43.83,1.0178,102,18.697,90.81,"13,890.00",3.318,"3,860.73",0.2654,5.97,"1,538.76","14,449.70",36.61,1.75
29600,31475.98,2132.84,43.51,1.0228,97.27,18.71,91.09,"13,890.00",3.327,"3,883.79",0.2647,6.09,"1,543.40","14,171.20",36.65,1.76
29650,30775.37,2130.74,43.25,1.0143,96.39,18.4056,91.2,"13,640.00",3.351,"3,818.00",0.2654,6.06,"1,553.83","14,340.30",36.65,1.74
29650,30451.8,2137.27,43.05,1.0085,96.57,19.2145,91.24,"13,490.00",3.318,"3,763.99",0.2645,6.08,"1,556.01","14,502.40",36.58,1.69
29750,31113.31,2153.71,43.1,1.0018,103.46,19.1076,92.75,"13,990.00",3.259,"3,851.95",0.263,5.94,"1,545.33","14,642.30",36.21,1.67
29700,31277.98,2153.28,43.15,1.0061,104.79,19.3115,90.5,"13,990.00",3.2375,"3,880.94",0.2633,5.88,"1,539.65","14,465.30",36.25,1.67
29850,31190.65,2139.58,43.22,1.004,98.22,19.2055,90.73,"13,990.00",3.317,"3,858.85",0.2636,6.03,"1,575.03","14,499.50",35.86,1.7
30150,30957.3,2132.35,42.98,1.0173,100.36,19.2176,90.1,"13,990.00",3.4185,"3,831.98",0.2635,6.08,"1,571.19","14,487.60",36.21,1.69
30200,30737.77,2164.11,43,1.0181,106.01,20.2724,90.73,"13,990.00",3.456,"3,781.00",0.2662,6.18,"1,587.82","14,599.60",35.94,1.695
30300,30790,2187.7,42.72,1.0268,109.7,20.733,91.97,"13,990.00",3.41,"3,785.99",0.2653,6.42,"1,588.03","14,667.30",35.59,1.69
30150,31067.41,2188.17,42.86,1.0424,111.86,20.8,91.03,"13,890.00",3.453,"3,825.09",0.2632,6.51,"1,580.68","14,835.30",35.31,1.68
30400,31549.05,2178.03,43.4,1.0481,110.18,21.173,89.14,"13,590.00",3.6117,"3,913.00",0.26,6.47,"1,577.89","14,811.50",35.2,1.65
30650,31533.6,2173.42,43.5,1.0441,107.22,21.25,87.66,"13,440.00",3.7045,"3,920.76",0.2574,6.76,"1,567.14","14,402.10",35.18,1.65
30650,30846.94,2159.36,43.51,1.0518,103.99,20.96,87.33,"13,440.00",3.785,"3,821.75",0.2585,7.03,"1,564.21","14,352.80",35.37,1.7
30650,30570.33,2156.44,43.43,1.0585,104.42,21.414,86.14,"13,440.00",3.752,"3,774.71",0.2612,7.13,"1,571.35","14,414.30",35.5,1.71
30600,30352.57,2163.81,43.37,1.0555,109.54,21.6901,86.55,"13,440.00",3.8495,"3,733.89",0.262,7.14,"1,568.63","14,097.00",35.5,1.72
30700,30074.69,2165.93,43.32,1.0526,110.58,21.588,86.84,"13,440.00",3.8015,"3,715.31",0.2634,6.8,"1,553.07","14,142.20",35.39,1.66
30600,29912.7,2140.64,43.27,1.0567,117.08,21.949,85.84,"13,790.00",3.7815,"3,665.90",0.2599,7.32,"1,604.73","14,595.20",35.33,1.68
30200,30305.74,2211.74,42.37,1.0527,115.98,21.6785,84.7,"13,790.00",3.904,"3,728.18",0.2592,7.45,"1,605.54","14,444.60",35.34,1.73
30100,30570.5,2208.75,42.02,1.051,119.07,21.055,85.13,"14,340.00",3.9925,"3,764.05",0.2614,7.31,"1,597.17","14,527.90",35.03,1.72
30150,30592.34,2198.54,42.34,1.0548,121.09,21.0776,84.65,"14,640.00",4.0315,"3,763.52",0.2641,7.52,"1,611.84","15,096.70",34.81,1.74
30550,31144.91,2216.1,42.81,1.0442,120.19,21.93,84.45,"14,990.00",4.1285,"3,838.15",0.2596,7.51,"1,637.36","15,472.50",35.02,1.73
