Y,Copper,Rhodium,SP,US_Five,US_Ten,DJI,Set,GBP_THB,JPY_THB,USD_THB,BVN ,EUR_USD,XAG_USD,THB_Five,THB_Ten,NYSE,SET,Oil
31900,3.7,8490,4166.79,3.49,3.38,34116.81,2109.74,42.76,0.24,33.87,7.21,1.1006,25.5243,1,2.77,15545.9,1563.91,71.42
32000,3.85,8840,4129.63,3.42,3.44,33797.43,2133.12,42.84,0.25,33.9,7.29,1.1033,25.6755,0.97,2.77,15431.6,1579.98,72.77
32050,3.9,8840,4075.29,3.33,3.52,33381.66,2143.89,42.47,0.25,33.79,7.34,1.1012,26.0173,1,2.7,15228.6,1588.9,73.58
32100,3.92,8640,4087.78,3.41,3.52,33596.34,2162.93,42.62,0.25,33.93,7.56,1.106,25.5392,1.01,2.88,15363.5,1600.16,72.84
32000,3.89,8390,4126.43,3.47,3.45,33828.34,2152.44,42.49,0.25,34.12,7.51,1.0999,25.3852,0.99,2.86,15606.7,1593.09,71.35
31850,3.86,7990,4132.07,3.63,3.39,33805.04,2161.75,42.78,0.25,34.23,7.51,1.0973,24.9602,1,2.88,15578.9,1597.59,68.7
31850,3.86,7890,4132.14,3.52,3.4,33793.6,2159.37,42.89,0.25,34.13,7.77,1.1035,25.1623,1.02,2.9,15582.9,1595.77,68.16
32000,3.87,7890,4130.48,3.59,3.43,33740.6,2129.02,42.64,0.25,34.15,7.87,1.1028,24.8654,1.05,2.97,15653.6,1577.39,71.56
32050,3.94,7890,4139.33,3.48,3.57,33889.83,2121.68,42.57,0.25,34.15,7.75,1.1042,24.8839,1.07,2.97,15685,1573.36,75.76
32050,3.9,7890,4164.26,3.48,3.45,33965.16,2152.02,42.7,0.25,34.4,7.93,1.0972,24.9555,1.04,3.05,15668.3,1593.92,76.66
32100,3.89,7890,4137.17,3.55,3.52,33930.46,2163.55,42.88,0.25,34.36,8.24,1.1046,25.1165,0.88,3.05,15601.8,1601.89,74.91
32100,3.86,7490,4140.11,3.66,3.44,33981.71,2180.38,42.75,0.25,34.39,8.22,1.0991,25.0671,0.83,3.2,15630.9,1610.84,74.38
32200,3.87,7490,4100.04,3.63,3.42,33668.97,2171.44,42.7,0.25,34.33,8.29,1.097,25.2416,0.83,3.04,15500.9,1607,77.08
32150,3.97,7490,4121.72,3.7,3.48,33764.21,2175.98,42.87,0.25,34.44,8.37,1.0956,25.2446,0.8,2.87,15520.9,1611.64,78.74
32050,3.99,7790,4110.29,3.69,3.57,33586.75,2175.14,42.62,0.25,34.28,8.19,1.0972,25.2066,0.81,2.87,15427.2,1611.75,77.97
32100,4.03,7990,4085.2,3.69,3.53,33425.25,2161.11,42.69,0.25,34.5,8.08,1.0924,25.07,0.79,2.9,15379.1,1600.82,77.13
32250,4.08,7890,4081.15,3.63,3.59,33420.96,2154.15,42.51,0.25,34.29,8.37,1.099,25.3093,0.81,2.99,15368.3,1595.12,78.87
32150,4.09,7340,4094.5,3.5,3.59,33394.6,2157.33,42.56,0.25,34,8.46,1.1043,25.8036,0.78,3.1,15374.1,1596.94,80.92
32050,4.08,7290,4128.03,3.45,3.6,33594.79,2135.42,42.62,0.25,34.13,8.29,1.0992,25.4902,0.78,3.39,15487.8,1582.26,81
31850,4.11,7290,4102.2,3.53,3.53,33245.78,2137.77,42.59,0.25,34.28,8.21,1.0913,25.1232,0.76,3.33,15374.9,1584.84,82.48
32000,4.13,7890,4056.18,3.52,3.45,32901.96,2106.02,42.56,0.25,34.38,8.14,1.0863,24.9144,0.77,3.36,15200.6,1564.32,82.4
32000,4.07,8190,4046.74,3.46,3.39,32807.43,2101.44,42.44,0.25,34.16,8.2,1.0901,24.9035,0.76,3.31,15124,1560.23,83.22
31900,4.03,8340,3999.53,3.38,3.43,32566.54,2107.81,42.42,0.25,34.09,8.2,1.0923,24.9928,0.75,3.36,14949.3,1564.58,81.44
32100,3.99,8340,3974.13,3.36,3.42,32434.85,2083.16,42.27,0.25,33.94,8.17,1.0903,24.9909,0.78,2.71,14894.8,1549.76,79.88
32200,4.02,8340,3982.93,3.4,3.37,32276.72,2075.73,42.57,0.25,34.04,8.04,1.0953,23.985,0.77,2.75,14758.6,1544.19,80.5
32050,3.98,8290,3939.21,3.5,3.31,32038.22,2100.21,42.47,0.25,34.22,8.15,1.0901,24.13,0.67,2.205,14693,1564.96,80.37
32100,3.97,8290,3959.21,3.64,3.31,32101.49,2139.76,42.15,0.25,34.16,8.27,1.0847,23.8221,0.67,2.205,14741.1,1592.82,81.01
32100,4.05,8290,4002.04,3.68,3.35,32570.19,2152,42.28,0.25,34.13,8.11,1.0906,23.3029,0.71,2.1,14986,1605.62,80.44
31900,4.09,8690,3975.89,3.68,3.42,32420.71,2168.64,42.11,0.25,34.18,8.3,1.0844,23.2899,0.71,2.09,14777.7,1615.27,80.1
32050,4.11,8990,3917.47,3.67,3.52,31872.33,2155.19,42.29,0.25,34.26,8.41,1.0844,23.09,0.69,2.15,14599,1606.13,74.37
32150,4.08,8990,3958.69,3.59,3.55,32217.32,2169.94,42.29,0.25,34.43,8.13,1.0797,23.275,0.71,2.205,14831,1613.29,72.98
32250,4.08,9290,3878.93,3.44,3.57,31827.65,2171.57,41.79,0.25,34.22,8.16,1.0767,23.118,0.7,2.16,14662.5,1614.31,73.61
32200,4.1,9290,3876.74,3.43,3.57,31759.87,2173.46,41.82,0.25,33.99,8.37,1.0829,22.9831,0.655,2.15,14944.7,1618.97,72.86
32300,4.08,9290,3894.01,3.53,3.53,32055.29,2181.14,42.03,0.25,34.28,8.05,1.0856,22.3836,0.64,2.125,14764.4,1627.18,69.42
32250,4.1,9290,3835.12,3.74,3.4,31819.93,2193.64,42.1,0.25,34.43,8.15,1.0768,22.5138,0.64,2.18,14894.2,1633.81,69.51
32300,4.04,9690,3912.77,3.6,3.42,32185.14,2192.17,41.84,0.25,34.08,8.01,1.0721,22.59,0.58,2.2,15140.8,1633.16,69.95
32300,4,9690,3998.66,3.56,3.45,32876.83,2221.28,41.65,0.25,34.09,8.05,1.0697,21.7152,0.57,2.095,15440.6,1653.12,69.48
32250,3.96,9840,3987.55,3.73,3.61,32872.08,2227.35,41.72,0.25,34.45,8.04,1.0609,21.7878,0.57,2.09,15439,1657.78,67.62
32350,3.91,10090,4048.26,3.55,3.5,33428.31,2239.49,41.8,0.25,34.64,8.29,1.0577,21.686,0.585,2.07,15694.3,1665.6,66.62
32250,3.88,10090,4055.15,3.86,3.47,33425.32,2233.39,42.05,0.25,34.58,8.51,1.0733,21.8026,0.59,2.05,15721.1,1659.7,68.26
32550,3.88,9840,3998.02,3.7,3.57,33076.33,2229.21,42.05,0.25,34.52,8.63,1.0731,20.6995,0.57,2.03,15524.5,1654.9,68.22
32550,4.01,9390,3938.68,3.99,3.45,32780.97,2227.16,41.92,0.25,34.76,8.29,1.0647,20.0721,0.575,2,15436.3,1654.87,71.56
32350,4.04,9390,3963.34,4.17,3.7,32656.37,2225.77,41.77,0.25,34.98,7.745,1.058,20.0186,0.56,1.95,15429,1653.85,74.7
32050,4.01,10190,3977.19,4.34,3.56,32873.47,2218.23,41.54,0.26,35.05,7.4,1.0545,20.0814,0.545,1.95,15492.9,1651.19,76.6
32050,4.01,10690,3992.36,4.33,3.75,32906.16,2238.32,41.51,0.26,35.1,7.42,1.0549,21.0429,0.55,1.99,15464.5,1667.97,75.65
32100,4.03,11140,3973.24,4.26,3.9,32999.19,2225.02,41.47,0.26,34.47,7.3,1.0681,21.3078,0.56,1.88,15584.9,1661.37,76.5
32050,3.97,11440,4018.6,4.26,3.98,33175.39,2232.94,41.52,0.26,34.54,7.46,1.0619,20.899,0.57,1.99,15530.8,1665.85,77.32
32150,4.08,11540,4001.83,4.32,3.98,33169.33,2237.66,41.6,0.26,34.82,7.7,1.0598,20.9992,0.57,1.99,15572.5,1670.08,80.5
32350,4.07,11540,4052.35,4.26,3.97,33699.69,2256.68,41.76,0.26,34.71,7.45,1.0668,20.9146,0.57,1.99,15840.2,1683.53,79.92
32350,4.07,11540,4077.39,4.2,3.97,33677.01,2257.76,42.35,0.26,35.23,7.24,1.0576,20.6264,0.56,1.9,15873.8,1684.69,77.89
32300,4.17,11540,4114.75,4.18,4.07,33992.09,2261.61,42.24,0.26,35.01,7.24,1.0605,20.7959,0.56,1.92,16016.1,1686.01,77.74
32300,4.07,12090,4119.5,4.2,3.99,34008.63,2258.91,41.77,0.26,34.96,7.21,1.0541,21.3228,0.6,1.88,16025.1,1684.33,76.85
32450,4.01,12090,4126.7,4.11,3.94,34194.09,2266.46,41.69,0.26,34.69,7.34,1.0597,21.5054,0.6,2,16052.3,1689.16,75.76
32350,3.96,12090,4096.62,4.13,3.92,33887.39,2247.99,41.73,0.26,34.62,7.41,1.0603,21.8291,0.58,2,15910.7,1676.67,76.42
32500,4.06,12090,4068.92,4.18,3.93,33671.54,2258.6,41.92,0.26,34.6,7.47,1.0648,21.7775,0.65,1.99,15828.6,1681.66,75.6
32500,4.18,12090,4144.25,4.07,3.89,34105.61,2261.13,41.41,0.26,34.39,7.71,1.0686,21.67,0.65,1.955,15934.7,1683.56,73.92
32500,4.21,12040,4153.47,4.07,3.92,34132.9,2249.27,41.54,0.26,34.46,7.75,1.0688,21.6002,0.665,1.97,16021.6,1674.41,76.11
32450,4.13,12040,4105.35,4.08,3.96,33769.78,2260.74,41.19,0.26,34.37,7.6,1.0674,21.6395,0.68,1.99,15895.4,1682.8,76.53
32750,4.12,12040,4119.57,4.05,3.85,33874.44,2267.4,41.23,0.26,34.27,7.64,1.069,21.8594,0.69,1.96,15999.4,1686.13,76.69
32450,4.13,12040,4136.69,4,3.85,33926.3,2272.98,41.25,0.26,33.89,7.7,1.0738,21.9719,0.69,1.95,16122.6,1689.9,76.69
32500,4.12,12040,4158.68,3.92,3.86,34129.3,2261.33,41.03,0.26,33.81,8.37,1.0723,22.0032,0.69,1.895,16121.3,1681.33,78.07
32350,4.02,11990,4070.07,3.92,3.82,34039.6,2271.25,40.65,0.26,33.71,8.13,1.0679,21.9781,0.67,1.9,16036.4,1687.42,78.54
32300,4.09,11990,4020.85,3.87,3.75,33803.56,2262.71,40.72,0.26,33.59,8.03,1.0738,22.3113,0.66,1.945,15818.9,1682.13,78.83
32350,4.06,11990,4049.27,3.8,3.71,33909.21,2263.88,40.42,0.26,33.51,7.91,1.0711,22.1905,0.67,1.98,15962.6,1682.04,79.06
32300,4.02,11990,4053.72,3.83,3.74,33952.93,2269.5,40.41,0.26,33.54,8.25,1.0726,22.2661,0.67,1.94,15985.9,1686.09,79.94
32250,4.07,12140,4036.08,3.83,3.68,33771.66,2273.15,40.62,0.26,33.75,8.43,1.0727,22.3375,0.67,2.04,15889.3,1686.35,77.68
32350,4.05,12240,3982.71,3.7,3.6,33538.36,2282.5,40.22,0.26,33.44,8.48,1.079,23.472,0.67,1.99,15868.2,1691.52,78.45
32000,4.07,12240,4001.74,3.48,3.67,33444.72,2278.57,40.36,0.26,33.01,8.29,1.0909,23.9825,0.62,1.99,15880.1,1688.34,77.49
31750,4.04,12240,3978.14,3.51,3.64,33439.56,2287.29,40.61,0.26,32.82,8.28,1.099,23.725,0.63,1.99,15777.5,1693.22,74.57
31800,4.04,12240,3909.04,3.63,3.56,33073.46,2290.42,40.47,0.26,32.87,8.15,1.0864,23.5924,0.62,1.98,15569.6,1694.17,73.23
31850,4.09,12240,3911.84,3.67,3.39,33171.35,2279.03,40.49,0.26,32.78,8.06,1.085,23.5954,0.62,2.06,15649.1,1685.3,75.92
31700,4.18,12240,4002.25,3.62,3.42,33948.49,2251.26,40.67,0.26,32.83,7.95,1.0875,23.9168,0.62,2.09,15883.6,1667.14,76.79
31800,4.22,12240,3999.28,3.6,3.52,34222.32,2265.24,40.72,0.26,32.82,8.11,1.0892,23.9039,0.63,2.03,15918.4,1674.81,79.06
31800,4.18,12240,3960.6,3.53,3.55,34075.31,2274.54,40.63,0.26,32.77,8.32,1.0917,23.6691,0.63,1.99,15859.5,1680.07,77.91
31950,4.23,12240,3977.57,3.58,3.51,34047.86,2268.25,40.39,0.26,32.8,8.2,1.0881,23.4545,0.62,2,15749.1,1675.7,80.04
31950,4.28,12190,3932.35,3.62,3.51,33754.03,2268.24,40.48,0.26,32.73,8.13,1.0872,23.962,0.64,1.97,15608.2,1662.65,81.22
32000,4.26,12190,3888.57,3.57,3.44,33516.43,2243.07,40.55,0.26,32.74,8.17,1.086,23.8323,0.65,1.91,15514.4,1644.73,80.48
31750,4.26,12190,3910.82,3.49,3.45,33664.39,2238.33,40.75,0.26,32.92,8.22,1.0833,23.4519,0.65,1.92,15539.7,1644,80.26
31650,4.26,12290,3823.37,3.44,3.51,33055.3,2218.02,40.77,0.26,32.96,8.03,1.079,23.9216,0.65,1.895,15225.4,1632.06,81.62
31800,4.28,12390,3839.74,3.61,3.49,33191.72,2202.16,40.56,0.26,33,7.65,1.079,24.4046,0.66,1.9,15350.3,1620.69,81.79
31600,4.25,12390,3840.36,3.62,3.4,33165.14,2190.12,40.35,0.26,33.04,7.68,1.0822,24.3047,0.66,1.89,15154.5,1611.92,80.84
31650,4.23,12390,3853.29,3.62,3.38,33148.9,2194.26,40.14,0.26,32.88,7.64,1.0834,23.7802,0.65,1.88,15184.3,1614.53,79.43
31150,4.23,12240,3829.06,3.54,3.55,33121.61,2192,40.49,0.26,33.2,7.54,1.0854,23.4207,0.66,1.83,15241.2,1611.26,81.34
31100,4.21,12240,3805.45,3.67,3.53,33021.43,2203.16,40.62,0.26,33.43,7.59,1.0757,23.6105,0.67,1.855,15037.3,1619.72,80.34
31000,4.21,12240,3829.56,3.72,3.52,33264.76,2202.47,40.67,0.26,33.49,7.61,1.0736,23.6299,0.66,1.83,15218.3,1619.03,79.78
31000,4.22,12240,3843.34,3.67,3.45,33224.23,2194.2,40.75,0.26,33.44,7.51,1.0725,23.8613,0.67,1.8,15188.5,1615.55,80.17
30550,4.17,12240,3815.11,3.72,3.55,32961.06,2216.73,40.88,0.26,33.77,7.55,1.0637,23.245,0.71,1.81,15081.5,1632.64,78.58
30550,4.18,12290,3853.26,3.92,3.61,33233.35,2216.22,40.55,0.26,34.05,7.52,1.0522,23.76,0.68,1.79,15219.5,1630.49,77.9
30250,4.08,12290,3839.49,3.86,3.53,33028.09,2214.62,40.91,0.25,33.94,7.71,1.0604,24.005,0.66,1.83,15000.6,1629.83,75.06
30050,4.01,12290,3810.47,3.91,3.58,32735.24,2204.46,41.13,0.25,34.41,7.43,1.0552,24.0642,0.7,1.84,14938,1621.97,75.16
30050,3.92,12290,3853.79,3.96,3.73,32921.45,2207.28,41.62,0.25,34.54,7.36,1.0663,23.97,0.7,1.66,15018.2,1624.29,73.87
30150,3.83,12290,3890.91,4,3.7,33166.46,2214.55,41.88,0.25,34.59,7.52,1.0702,23.8923,0.7,1.66,15182.3,1632.2,74.18
30200,3.74,12290,3958.37,3.95,3.76,33773,2219.36,41.78,0.25,34.61,7.59,1.0663,23.5289,0.72,1.695,15495,1639.25,73.51
30200,3.77,12290,4015.54,3.97,3.85,34086.07,2235.37,41.82,0.26,34.77,7.97,1.0609,24.0464,0.74,1.695,15562.5,1649.79,77.41
30150,3.84,12390,4069.38,3.95,3.88,34268.44,2240.79,41.64,0.26,34.64,8,1.0642,23.8388,0.76,1.68,15468.7,1642.16,80.66
30100,3.82,12590,3939.29,3.86,3.83,33519.5,2218.78,41.85,0.26,34.69,8.04,1.0638,23.91,0.76,1.705,15291,1626.14,80.57
30250,3.81,12590,3954.17,3.86,3.87,33746.71,2205.56,41.93,0.26,34.77,8.22,1.0611,23.5522,0.77,1.73,15399.9,1619.23,78.59
30000,3.84,12790,3947.79,3.8,3.85,33695.97,2200.71,41.99,0.26,34.86,7.97,1.0595,23.9706,0.77,1.69,15311.8,1616.43,78.61
29950,3.85,12890,3933.28,3.77,3.75,33556.4,2214.62,41.87,0.26,34.71,8.19,1.0607,24.1681,0.78,1.65,15328.4,1622.39,79.75
29900,3.84,13140,3996.63,3.8,3.75,33936.87,2225.96,42.25,0.26,34.68,8.07,1.0625,22.9669,0.78,1.65,15474.8,1628.79,80.97
29900,3.81,13290,4052.02,3.72,3.68,34335.73,2213.22,42.35,0.26,34.86,8.17,1.0606,23.2298,0.77,1.61,15767,1619.87,79.92
29850,3.76,13290,4040.17,3.65,3.67,34265.45,2213.81,42.34,0.26,34.87,8.16,1.0591,23.0729,0.78,1.58,15761.1,1620.34,78.44
30000,3.82,13290,4087.14,3.63,3.71,34533.59,2200.3,42.69,0.26,35.05,8.31,1.0626,23.919,0.78,1.595,15780,1613.43,78.47
29950,3.81,13290,3957.18,3.63,3.6,33795.43,2205.16,42.9,0.26,34.53,8.13,1.0683,23.7306,0.785,1.62,15433.5,1615.58,76
29850,3.76,13290,3964.19,3.65,3.51,33847.8,2208.44,42.78,0.26,34.61,7.7,1.0633,23.3022,0.8,1.635,15370.4,1617.65,75.77
29850,3.77,13290,4005.36,3.78,3.46,34275.91,2229.03,42.8,0.25,34.87,8.05,1.0534,23.46,0.8,1.61,15605.7,1628.74,75.54
29800,3.78,13290,4023.34,3.78,3.5,34213.04,2229.33,42.46,0.26,34.7,8.1,1.0528,23.0677,0.775,1.585,15545.5,1625.58,76.24
29700,3.86,13290,4000.3,3.71,3.5,34091.57,2237.56,42.42,0.26,34.72,8.2,1.0559,22.7274,0.775,1.56,15481.8,1630.46,77.26
29750,3.85,13290,3965.51,3.64,3.61,33810.05,2243.56,42.66,0.26,34.95,7.75,1.0508,22.1921,0.79,1.54,15278.3,1635.36,75.19
29650,3.81,13290,3956.23,3.76,3.59,33760.3,2205.65,42.61,0.26,35.1,7.87,1.0469,22.2619,0.8,1.55,15309.8,1614.01,73.42
29650,3.86,13290,3966.39,3.79,3.49,33606.59,2233,42.66,0.25,34.98,7.91,1.0489,23.1172,0.79,1.55,15314.4,1633.58,71.89
29700,3.88,13240,3919.26,3.69,3.44,33329.27,2225.19,42.56,0.26,34.71,7.82,1.0517,22.7676,0.79,1.56,15090.1,1628.19,71.78
29600,3.84,13240,3976.82,3.67,3.54,33554.93,2232.41,42.65,0.25,34.84,8.13,1.0524,22.1982,0.79,1.56,15381,1632.19,72.07
29750,3.82,13540,4006.41,3.75,3.59,33755.94,2225.97,42.34,0.25,35.14,8.14,1.0407,21.26,0.79,1.56,15445.1,1628.13,72.57
29700,3.79,13540,3977.97,3.92,3.52,33662.05,2218.32,42.39,0.25,35.48,7.53,1.0329,20.9338,0.79,1.565,15320.4,1621.87,74.47
29750,3.85,13540,3963.72,3.89,3.51,33797.75,2226.26,42.73,0.26,35.73,7.86,1.034,21.4048,0.8,1.565,15234.7,1627.92,77.41
29700,3.8,13540,3859.89,3.87,3.62,33263.91,2207.5,43.15,0.25,35.9,8.08,1.0382,21.5063,0.825,1.58,14587.8,1614.23,81.13
29600,3.78,13140,3810.94,3.84,3.75,33004.47,2207.01,43.31,0.25,35.74,7.72,1.0409,21.535,0.83,1.51,14889.3,1614.66,80.06
29900,3.64,13140,3817.02,3.84,3.69,32934.56,2194.43,43.41,0.25,36.02,7.43,1.0398,21.0824,0.825,1.5,14808.6,1603.44,81.32
30100,3.6,13340,3780.71,3.95,3.69,32454.1,2182.09,42.94,0.25,36.13,7.39,1.0304,20.844,0.82,1.56,14702.8,1600.4,80.56
29900,3.59,13490,3766.98,3.99,3.66,32265.01,2181.12,42.9,0.25,36.27,6.89,1.0243,20.9534,0.81,1.575,14455.7,1602.62,78.75
29800,3.65,13490,3733.25,4,3.66,31985.05,2173.39,42.61,0.25,35.81,6.44,1.0318,20.9478,0.82,1.59,14497.8,1598.29,76.54
29800,3.65,13490,3852.9,3.95,3.83,32576.28,2162.92,42.53,0.25,35.83,7.06,1.0362,21.4785,0.8,1.585,14790.7,1592.72,75.93
29850,3.62,13740,3901.79,3.85,3.83,32862.79,2142.39,42.62,0.25,35.75,7.17,1.0395,21.5651,0.8,1.605,14747,1585.12,77.51
29950,3.6,13990,3881.85,3.9,3.82,32754.27,2151.24,42.17,0.25,35.56,6.65,1.0349,21.9856,0.79,1.61,14795.6,1592.62,77.53
30000,3.65,13990,3808.26,4,3.79,32204.31,2131.67,41.97,0.25,35.72,6.68,1.0325,21.7,0.78,1.63,14569.9,1577.75,81.08
29950,3.69,14090,3834.69,4.01,3.69,32062.14,2113.96,42.46,0.25,35.97,6.97,1.0366,21.68,0.78,1.63,14531.7,1563.05,80.22
29850,3.76,14090,3825.97,4.23,3.78,31738.44,2113.33,42.41,0.26,36.2,6.94,1.0209,21.04,0.8,1.61,14440.7,1564.42,80.3
29800,3.81,14090,3799.44,4.3,3.87,31463.65,2113.47,41.85,0.26,36.85,6.62,1.0008,21.365,0.79,1.69,14226.1,1567.37,82.09
29750,3.83,14090,3762.01,4.4,3.9,31187.32,2124.44,42.71,0.26,37,6.64,1.0074,20.81,0.81,1.69,14144,1570.38,85.22
29900,3.92,14090,3657.1,4.34,4.09,30291.18,2146.06,43.05,0.26,37.37,6.503,1.0022,20.49,0.78,1.66,13840.5,1590.36,86.89
29750,3.77,14090,3689.05,4.38,4.13,30411.92,2145.59,42.15,0.26,37.42,6.31,0.9911,19.47,0.79,1.67,13947.3,1586.36,85.25
29650,3.67,14090,3703.11,4.32,4.22,30439.04,2144.76,42.43,0.26,37.99,6.4,0.975,19.23,0.78,1.475,14089.2,1586.58,89.02
29700,3.66,14090,3746.26,4.26,4.16,30697.52,2135.16,43.05,0.26,37.78,6.59,0.9819,19.625,0.81,1.62,13923.2,1576.93,86.27
29550,3.6,14090,3638.65,4.24,4.16,30059.58,2147.1,43.36,0.25,37.73,6.59,0.9875,19.1655,0.83,1.62,13607.3,1586.51,85.85
29700,3.64,13790,3690.41,4.2,4.12,30192.21,2151.86,43.66,0.25,38.06,6.67,0.9882,19.24,0.83,1.62,13889,1589.98,88.57
29650,3.41,13690,3520.37,4.07,4.05,28755.83,2182.59,44.03,0.25,37.94,6.36,0.9947,19.605,0.83,1.62,13546.8,1607.84,91.87
29600,3.42,13690,3590.83,4.19,4.06,29233.06,2176,43.74,0.26,37.82,6.46,0.9965,19.59,0.84,1.62,13608.1,1600.94,91
29750,3.45,13690,3595.86,4.25,4.02,29085.2,2200.9,43.96,0.26,37.8,6.72,1.0079,19.345,0.86,1.62,13693.6,1622.74,87.9
29850,3.36,13890,3647.51,4.34,3.93,29419.09,2207.97,43.6,0.26,38.01,6.76,0.9966,19.24,0.8,1.62,13798.3,1626.61,89.35
29750,3.41,13990,3706.74,4.33,4.01,29685.27,2234.43,43.07,0.26,38.22,7.13,0.9874,19.4269,0.855,1.62,14087.4,1646.02,88.62
29750,3.51,13990,3771.97,4.44,4.09,30206.13,2217.08,43.15,0.26,38.03,7.08,0.9867,18.735,0.88,1.62,14262,1631.01,86.43
29750,3.52,13990,3753.25,4.36,4.23,30078.36,2230.23,42.91,0.26,38.11,6.98,0.9786,18.515,0.93,1.62,14319.5,1640.5,88.39
29600,3.39,13990,3726.46,4.22,4.21,29826.67,2231.81,42.98,0.26,38.32,7.08,0.9773,18.745,0.93,1.62,13855.7,1640.62,88.67
29600,3.42,13990,3609.78,4.22,4.23,28855.25,2223.81,43.11,0.26,38.07,6.86,0.9858,18.7,0.95,1.62,13472.2,1632.61,88.26
29650,3.47,13990,3633.48,4.25,4.14,29123.03,2236.06,43.25,0.26,38.09,6.76,0.9838,18.23,0.96,1.635,13608.3,1639.15,85.07
29500,3.39,13990,3687.01,4.23,4.01,29513.73,2259.68,42.8,0.26,38.3,6.36,0.9726,18.88,1,1.62,13833.2,1660.14,84.88
29550,3.32,13990,3651.94,4.13,4,29198.92,2245.27,43.08,0.26,38.05,5.97,0.9778,19.05,0.94,1.665,13541.8,1643.39,85.24
29500,3.35,13990,3686.44,4.18,4,29419.88,2271.9,42.11,0.26,37.94,5.97,0.9702,19.175,0.99,1.65,13580.4,1669.58,85.07
29550,3.4,13990,3682.72,4.17,3.96,29536.84,2259.84,41.8,0.26,38.11,5.85,0.9708,19.62,1.01,1.63,13797,1661.39,85.94
29700,3.39,13990,3727.14,4.17,3.91,29955.65,2245.25,41.99,0.26,37.98,5.92,0.97,20.18,1.11,1.68,14116.6,1646.64,83.69
29700,3.44,13990,3782.36,4.07,3.95,30204.52,2249.41,41.66,0.26,37.56,6.21,0.9736,20.6663,0.97,1.7,14236.6,1645.75,85.7
29500,3.41,13990,3871.4,3.96,3.96,30819.39,2239.85,41.69,0.26,37.36,6.26,0.979,20.69,0.92,1.68,14474.7,1631.49,85.59
29450,3.41,13990,3875.23,3.84,3.95,30888.53,2234.52,42.45,0.26,37.47,6.35,0.9879,21.0574,0.92,1.665,14674.5,1626.62,89.27
29500,3.42,14190,3849.91,3.85,3.82,30722.86,2230.31,43,0.25,37.46,6.12,0.9986,20.685,0.9,1.68,14573.9,1622.38,87.08
29450,3.36,14190,3880.95,4.07,3.75,30866.61,2228.9,42.82,0.26,37.79,6.06,0.9826,19.02,0.88,1.67,14722,1622.86,88.67
29500,3.42,14190,3932.41,4.02,3.63,31124.68,2248.49,42.22,0.26,37.85,6.32,0.98,18.8221,0.87,1.67,14843.2,1636.52,91.14
29550,3.49,14190,3940.73,3.98,3.62,31141.02,2238.89,42.1,0.25,37.88,6.27,0.9816,18.9052,0.87,1.71,14820.8,1632.92,93.48
29300,3.48,14390,4037.12,4.18,3.81,32006.5,2234.67,41.06,0.26,37.74,6.09,0.9735,18.4013,0.84,1.74,15352.2,1631.17,88.93
29450,3.4,14690,4083.67,4.18,3.78,32159.49,2223.2,40.76,0.26,37.98,6.5,0.9594,18.33,0.8,1.75,15190.8,1622.43,88.08
29450,3.38,14990,4022.94,4.04,3.75,31876.22,2255.33,40.55,0.25,37.92,6.18,0.961,18.89,0.8,1.78,14961.8,1646.18,86.37
29400,3.41,15190,3959.94,3.94,3.95,31481.95,2245.5,40.76,0.25,37.53,5.87,0.9679,19.635,0.75,1.77,14631.5,1638.51,83.22
29350,3.37,14190,3909.43,3.79,3.91,31145.63,2232.16,42.05,0.25,37.38,5.77,0.9837,19.586,0.76,1.77,14689.5,1632.97,81.02
29400,3.28,13990,3930.89,3.74,3.73,31343.79,2206.94,41.92,0.25,37.15,5.78,0.9837,19.275,0.76,1.76,14771.9,1613.2,81.74
29350,3.29,13790,3994.66,3.69,3.71,31848.5,2222.23,42.14,0.26,37.02,5.44,0.9972,19.57,0.73,1.74,14801.2,1623.72,81.9
29500,3.34,13790,3936.73,3.63,3.55,31454.58,2233.88,42.24,0.26,36.96,5.2,1.0023,19.55,0.7,1.72,14931.4,1635.35,78.08
29450,3.46,13790,4000.67,3.67,3.56,31827.15,2239.16,42.04,0.26,36.9,5.43,1.0012,19.165,0.68,1.735,15118.8,1638.74,76.47
29500,3.43,14090,4041.25,3.61,3.49,32163.84,2232.75,42.37,0.26,36.94,5.32,1.0001,19.62,0.68,1.75,15178.2,1633.65,79.23
29350,3.49,14090,4034.58,3.6,3.45,32188,2234.48,42.24,0.26,36.6,5.42,0.998,19.34,0.68,1.76,15595.2,1629.44,83.54
29350,3.52,13940,4198.74,3.44,3.45,33293.43,2226.16,42.13,0.26,36.66,5.66,0.9969,19.82,0.68,1.74,15392.1,1621.2,83.07
29450,3.54,13940,4153.26,3.44,3.4,33029.27,2230.2,42.41,0.26,36.33,5.66,1.0123,18.86,0.665,1.69,15338.2,1624.75,84.25
29650,3.45,13940,4126.55,3.43,3.42,32899.01,2216.4,42.13,0.26,36.34,5.41,1.008,18.64,0.68,1.67,15341.8,1616.4,85.61
29650,3.51,13940,4133.09,3.37,3.35,33033.52,2210.98,41.98,0.26,36.49,5.38,0.9995,18.4558,0.68,1.67,15588.3,1608.96,85.21
