Date,Y,BOND10THB,OIL,SET,USD_THB,XAU_USD
09-10-2020,28100,1.365,41.6,1279.79,31.21,1894.19
08-10-2020,27900,1.365,40.23,1269.85,31.24,1887.4
07-10-2020,27900,1.375,40.12,1248.25,31.25,1878.84
06-10-2020,28300,1.38,39.62,1251.89,31.3,1913.28
05-10-2020,28350,1.37,37.34,1245.79,31.58,1902.24
02-10-2020,28400,1.355,38.92,1245.11,31.56,1905.65
01-10-2020,28250,1.35,40.15,1244.23,31.61,1885.8
30-09-2020,28400,1.35,39.43,1259.08,31.615,1897.81
29-09-2020,28300,1.35,40.84,1266.77,31.67,1881.4
28-09-2020,27900,1.34,40.24,1251.23,31.65,1859
25-09-2020,27850,1.355,40.35,1251.67,31.59,1868.61
24-09-2020,27900,1.34,39.87,1255.79,31.57,1863.42
23-09-2020,28300,1.36,40.03,1271.19,31.39,1900.2
22-09-2020,28400,1.32,39.84,1271.36,31.295,1912.8
21-09-2020,28650,1.32,41.19,1293.77,31.12,1949.55
18-09-2020,28750,1.36,41.2,1287.74,31.19,1943.87
17-09-2020,28750,1.335,40.41,1289.6,31.1,1959.99
16-09-2020,28900,1.32,38.65,1287.01,31.19,1956.19
15-09-2020,28950,1.31,37.6,1276.93,31.3,1957.31
14-09-2020,28850,1.33,37.6,1285.16,31.31,1941.05
11-09-2020,28850,1.39,37.34,1290.16,31.31,1955.2
10-09-2020,28750,1.44,38.16,1295.01,31.26,1946.06
09-09-2020,28650,1.43,37.18,1279.24,31.41,1932.26
08-09-2020,28650,1.445,39.86,1305.64,31.39,1929.14
03-09-2020,28850,1.43,41.96,1320.63,31.34,1943
02-09-2020,29050,1.45,43.35,1304.7,31.16,1969.71
01-09-2020,29100,1.45,43.12,1312.75,31.08,1967.58
31-08-2020,28900,1.45,43.3,1328.7,31.1,1965.39
28-08-2020,28650,1.49,43.27,1335.3,31.3,1929.44
27-08-2020,28750,1.415,43.78,1322.48,31.27,1953.35
26-08-2020,28650,1.4,43.74,1317.74,31.46,1928.66
25-08-2020,28850,1.35,42.71,1324.81,31.49,1932.66
24-08-2020,28850,1.325,42.72,1305.22,31.57,1938.63
21-08-2020,28950,1.33,43.01,1305.82,31.41,1946.96
20-08-2020,28850,1.34,42.95,1296.37,31.28,1929.28
19-08-2020,29400,1.32,42.81,1331.54,31.15,2001.22
18-08-2020,29350,1.3,43.05,1321.38,31.15,1985.47
17-08-2020,28550,1.31,42.45,1329.82,31.13,1946.22
14-08-2020,28650,1.34,42.62,1345.56,31.05,1953.98
13-08-2020,28400,1.34,42.88,1349.08,31.09,1920.87
11-08-2020,29700,1.31,42.21,1334.1,31.12,2027.11
10-08-2020,29900,1.26,41.63,1327.16,31.21,2033.71
07-08-2020,30350,1.225,42.19,1331.92,31.12,2064.52
06-08-2020,29850,1.225,42.42,1336.13,31.03,2040.03
05-08-2020,29450,1.2,41.8,1335.52,31.04,2018.98
04-08-2020,29050,1.225,41.08,1330.6,31.19,1976.45
03-08-2020,29100,1.22,40.7,1324.46,31.25,1980.43
31-07-2020,29000,1.23,40.65,1314.99,31.38,1960.96
30-07-2020,29100,1.25,41.59,1345.09,31.43,1970.89
29-07-2020,29050,1.25,41.29,1346.6,31.48,1959.71
24-07-2020,28200,1.24,41.23,1348.81,31.72,1886.83
23-07-2020,27850,1.23,42.1,1356.97,31.62,1871.97
22-07-2020,27650,1.25,41.68,1380.97,31.59,1841.89
21-07-2020,27250,1.25,40.8,1366.83,31.79,1815.53
20-07-2020,27150,1.27,40.77,1358.62,31.7,1809.28
17-07-2020,27000,1.27,40.9,1353.27,31.71,1797.3
16-07-2020,27050,1.26,41.19,1354.23,31.54,1811.72
15-07-2020,26950,1.3,40.79,1351.5,31.54,1808.14
14-07-2020,26800,1.3,39.84,1332.87,31.4,1802.77
13-07-2020,26700,1.29,40.57,1361.75,31.32,1798.69
10-07-2020,26700,1.29,39.83,1357.99,31.23,1801.71
09-07-2020,26650,1.33,41.03,1367.24,31.22,1810.68
08-07-2020,26550,1.33,40.57,1371.91,31.23,1794.93
07-07-2020,26250,1.31,40.75,1389.18,31.11,1784.57
03-07-2020,26150,1.29,40.23,1377.67,31.08,1774.03
02-07-2020,26000,1.28,39.85,1357.21,31.04,1769.6
01-07-2020,26100,1.24,39.88,1345.62,30.91,1780.91
30-06-2020,25900,1.2,39.76,1344.54,30.89,1771.77
29-06-2020,25850,1.2,38.12,1320.73,30.91,1773.27
26-06-2020,25800,1.23,39.23,1335.55,30.91,1762.35
25-06-2020,25750,1.21,38.26,1317.72,30.87,1759.76
24-06-2020,25850,1.25,40.16,1362.42,30.94,1769.09
23-06-2020,25700,1.26,40.78,1359.55,30.96,1756.03
22-06-2020,25700,1.28,39.02,1359.3,30.98,1749
19-06-2020,25400,1.275,39.03,1376.89,31.1,1723.16
18-06-2020,25450,1.315,38,1359.68,31.14,1725.57
17-06-2020,25450,1.28,38.21,1362.78,31.13,1727.34
16-06-2020,25400,1.26,37.38,1374.59,31.02,1725.79
15-06-2020,25400,1.21,36.26,1373.5,30.97,1732.35
12-06-2020,25450,1.22,36.46,1359,31.08,1728.32
11-06-2020,25350,1.17,39.25,1413.2,31.13,1737.11
10-06-2020,25450,1.22,38.72,1417.04,31.31,1714.33
09-06-2020,25250,1.23,38.51,1438.64,31.43,1700.25
08-06-2020,25250,1.36,39.67,1449.76,31.49,1684.16
05-06-2020,25600,1.37,37.64,1416.72,31.56,1711.2
04-06-2020,25600,1.29,37.06,1396.25,31.57,1699.11
02-06-2020,26050,1.18,35.94,1361.64,31.66,1740.93
01-06-2020,26100,1.19,35.62,1355.39,31.84,1736.42
29-05-2020,25950,1.2,34.06,1333.7,31.88,1721.7
28-05-2020,25900,1.2,32.48,1356.02,31.92,1709.68
27-05-2020,25900,1.11,34.54,1339.18,31.88,1712.03
26-05-2020,26200,1.07,33.77,1335.87,31.97,1729.65
25-05-2020,26150,1.07,32.92,1308.16,31.89,1734.73
22-05-2020,26100,1.11,34.41,1309.92,31.85,1725.26
21-05-2020,26300,1.12,33.93,1330.84,31.82,1750.18
20-05-2020,26350,1.14,32.41,1311.36,31.93,1744.44
19-05-2020,26300,1.16,32.39,1308.96,32.01,1733.37
18-05-2020,26600,1.13,29.81,1290.11,32.07,1742.93
15-05-2020,26250,1.11,28.02,1287.06,32.1,1731.13
14-05-2020,26000,1.1,25.97,1286.63,32.08,1715.01
13-05-2020,25900,1.13,25.8,1297.03,32.1,1701.21
12-05-2020,25900,1.09,25.39,1286.31,32.2,1696.25
11-05-2020,26000,1.11,25.91,1277.41,32.2,1703.76
08-05-2020,26150,1.11,24.81,1265.23,32.35,1717.46
07-05-2020,26000,1.12,25.56,1274.5,32.44,1686.08
05-05-2020,26000,1.19,23.56,1287.7,32.39,1701.78
30-04-2020,26150,1.22,19.33,1297.93,32.41,1715.22
29-04-2020,26150,1.25,18.01,1282.57,32.47,1708.72
28-04-2020,26100,1.29,18.24,1267.46,32.47,1716.19
27-04-2020,26350,1.26,21.13,1271.22,32.44,1724.86
24-04-2020,26350,1.27,21.85,1274.21,32.34,1733.32
23-04-2020,26100,1.27,20.99,1266.61,32.37,1713
22-04-2020,25900,1.23,20.26,1245.9,32.52,1686.47
21-04-2020,26000,1.28,21.32,1247.52,32.51,1694.22
20-04-2020,25800,1.38,24.76,1241.94,32.49,1691.44
17-04-2020,26100,1.38,26.42,1230.34,32.68,1713.49
16-04-2020,26200,1.4,26.26,1226.16,32.7,1716.29
15-04-2020,26250,1.41,27.84,1253.92,32.66,1729.43
14-04-2020,26250,1.42,29.2,1252.5,32.7,1714.09
13-04-2020,25700,1.44,30.3,1229.21,32.69,1682.25
09-04-2020,25350,1.49,30.82,1220.78,32.73,1644.28
08-04-2020,25400,1.47,29.21,1202,32.73,1645.94
07-04-2020,25650,1.45,30.21,1184.87,32.83,1662.38
03-04-2020,25050,1.64,27.34,1150.86,32.94,1609.99
02-04-2020,24850,1.62,24.19,1113.91,33.11,1590.75
01-04-2020,24650,1.55,24.18,1117.51,32.75,1569.45
31-03-2020,24900,1.47,24.25,1108.79,32.67,1612.25
30-03-2020,24900,1.46,24.68,1087.35,32.54,1617.38
27-03-2020,24800,1.47,26.23,1112.83,32.63,1634.99
26-03-2020,24550,1.49,27.04,1074.64,32.75,1620.16
25-03-2020,24800,1.52,26.64,1063.23,32.76,1618.79
24-03-2020,24450,1.5,25.87,1064.33,32.83,1565.36
23-03-2020,23250,1.57,24.4,1045.65,32.7,1508.25
20-03-2020,22800,1.77,25.59,1077.65,32.6,1470.39
19-03-2020,23000,1.59,22.82,1019.07,32.61,1486.1
18-03-2020,23450,1.32,27.3,1053.04,32.16,1527.3
17-03-2020,22700,1.32,28.99,1045.09,32.15,1512.05
16-03-2020,23300,1.2,32.69,1072.3,31.84,1550.59
13-03-2020,23750,1.03,31.35,1008.06,31.76,1576.83
12-03-2020,24450,1.03,33.43,1184.16,31.5,1634.69
11-03-2020,24700,0.98,35,1268.56,31.43,1649.69
10-03-2020,24800,0.89,30.75,1262.8,31.47,1678.9
09-03-2020,25250,0.89,32.87,1272.95,31.42,1694.6
06-03-2020,25000,0.96,46.22,1373.19,31.56,1670.66
05-03-2020,24400,1,47.38,1391.35,31.34,1635.83
04-03-2020,24450,1.01,47.1,1361.44,31.42,1639.85
03-03-2020,23850,1.1,47.98,1357.72,31.49,1590.78
02-03-2020,23750,1.075,43.93,1355.99,31.53,1590.99
28-02-2020,24550,1.08,46.68,1348.46,31.68,1642.14
27-02-2020,24850,1.05,48.7,1369.83,31.85,1640.56
26-02-2020,24750,1.065,50.22,1425.56,31.75,1635.46
25-02-2020,24800,1.09,51.5,1436.24,31.7,1660.72
24-02-2020,24950,1.1,52.79,1473.57,31.64,1658.96
21-02-2020,24250,1.1,53.93,1480.53,31.45,1619.79
20-02-2020,23800,1.15,53.7,1504.48,31.21,1611.71
19-02-2020,23600,1.13,52.36,1517.78,31.21,1601.8
18-02-2020,23400,1.15,52.49,1521,31.185,1583.31
17-02-2020,23350,1.215,52.34,1528.48,31.205,1584.75
14-02-2020,23200,1.26,51.73,1537.16,31.145,1576.29
13-02-2020,23150,1.29,51.87,1539.31,31.115,1565.62
12-02-2020,23150,1.28,50.16,1530.59,31.265,1567.73
11-02-2020,23200,1.21,49.78,1538.31,31.325,1572.01
07-02-2020,23100,1.28,51.31,1536.28,31.14,1566.96
06-02-2020,22850,1.33,51.35,1538.29,30.99,1556.88
05-02-2020,22900,1.35,49.68,1521.67,30.98,1552.57
04-02-2020,23200,1.295,50.04,1501.34,31.08,1576.3
03-02-2020,23400,1.3,51.15,1507.28,31.205,1589.85
31-01-2020,23200,1.35,52.97,1528.86,31.1,1574.27
30-01-2020,23200,1.355,53.1,1516.36,30.97,1576.98
29-01-2020,22850,1.38,54,1522.88,30.83,1566.21
28-01-2020,23000,1.35,52.72,1519.55,30.71,1582.05
27-01-2020,22950,1.36,53.57,1546.9,30.58,1579.99
24-01-2020,22550,1.4,55.72,1575.07,30.51,1563.29
23-01-2020,22400,1.435,56.13,1570.66,30.4,1558.93
22-01-2020,22350,1.43,58.24,1579.25,30.41,1558.03
21-01-2020,22500,1.46,59.35,1584.17,30.36,1560.85
20-01-2020,22400,1.47,59.28,1597.5,30.38,1558.56
17-01-2020,22400,1.45,58.61,1600.28,30.38,1552.9
16-01-2020,22300,1.425,58.12,1582.77,30.31,1556.17
15-01-2020,22200,1.43,58.23,1582.96,30.255,1546.26
14-01-2020,22100,1.41,58.06,1589.68,30.205,1548.31
13-01-2020,22300,1.385,59.08,1586.13,30.235,1562.29
10-01-2020,22200,1.4,59.51,1583.48,30.275,1552.26
09-01-2020,22400,1.41,59.85,1572.74,30.365,1555.76
08-01-2020,22750,1.35,62.63,1569.82,30.305,1573.99
07-01-2020,22250,1.375,62.67,1578.52,30.165,1565.93
06-01-2020,22500,1.41,63.43,1584.13,30.165,1560.59
03-01-2020,21900,1.48,60.96,1596.95,30.155,1529.11
02-01-2020,21650,1.495,61.29,1584.35,30.145,1517.13
30-12-2019,21600,1.495,61.49,1581.05,30.165,1511.49
26-12-2019,21450,1.5,61.07,1573.81,30.165,1499.41
23-12-2019,21150,1.565,60.19,1574.85,30.195,1478.2
19-12-2019,21150,1.555,60.81,1558.8,30.235,1475.29
18-12-2019,21150,1.585,60.49,1555.55,30.255,1476.45
17-12-2019,21150,1.58,60.16,1551.71,30.225,1476.25
16-12-2019,21600,1.605,59.83,1572.64,30.205,1475.45
12-12-2019,21100,1.545,58.77,1558.6,30.265,1474.85
11-12-2019,21000,1.54,58.98,1555.38,30.325,1464.04
09-12-2019,21000,1.605,59.03,1559.84,30.345,1459.19
04-12-2019,21200,1.59,56.33,1562.22,30.265,1477.21
03-12-2019,20950,1.64,56,1562.63,30.275,1462.5
02-12-2019,20900,1.64,55.45,1588.59,30.225,1466.73
27-11-2019,20900,1.675,58.2,1611.85,30.225,1461.35
26-11-2019,20850,1.695,57.85,1618.15,30.235,1455.28
25-11-2019,20950,1.71,57.83,1603.13,30.205,1462.14
21-11-2019,21050,1.67,56.91,1594.95,30.195,1471.4
20-11-2019,21050,1.69,55.26,1599.42,30.195,1472.39
19-11-2019,21000,1.735,57,1605.47,30.205,1470.85
18-11-2019,21000,1.73,57.97,1605.19,30.255,1467.51
14-11-2019,20950,1.73,57.42,1616.61,30.245,1463.18
13-11-2019,20950,1.73,56.83,1621.91,30.335,1457.19
12-11-2019,20950,1.73,56.91,1625.42,30.345,1455.79
11-11-2019,21100,1.74,57.38,1632.77,30.375,1458.96
07-11-2019,21400,1.61,56.37,1623.64,30.295,1490.29
06-11-2019,21350,1.63,57.3,1627.23,30.255,1484.1
05-11-2019,21550,1.6,56.6,1628.73,30.215,1509.64
04-11-2019,21600,1.555,56.47,1601.9,30.185,1513.8
31-10-2019,21400,1.58,54.99,1606.71,30.215,1496.39
30-10-2019,21350,1.59,55.62,1594.4,30.255,1487.6
29-10-2019,21400,1.59,55.88,1601.44,30.24,1492.64
28-10-2019,21550,1.55,56.7,1591.64,30.175,1504.21
24-10-2019,21400,1.57,55.9,1636.07,30.285,1492.3
22-10-2019,21300,1.595,53.6,1625.06,30.265,1484.66
21-10-2019,21400,1.575,53.83,1630.43,30.315,1492.02
17-10-2019,21450,1.55,53.08,1638.98,30.365,1490.4
16-10-2019,21400,1.545,52.98,1629.88,30.435,1481.28
15-10-2019,21500,1.54,53.56,1631.05,30.415,1493.25
10-10-2019,21650,1.51,52.61,1614.07,30.335,1505.6
09-10-2019,21650,1.49,52.57,1610.65,30.425,1506.06
08-10-2019,21550,1.49,52.7,1620.29,30.47,1493.4
07-10-2019,21750,1.47,52.59,1611.74,30.455,1504.76
03-10-2019,21750,1.49,52.31,1606.38,30.615,1499.55
02-10-2019,21450,1.5,53.85,1617.83,30.625,1479.19
01-10-2019,21300,1.495,54.13,1637.59,30.595,1472.3
30-09-2019,21700,1.52,56.39,1643.13,30.635,1497.08
26-09-2019,21900,1.53,56.55,1633.92,30.605,1503.89
25-09-2019,22150,1.485,56.45,1624.69,30.545,1531.6
24-09-2019,21950,1.505,58.21,1623.6,30.475,1522.5
23-09-2019,21900,1.525,58.98,1635.31,30.485,1516.65
19-09-2019,21650,1.555,58.17,1656.66,30.535,1493.6
18-09-2019,21700,1.59,58.62,1663.62,30.525,1501.4
17-09-2019,21700,1.59,61.72,1661.59,30.515,1499.45
16-09-2019,21750,1.62,60.16,1666.77,30.485,1503.59
12-09-2019,21650,1.63,55.85,1678.32,30.585,1497.45
11-09-2019,21650,1.71,57.76,1669.36,30.615,1486.45
10-09-2019,21650,1.69,57.91,1675.1,30.645,1499.6
09-09-2019,21950,1.55,56.68,1673.22,30.645,1507.1
05-09-2019,22350,1.48,55.77,1670.91,30.555,1552.45
04-09-2019,22350,1.46,53.75,1650.87,30.615,1547.05
03-09-2019,22150,1.475,54.76,1657.3,30.635,1529.6
29-08-2019,22150,1.445,55.69,1621.92,30.635,1539.2
28-08-2019,22300,1.43,55.54,1618.3,30.625,1541.69
27-08-2019,22150,1.46,53.65,1625.04,30.595,1526.25
26-08-2019,22300,1.47,53.16,1620.36,30.675,1539.25
22-08-2019,21900,1.54,55.7,1628.1,30.785,1502.1
21-08-2019,21950,1.55,55.78,1628.55,30.785,1507.7
20-08-2019,21850,1.535,56.13,1642.82,30.865,1495.55
19-08-2019,22050,1.5,54.95,1639.42,30.915,1511
15-08-2019,22150,1.46,54.92,1605,30.835,1516.74
14-08-2019,21900,1.525,56.73,1634.72,30.805,1501.38
13-08-2019,22050,1.51,54.68,1642.82,30.845,1510.61
08-08-2019,21800,1.58,52.24,1670.93,30.825,1501.95
07-08-2019,21550,1.72,53.37,1672.52,30.735,1474.25
06-08-2019,21350,1.72,54.8,1652.72,30.835,1464.2
05-08-2019,21050,1.77,55.36,1675.02,30.755,1440.6
01-08-2019,20600,1.9,57.96,1706.56,30.905,1411.21
31-07-2019,20800,1.885,58.42,1704.04,30.795,1430.91
30-07-2019,20800,1.895,57.07,1718.55,30.875,1426.71
25-07-2019,20850,1.96,56,1727.13,30.915,1426.6
24-07-2019,20800,1.985,57.26,1727.81,30.905,1417.26
23-07-2019,20750,1.995,56.28,1730.7,30.835,1425.15
22-07-2019,20800,1.94,56.2,1733.24,30.835,1425.15
18-07-2019,20750,1.99,56.72,1714.75,30.895,1426.9
17-07-2019,20600,1.99,57.65,1726.04,30.935,1406.41
15-07-2019,20650,2,60.36,1733.77,30.905,1415.9
11-07-2019,20600,1.99,60.5,1745.85,30.655,1419.4
10-07-2019,20350,2.02,58.45,1726.73,30.815,1397.8
09-07-2019,20350,1.995,57.69,1728.46,30.825,1395.3
08-07-2019,20350,2.05,57.89,1727.1,30.775,1399.95
03-07-2019,20600,2.05,56.59,1733.51,30.575,1419.95
02-07-2019,20250,2.13,59.23,1738.84,30.665,1383.4
01-07-2019,20250,2.19,59.14,1744.13,30.675,1392.83
27-06-2019,20500,2.17,59.3,1726.77,30.755,1409.56
26-06-2019,20650,2.17,58.86,1717.19,30.765,1423.91
25-06-2019,20650,2.16,57.8,1716.05,30.665,1419.17
24-06-2019,20450,2.21,57.8,1722.64,30.815,1401.35
20-06-2019,20250,2.18,54.38,1711.37,31.195,1360.36
19-06-2019,19900,2.18,54.3,1693.85,31.225,1346.56
18-06-2019,19900,2.17,52.15,1667.3,31.365,1340.09
17-06-2019,19850,2.16,52.71,1674.26,31.245,1341.91
13-06-2019,19750,2.18,51.31,1669.53,31.285,1334
12-06-2019,19700,2.25,53.3,1669.08,31.265,1326.78
11-06-2019,19750,2.25,53.6,1667.55,31.345,1328.26
10-06-2019,19750,2.26,54.4,1661.72,31.275,1335.96
06-06-2019,19750,2.255,51.8,1648.54,31.41,1332.36
05-06-2019,19700,2.315,53.01,1647.52,31.32,1325.5
04-06-2019,19650,2.3,53,1624.65,31.33,1325.05
30-05-2019,19300,2.415,59.21,1619.26,31.83,1279.71
29-05-2019,19350,2.415,59.29,1631.29,31.85,1279.71
28-05-2019,19400,2.43,59.01,1627.86,31.83,1285.59
23-05-2019,19300,2.455,61.35,1622.21,31.94,1273.8
22-05-2019,19300,2.48,63.04,1616.55,31.96,1274.61
21-05-2019,19300,2.47,63.3,1608.82,31.88,1277.95
16-05-2019,19350,2.44,62.33,1623.33,31.55,1296.75
15-05-2019,19350,2.46,61.56,1636.83,31.52,1297.17
14-05-2019,19450,2.45,61.06,1631.52,31.63,1300.11
13-05-2019,19300,2.475,61.8,1648.09,31.555,1286.56
09-05-2019,19350,2.47,62.13,1653.12,31.81,1280.49
08-05-2019,19450,2.455,61.58,1662.05,31.91,1284.16
07-05-2019,19400,2.46,62.15,1669.38,31.88,1281.55
02-05-2019,19350,2.475,63.7,1677,32,1276.81
30-04-2019,19400,2.48,63.5,1668.02,31.915,1279.98
29-04-2019,19450,2.455,62.98,1665.57,31.91,1286.4
25-04-2019,19400,2.47,65.85,1673.25,32.05,1275.6
24-04-2019,19300,2.49,66.13,1674.43,31.99,1272.31
23-04-2019,19300,2.49,65.75,1674.82,31.895,1275.26
22-04-2019,19350,2.48,64.07,1677.83,31.83,1275.83
17-04-2019,19300,2.51,64.46,1665.68,31.84,1276.86
11-04-2019,19650,2.45,64.51,1661.57,31.74,1307.95
10-04-2019,19650,2.455,64.2,1659.29,31.77,1303.96
09-04-2019,19600,2.45,64.4,1650.55,31.88,1297.24
04-04-2019,19450,2.495,62.56,1649.39,31.74,1289.95
03-04-2019,19450,2.5,62.7,1653.08,31.785,1292.21
02-04-2019,19400,2.54,61.92,1650.54,31.68,1287.55
01-04-2019,19450,2.5,60.36,1645.37,31.68,1291.33
28-03-2019,19800,2.41,59.61,1626.6,31.91,1309.85
27-03-2019,19800,2.43,60.16,1632.27,31.63,1315.81
26-03-2019,19750,2.45,59.22,1626.89,31.55,1321.51
25-03-2019,19700,2.42,59.24,1632.03,31.72,1313.05
21-03-2019,19750,2.49,60.25,1631.79,31.65,1312.64
20-03-2019,19600,2.59,59.29,1631.44,31.685,1305.61
19-03-2019,19600,2.55,59.31,1617.87,31.71,1303.45
18-03-2019,19500,2.545,58.75,1628.85,31.63,1301.64
14-03-2019,19550,2.535,58.65,1642.36,31.61,1309.61
13-03-2019,19550,2.53,57.4,1626.42,31.65,1302.01
12-03-2019,19450,2.54,57.1,1631.88,31.68,1293.71
11-03-2019,19500,2.52,56.43,1633.45,31.74,1298.7
07-03-2019,19450,2.54,56.57,1624.76,31.86,1286.71
06-03-2019,19400,2.57,56.65,1636.68,31.76,1287.62
05-03-2019,19500,2.56,56.93,1633.51,31.85,1286.67
04-03-2019,19550,2.555,56.15,1641.32,31.785,1293.62
28-02-2019,19700,2.495,57.43,1666.33,31.45,1320.18
27-02-2019,19750,2.48,56.35,1663.92,31.28,1328.91
26-02-2019,19700,2.495,55.9,1665.89,31.27,1327.44
25-02-2019,19700,2.5,57.62,1665.3,31.32,1328.57
21-02-2019,19750,2.47,57.66,1646.96,31.09,1338.89
20-02-2019,19800,2.495,56.39,1639.16,31.145,1341.25
14-02-2019,19500,2.45,54.31,1658.41,31.4,1306.16
13-02-2019,19450,2.445,53.71,1649.09,31.315,1310.88
12-02-2019,19450,2.46,52.78,1637.48,31.43,1308.55
11-02-2019,19550,2.44,53.04,1644.75,31.48,1314.22
07-02-2019,19400,2.4,54.26,1659.94,31.26,1305.87
06-02-2019,19500,2.425,54.05,1655.14,31.25,1315.03
05-02-2019,19500,2.43,55.13,1653.53,31.31,1311.75
04-02-2019,19500,2.41,55.6,1655.42,31.3,1317.55
31-01-2019,19550,2.43,54.44,1640.34,31.26,1320.18
30-01-2019,19550,2.42,53.54,1626.55,31.455,1312.27
29-01-2019,19500,2.445,52.37,1623,31.525,1303.53
28-01-2019,19450,2.44,53.91,1627.71,31.52,1303.49
24-01-2019,19300,2.42,52.76,1619.12,31.69,1282.74
23-01-2019,19350,2.465,53.28,1601.72,31.78,1285.34
22-01-2019,19300,2.47,53.95,1587.82,31.8,1279.73
17-01-2019,19400,2.475,52.6,1578.14,31.7,1293.99
16-01-2019,19500,2.485,52.29,1581.37,31.91,1289.13
15-01-2019,19550,2.52,51.08,1587.17,31.915,1291.76
14-01-2019,19550,2.525,52.03,1592.58,31.9,1287.16
10-01-2019,19550,2.56,52.5,1590.07,31.96,1293.11
09-01-2019,19500,2.6,50.16,1604.21,32.02,1285.36
08-01-2019,19550,2.52,49.09,1594.07,31.96,1289.13
07-01-2019,19550,2.49,48.61,1584.74,31.96,1285.78
03-01-2019,19700,2.38,46.56,1571.48,32.27,1285.12
02-01-2019,19650,2.51,46.12,1567.09,32.05,1281.62
27-12-2018,19600,2.41,46.87,1582.22,32.58,1266.89
26-12-2018,19600,2.41,43.07,1556.95,32.635,1270.33
20-12-2018,19350,2.5,47.77,1594.86,32.75,1243.7
19-12-2018,19350,2.57,46.31,1582.58,32.72,1249.67
18-12-2018,19350,2.61,49.46,1594.1,32.8,1246.01
17-12-2018,19250,2.62,51.52,1612.87,32.83,1237.25
13-12-2018,19300,2.645,51.43,1638.96,32.77,1246.02
12-12-2018,19350,2.61,52.14,1642.42,32.85,1243.25
11-12-2018,19350,2.55,51.1,1646.87,32.89,1244.53
06-12-2018,19300,2.58,53.15,1653.09,32.74,1237.87
04-12-2018,19150,2.64,53.31,1674.53,32.8,1231.35
03-12-2018,19100,2.64,51.93,1662.15,32.97,1223.12
29-11-2018,19050,2.69,50.48,1646.62,32.9,1221.43
28-11-2018,19050,2.67,52.3,1636.59,33.05,1214.64
27-11-2018,19150,2.65,51.72,1630.08,33.03,1222.65
26-11-2018,19150,2.63,50.71,1621.99,33.08,1224
21-11-2018,19100,2.66,53.52,1603.73,32.97,1221.55
20-11-2018,19050,2.665,57.51,1631.81,32.94,1224.37
19-11-2018,19050,2.72,57.03,1634.1,32.87,1221.76
15-11-2018,18850,2.73,56.24,1656.6,32.96,1210.87
14-11-2018,18800,2.71,55.49,1655.09,32.96,1202.26
13-11-2018,18900,2.72,59.03,1645.42,33.17,1200.96
12-11-2018,19000,2.75,60.85,1672.85,33.06,1209.46
08-11-2018,19100,2.75,61.82,1685.29,32.82,1225.99
07-11-2018,19200,2.75,61.87,1673.65,32.93,1227.24
06-11-2018,19250,2.75,62.84,1677.45,32.93,1231.66
05-11-2018,19200,2.75,63.02,1670.46,32.85,1233.36
01-11-2018,19100,2.785,65.03,1672.14,33.11,1215.2
31-10-2018,19250,2.81,66.41,1651.07,33.27,1223
30-10-2018,19350,2.785,66.81,1638.83,33.28,1230.17
29-10-2018,19350,2.8,67.66,1632.26,32.99,1234.16
25-10-2018,19250,2.8,66.47,1605.91,32.93,1234.59
24-10-2018,19150,2.8,66.32,1641.61,32.855,1231.06
22-10-2018,18950,2.78,69.6,1669.82,32.55,1228.61
18-10-2018,18900,2.75,69.94,1692.15,32.53,1222.35
17-10-2018,18900,2.74,72.07,1708.09,32.5,1224.08
16-10-2018,18950,2.75,71.54,1697.56,32.65,1227.12
11-10-2018,18650,2.75,72.54,1679.27,33,1195.01
10-10-2018,18550,2.775,74.65,1709.34,32.95,1189.59
09-10-2018,18600,2.8,74.14,1699.99,32.92,1189.01
08-10-2018,18650,2.78,74.4,1719.71,32.78,1203.14
04-10-2018,18500,2.68,76.05,1735.74,32.51,1197.35
03-10-2018,18500,2.69,74.95,1753.79,32.34,1203.39
02-10-2018,18250,2.71,75.12,1757.33,32.27,1189.2
01-10-2018,18250,2.68,73.07,1762.3,32.315,1192.55
27-09-2018,18450,2.69,71.86,1751.7,32.44,1194.8
26-09-2018,18500,2.69,71.91,1752.52,32.4,1201.23
25-09-2018,18450,2.71,71.94,1753.66,32.42,1198.84
24-09-2018,18450,2.71,70.75,1751.29,32.39,1198.56
20-09-2018,18550,2.72,70.98,1757.42,32.405,1204.16
19-09-2018,18550,2.74,69.46,1749.63,32.56,1197.84
18-09-2018,18550,2.7,68.58,1718.49,32.595,1202.14
17-09-2018,18550,2.72,68.7,1717.99,32.67,1193.18
13-09-2018,18650,2.71,70.02,1691.04,32.71,1207.3
12-09-2018,18600,2.725,69.61,1672.04,32.78,1198.93
11-09-2018,18600,2.675,67.41,1690.65,32.825,1195.73
10-09-2018,18650,2.64,67.64,1686.78,32.79,1195.12
06-09-2018,18650,2.66,68.34,1685.38,32.78,1197.19
05-09-2018,18600,2.67,69.09,1709.26,32.81,1191.18
04-09-2018,18650,2.645,69.49,1722.56,32.68,1201.29
30-08-2018,18700,2.64,69.37,1726.28,32.7,1206.32
29-08-2018,18650,2.64,68.23,1721.36,32.58,1201.28
28-08-2018,18650,2.62,68.6,1723.96,32.56,1211.45
27-08-2018,18700,2.635,68.2,1710.04,32.59,1206.92
23-08-2018,18600,2.62,67.72,1705.63,32.69,1195.83
22-08-2018,18550,2.62,65.72,1695.94,32.65,1196.68
