Y_Date,Y
21-07-2016,21850
20-07-2016,22100
15-07-2016,22100
14-07-2016,22350
13-07-2016,22250
12-07-2016,22600
11-07-2016,22800
08-07-2016,22600
07-07-2016,22800
06-07-2016,22750
04-07-2016,22400
30-06-2016,21950
29-06-2016,22050
28-06-2016,22100
27-06-2016,22200
24-06-2016,21400
23-06-2016,21100
22-06-2016,21200
21-06-2016,21500
20-06-2016,21450
17-06-2016,21450
16-06-2016,21650
15-06-2016,21500
14-06-2016,21350
13-06-2016,21250
10-06-2016,21150
09-06-2016,20950
08-06-2016,20800
07-06-2016,20800
06-06-2016,20800
03-06-2016,20450
02-06-2016,20550
01-06-2016,20600
30-05-2016,20450
27-05-2016,20550
26-05-2016,20800
25-05-2016,20850
24-05-2016,21150
23-05-2016,21200
19-05-2016,21300
18-05-2016,21500
17-05-2016,21400
16-05-2016,21400
13-05-2016,21200
12-05-2016,21250
11-05-2016,21200
10-05-2016,21100
09-05-2016,21400
04-05-2016,21300
03-05-2016,21350
29-04-2016,21050
28-04-2016,20700
27-04-2016,20700
26-04-2016,20650
25-04-2016,20550
22-04-2016,20750
21-04-2016,20700
20-04-2016,20700
19-04-2016,20450
18-04-2016,20550
12-04-2016,20800
11-04-2016,20750
08-04-2016,20600
07-04-2016,20500
05-04-2016,20500
04-04-2016,20300
01-04-2016,20500
31-03-2016,20500
30-03-2016,20700
29-03-2016,20450
28-03-2016,20300
24-03-2016,20400
23-03-2016,20600
22-03-2016,20600
21-03-2016,20750
18-03-2016,20850
17-03-2016,20700
16-03-2016,20500
15-03-2016,20500
14-03-2016,20900
11-03-2016,21300
10-03-2016,20950
09-03-2016,21050
08-03-2016,21300
07-03-2016,21150
04-03-2016,21050
