Y,BVN,EUR_USD,JPY_THB,NYSE,TenBond_THB,USD_THB,Oil_Crud
19650.00,13.02,1.38,0.32,10552.00,3.49,32.35,101.86
19600.00,12.57,1.38,0.32,10598.00,3.50,32.30,104.36
19550.00,12.47,1.38,0.31,10594.70,3.53,32.30,104.54
19800.00,12.50,1.38,0.31,10569.20,3.53,32.23,103.84
19800.00,12.62,1.38,0.31,10533.30,3.53,32.16,103.76
20100.00,12.81,1.38,0.32,10494.40,3.56,32.20,103.34
19950.00,13.00,1.38,0.32,10450.60,3.59,32.26,102.35
19900.00,13.10,1.39,0.32,10343.70,3.59,32.26,100.69
19750.00,12.95,1.38,0.32,10479.60,3.66,32.24,100.38
19800.00,13.28,1.37,0.32,10411.30,3.73,32.44,99.29
19600.00,13.19,1.37,0.31,10641.30,3.73,32.47,99.64
19850.00,12.89,1.38,0.31,10619.20,3.74,32.41,101.69
19850.00,12.98,1.38,0.31,10585.10,3.69,32.33,101.34
20050.00,12.80,1.38,0.32,10483.70,3.70,32.46,100.30
20200.00,12.16,1.37,0.32,10398.40,3.72,32.51,99.18
20150.00,12.04,1.38,0.32,10360.60,3.75,32.53,99.43
20300.00,12.70,1.38,0.32,10417.10,3.80,32.56,99.49
20400.00,12.72,1.38,0.32,10397.70,3.80,32.44,98.59
20350.00,12.66,1.38,0.32,10401.10,3.78,32.35,100.39
20600.00,13.12,1.38,0.32,10456.70,3.78,32.36,99.53
20700.00,12.88,1.38,0.32,10338.00,3.74,32.28,97.97
21050.00,13.17,1.39,0.32,10441.50,3.68,32.08,99.39
20950.00,13.46,1.39,0.32,10384.90,3.68,32.22,98.25
20950.00,13.94,1.39,0.32,10326.70,3.68,32.27,98.10
20700.00,13.80,1.39,0.32,10282.10,3.73,32.32,99.48
20450.00,13.30,1.39,0.32,10438.00,3.73,32.37,100.94
20400.00,13.08,1.39,0.31,10386.60,3.77,32.36,102.75
20500.00,13.01,1.39,0.31,10492.90,3.76,32.35,101.97
20400.00,12.73,1.39,0.31,10491.20,3.77,32.32,101.04
20700.00,12.96,1.39,0.31,10545.90,3.74,32.23,104.89
20650.00,13.07,1.37,0.32,10506.60,3.70,32.26,103.00
20500.00,12.99,1.37,0.32,10404.80,3.67,32.49,102.15
20450.00,12.98,1.38,0.32,10349.30,3.69,32.51,102.57
20550.00,12.49,1.37,0.32,10403.40,3.69,32.54,102.04
20450.00,12.86,1.37,0.32,10340.40,3.73,32.55,102.80
20300.00,12.92,1.37,0.32,10356.50,3.75,32.52,102.29
20250.00,13.26,1.37,0.32,10370.60,3.77,32.49,102.87
20200.00,13.58,1.37,0.32,10321.60,3.77,32.52,103.41
20250.00,13.11,1.37,0.32,10316.90,3.79,32.54,103.14
20200.00,12.81,1.37,0.32,10258.00,3.82,32.50,100.32
19850.00,13.01,1.38,0.32,10291.10,3.84,32.46,100.27
19800.00,12.98,1.37,0.32,10308.80,3.86,32.21,100.46
19600.00,12.30,1.36,0.32,10134.00,3.90,32.51,100.05
19500.00,12.48,1.36,0.32,10173.80,3.94,32.70,97.97
19450.00,11.40,1.36,0.32,10048.10,3.96,32.75,97.25
19400.00,11.23,1.36,0.32,9974.10,3.97,32.78,97.67
19500.00,11.41,1.35,0.32,9837.70,4.00,32.71,96.53
19400.00,11.58,1.35,0.32,9796.80,3.99,32.72,97.97
19650.00,11.71,1.35,0.33,9779.40,3.98,32.93,97.42
19450.00,12.67,1.36,0.32,9962.40,4.01,32.96,97.17
19550.00,12.69,1.37,0.32,10014.40,3.99,32.92,95.66
19700.00,13.06,1.37,0.32,10003.10,4.01,32.86,96.90
19500.00,12.70,1.37,0.32,9981.40,3.97,32.86,97.37
19200.00,13.49,1.37,0.32,10043.70,3.95,32.84,96.69
19300.00,13.27,1.37,0.32,10222.10,3.97,32.88,95.20
19400.00,13.08,1.35,0.31,10331.80,3.98,32.89,94.00
19200.00,12.69,1.36,0.32,10368.20,3.95,32.84,94.17
19250.00,12.50,1.36,0.31,10343.20,3.96,32.79,94.29
19200.00,12.26,1.36,0.31,10379.20,3.98,32.75,92.65
19400.00,12.06,1.36,0.31,10374.70,4.02,32.85,91.51
19500.00,11.60,1.37,0.32,10351.00,4.07,32.78,92.83
19150.00,11.83,1.37,0.32,10280.60,4.03,32.95,92.30
19150.00,11.45,1.37,0.32,10371.10,4.05,33.05,92.58
19200.00,11.37,1.36,0.32,10340.10,4.08,33.02,93.96
19350.00,11.47,1.36,0.32,10324.80,4.00,33.04,93.60
