Y,BVN,JPY_THB,NYSE,Oil,Thai_Ten,USD_THB
20050.00,15.85,0.29,10838.30,52.52,2.25,35.48
20050.00,15.65,0.29,10827.90,53.56,2.17,35.50
20050.00,15.55,0.29,10775.10,52.11,2.04,35.44
20000.00,15.25,0.29,10812.30,52.15,1.86,35.49
20000.00,15.36,0.29,10797.40,51.10,1.83,35.41
20150.00,15.00,0.29,10789.90,50.79,1.83,35.30
20150.00,15.10,0.29,10731.80,52.45,1.81,35.04
20150.00,14.76,0.29,10697.20,52.51,1.80,34.94
20100.00,15.44,0.29,10660.90,52.58,1.83,34.99
19950.00,15.25,0.29,10729.10,50.92,1.84,34.98
19950.00,15.18,0.29,10768.80,49.88,1.84,34.98
19950.00,14.67,0.29,10734.10,50.93,1.85,34.95
20050.00,14.39,0.29,10727.90,50.97,1.80,35.03
20050.00,13.89,0.28,10782.30,51.46,1.75,35.03
20050.00,12.88,0.28,10754.90,51.01,1.77,35.01
20050.00,12.41,0.28,10787.60,49.07,1.74,35.13
19950.00,12.55,0.29,10764.30,45.24,1.76,35.03
20150.00,12.65,0.29,10784.70,46.88,1.75,34.88
20050.00,12.21,0.29,10758.60,45.43,1.75,35.03
20000.00,12.30,0.29,10754.50,47.97,1.77,35.09
20000.00,12.68,0.29,10773.10,48.03,1.79,35.00
19950.00,12.77,0.29,10808.90,47.94,1.81,34.83
19900.00,12.61,0.29,10806.20,48.37,1.75,35.00
19850.00,12.48,0.29,10743.20,45.83,1.77,35.23
19750.00,12.79,0.29,10685.60,44.93,1.77,35.33
19650.00,12.95,0.29,10606.00,45.37,1.77,35.36
19650.00,12.87,0.29,10414.80,45.77,1.72,35.67
19550.00,12.47,0.29,10461.10,43.76,1.73,35.45
19550.00,12.60,0.29,10356.20,43.20,1.71,35.13
19500.00,12.14,0.29,10452.50,44.35,1.69,34.87
19500.00,12.46,0.29,10495.10,45.31,1.63,34.85
19300.00,12.12,0.29,10374.60,44.82,1.60,34.81
19300.00,11.75,0.29,10254.90,44.97,1.55,34.74
19250.00,11.66,0.29,10073.10,44.45,1.59,34.63
19300.00,11.34,0.29,10084.50,44.63,1.56,34.60
19150.00,11.17,0.29,10335.90,45.48,1.59,34.65
19200.00,11.52,0.29,10573.50,46.32,1.62,34.57
19250.00,10.74,0.29,10507.90,46.77,1.62,34.58
19250.00,10.59,0.29,10481.20,48.25,1.62,34.57
19250.00,10.67,0.29,10456.90,49.61,1.65,34.66
19500.00,10.22,0.29,10343.60,49.22,1.69,34.60
19500.00,10.75,0.29,10237.90,49.31,1.71,34.67
19650.00,11.52,0.29,10294.70,50.49,1.69,34.75
19700.00,10.39,0.29,10310.10,50.85,1.69,34.80
19750.00,10.64,0.29,10400.10,50.66,1.69,34.90
19700.00,11.31,0.29,10501.60,51.40,1.70,34.90
19750.00,11.32,0.29,10581.20,50.77,1.73,34.87
19900.00,11.02,0.29,10620.20,50.04,1.66,34.93
19950.00,11.14,0.29,10554.60,50.23,1.67,34.85
19900.00,10.71,0.29,10508.50,50.58,1.60,34.88
19850.00,11.16,0.29,10477.80,50.00,1.54,34.76
19900.00,10.34,0.29,10424.70,50.84,1.54,34.63
19900.00,9.44,0.29,10385.90,51.10,1.61,34.60
19800.00,9.56,0.29,10479.90,49.57,1.61,34.73
19850.00,9.47,0.29,10438.00,50.59,1.57,34.63
20000.00,9.80,0.29,10462.30,49.65,1.58,34.59
20000.00,10.01,0.29,10399.10,49.26,1.57,34.60
19900.00,9.52,0.29,10275.80,48.65,1.57,34.57
19900.00,9.32,0.29,10238.00,48.04,1.63,34.56
19950.00,9.83,0.29,10224.80,47.76,1.57,34.66
19950.00,10.12,0.29,10189.80,47.20,1.56,34.53
19950.00,9.28,0.29,10230.00,44.96,1.56,34.63
20000.00,10.21,0.29,10312.70,45.62,1.55,34.63
20050.00,10.16,0.29,10243.20,44.62,1.60,34.66
20000.00,10.16,0.29,10305.90,46.07,1.55,34.64
19950.00,9.81,0.29,10375.90,45.62,1.54,34.54
20000.00,10.06,0.29,10391.90,44.50,1.57,34.63
19900.00,9.86,0.29,10323.30,43.13,1.55,34.60
19900.00,9.23,0.29,10300.70,43.18,1.51,34.58
19950.00,9.73,0.29,10281.00,43.71,1.51,34.77
20000.00,9.92,0.29,10303.00,43.70,1.56,34.71
19900.00,9.80,0.29,10302.70,45.00,1.51,34.77
20000.00,9.72,0.29,10432.20,46.06,1.55,34.86
19950.00,10.03,0.29,10450.10,45.57,1.59,34.98
20000.00,10.25,0.29,10480.20,47.36,1.60,35.06
19950.00,9.68,0.29,10521.20,46.12,1.59,34.89
20000.00,9.03,0.29,10528.50,44.85,1.50,34.99
20000.00,8.80,0.29,10492.60,44.15,1.54,34.76
20050.00,8.53,0.29,10487.80,44.12,1.56,34.77
20000.00,8.48,0.29,10464.20,44.15,1.52,34.77
20050.00,8.56,0.29,10524.50,43.55,1.46,34.85
20100.00,8.45,0.29,10517.10,44.85,1.50,34.94
20000.00,8.27,0.29,10463.60,46.24,1.50,34.98
20150.00,8.36,0.29,10315.60,46.98,1.56,35.02
20200.00,8.16,0.30,10359.60,47.22,1.57,34.96
20300.00,7.68,0.29,10359.20,47.37,1.57,34.95
20300.00,7.93,0.30,10271.70,46.80,1.55,35.03
20200.00,8.38,0.30,10114.60,47.59,1.58,35.01
20200.00,8.38,0.30,10154.10,47.39,1.56,34.94
20200.00,8.18,0.30,10108.70,48.40,1.57,34.94
20250.00,7.58,0.30,10113.00,48.33,1.58,35.03
20150.00,7.96,0.30,10062.80,46.90,1.52,35.20
20100.00,7.84,0.30,10104.80,46.37,1.47,35.22
20050.00,7.39,0.30,10227.10,45.59,1.51,35.15
20050.00,7.52,0.30,10132.60,44.74,1.43,35.13
20050.00,7.12,0.30,10236.80,43.46,1.37,35.21
20100.00,7.49,0.30,10245.90,41.48,1.39,35.22
20100.00,6.94,0.30,10071.40,42.74,1.37,35.18
20150.00,6.27,0.30,10105.10,42.83,1.37,35.05
20250.00,6.50,0.30,10032.90,41.99,1.44,35.03
20200.00,6.25,0.30,10171.40,41.84,1.46,35.12
20350.00,6.16,0.30,10169.90,41.16,1.47,35.10
20450.00,6.10,0.30,10204.70,39.70,1.51,35.20
20200.00,6.08,0.30,10216.60,40.08,1.47,35.29
20250.00,5.83,0.29,10101.60,41.35,1.44,35.29
20250.00,5.80,0.30,9986.50,41.12,1.51,35.12
20350.00,5.09,0.29,10005.60,41.93,1.68,35.17
20450.00,5.21,0.29,10073.30,42.66,1.70,35.22
20400.00,5.62,0.30,9988.30,43.07,1.70,35.19
20600.00,5.74,0.30,9954.20,44.20,1.67,35.21
20650.00,5.77,0.30,9906.80,44.60,1.66,35.29
20750.00,5.54,0.30,9952.20,45.65,1.59,35.24
20650.00,6.22,0.30,9922.40,44.59,1.57,35.28
20750.00,5.62,0.30,9929.30,45.23,1.61,35.17
20750.00,5.71,0.30,9828.30,46.12,1.61,35.28
20900.00,5.45,0.30,9746.40,45.52,1.63,35.14
21000.00,5.09,0.31,9626.90,45.14,1.68,35.10
21000.00,5.27,0.31,9615.20,46.58,1.70,35.22
20850.00,5.24,0.31,9668.30,44.58,1.72,35.24
20900.00,5.33,0.30,9534.70,45.07,1.73,35.36
20850.00,5.31,0.31,9411.30,45.19,1.70,35.60
20800.00,5.39,0.30,9582.80,47.88,1.81,35.69
20650.00,5.56,0.30,9485.80,46.83,1.84,35.77
20600.00,5.02,0.30,9465.20,49.11,1.84,35.75
20400.00,5.21,0.30,9532.90,49.01,1.86,35.72
20550.00,4.90,0.30,9426.80,49.14,1.85,35.60
20600.00,4.87,0.30,9317.90,48.38,1.83,35.65
20250.00,5.29,0.31,9092.90,49.55,1.86,35.75
20200.00,5.22,0.30,9092.90,48.06,1.86,35.67
20250.00,5.22,0.30,9221.80,46.59,1.84,35.68
20250.00,4.44,0.30,9132.00,47.81,1.84,35.68
20150.00,4.77,0.31,9294.90,50.30,1.85,35.68
20200.00,4.96,0.30,9499.50,49.08,1.85,35.49
20150.00,4.56,0.31,9484.10,50.22,1.77,35.41
20150.00,4.66,0.30,9471.80,49.14,1.75,35.43
20150.00,4.19,0.30,9533.00,48.29,1.70,35.32
20150.00,4.14,0.30,9578.90,45.99,1.75,35.26
20000.00,4.00,0.30,9439.30,47.45,1.72,35.21
20000.00,3.87,0.30,9374.80,47.90,1.77,35.24
20150.00,4.13,0.30,9403.90,48.52,1.75,35.10
20150.00,4.20,0.30,9295.30,48.85,1.79,35.16
20100.00,3.80,0.30,9393.50,50.47,1.76,35.13
19950.00,3.72,0.30,9343.10,51.45,1.79,34.95
19850.00,3.55,0.30,9164.20,50.41,1.81,34.85
19800.00,3.37,0.30,9214.90,49.71,1.86,34.91
19800.00,3.43,0.30,9378.90,48.88,1.83,34.99
19800.00,3.74,0.30,9387.50,49.04,1.84,35.11
19900.00,4.21,0.30,9405.40,48.90,1.85,35.12
19850.00,4.25,0.30,9619.00,48.82,1.92,35.06
19900.00,4.19,0.30,9591.30,49.54,1.91,35.07
19950.00,4.10,0.30,9575.20,49.56,1.89,35.08
19950.00,4.22,0.30,9692.80,49.54,1.87,34.86
19950.00,4.20,0.30,9751.40,49.31,1.84,34.82
19800.00,4.34,0.30,9907.40,49.70,1.78,34.94
19800.00,4.51,0.30,10007.00,49.09,1.78,35.00
19750.00,4.44,0.30,10020.00,48.08,1.73,35.10
19750.00,4.34,0.30,10186.40,48.46,1.79,35.06
19750.00,4.21,0.30,10277.50,48.20,1.77,35.00
19750.00,4.16,0.30,10270.40,47.87,1.78,35.02
19700.00,4.30,0.30,10226.00,48.53,1.73,35.11
19650.00,4.29,0.30,10266.10,47.90,1.73,35.17
19700.00,4.22,0.30,10180.60,46.28,1.70,35.23
19600.00,4.00,0.30,10052.30,46.41,1.76,35.29
19600.00,3.90,0.30,10017.10,46.00,1.73,35.25
19600.00,4.14,0.30,10073.00,44.60,1.76,35.16
19500.00,4.23,0.30,10267.80,43.25,1.77,35.13
19600.00,4.18,0.30,10164.80,45.00,1.78,35.23
19550.00,4.27,0.30,10057.30,44.52,1.82,35.33
19550.00,4.18,0.30,9977.80,44.04,1.81,35.33
19550.00,4.46,0.30,10074.10,43.85,1.88,35.30
19600.00,4.55,0.30,10165.50,44.92,1.91,35.29
19650.00,4.75,0.30,10191.40,45.90,1.88,35.20
19700.00,4.73,0.30,10214.30,45.90,1.95,34.94
19700.00,4.53,0.30,10408.90,45.30,1.92,34.91
19650.00,4.98,0.30,10266.50,44.64,1.89,34.91
19900.00,4.82,0.30,10415.60,42.96,1.90,34.74
19950.00,4.84,0.30,10501.10,43.75,1.91,34.88
20000.00,4.78,0.30,10447.10,43.42,1.97,35.11
20050.00,4.76,0.30,10455.50,43.97,1.96,35.08
20050.00,4.71,0.30,10442.60,40.80,1.98,35.00
19950.00,4.75,0.30,10449.70,40.04,1.93,35.23
20100.00,4.69,0.30,10379.30,38.75,1.88,35.27
20150.00,4.64,0.30,10433.60,41.43,1.83,35.35
20100.00,4.50,0.31,10460.20,41.54,1.91,35.40
20100.00,4.70,0.31,10426.10,41.63,1.88,35.35
20000.00,4.84,0.31,10285.40,40.35,1.84,35.41
20000.00,4.64,0.31,10320.00,39.72,1.83,35.53
20050.00,4.90,0.30,10143.40,37.52,1.82,35.58
20150.00,4.88,0.31,10206.50,37.76,1.74,35.63
20100.00,4.94,0.31,10335.00,36.52,1.76,35.71
20250.00,5.09,0.31,10454.10,35.50,1.72,35.65
20300.00,5.22,0.31,10389.20,36.61,1.75,35.64
20350.00,5.49,0.31,10486.70,38.14,1.72,35.72
20400.00,5.57,0.31,10525.60,38.30,1.76,35.73
20400.00,5.73,0.31,10563.90,38.52,1.75,35.69
20500.00,6.18,0.31,10629.60,39.32,1.74,35.57
20650.00,6.47,0.31,10556.40,39.55,1.81,35.58
20700.00,6.23,0.31,10474.60,39.73,1.78,35.63
20550.00,6.34,0.31,10509.10,41.19,1.77,35.64
20500.00,6.77,0.31,10504.40,41.59,1.75,35.58
20500.00,7.31,0.31,10428.00,39.06,1.66,35.20
20350.00,7.81,0.31,10420.80,40.25,1.68,35.28
20400.00,7.65,0.31,10495.90,38.59,1.74,35.40
20300.00,7.92,0.31,10486.90,36.74,1.75,35.52
20400.00,7.87,0.31,10342.80,37.37,1.85,35.55
20350.00,7.48,0.31,10403.70,38.17,1.85,35.61
20350.00,7.65,0.31,10377.20,37.99,1.88,35.70
20250.00,7.58,0.31,10385.50,38.17,1.85,35.83
20350.00,7.75,0.31,10407.30,36.36,1.94,35.57
20350.00,8.15,0.31,10259.50,37.94,1.93,35.68
20450.00,8.09,0.31,10267.50,36.20,1.99,35.80
20300.00,7.68,0.31,10298.60,34.66,2.00,35.83
20350.00,7.52,0.31,10356.30,34.73,1.99,35.84
20350.00,8.08,0.31,10376.70,33.89,2.01,35.91
20450.00,7.44,0.31,10238.10,33.90,2.06,36.02
20200.00,7.24,0.31,10212.40,32.72,2.04,36.21
20100.00,7.48,0.31,10167.50,33.04,2.00,36.25
20100.00,7.38,0.30,10035.90,32.19,2.06,36.28
20100.00,6.40,0.31,9755.80,31.28,2.05,36.31
20100.00,6.29,0.31,9832.30,33.34,2.04,36.34
20050.00,6.11,0.31,9698.90,29.72,2.10,36.30
20050.00,5.83,0.30,9612.60,30.60,2.08,36.28
20100.00,5.88,0.31,9803.40,31.35,2.12,36.28
20150.00,5.92,0.31,9913.60,29.14,2.18,36.25
20150.00,6.09,0.31,9813.20,29.08,2.13,36.30
20100.00,6.05,0.31,9923.70,29.08,2.15,36.24
20300.00,6.18,0.31,9970.30,29.06,2.18,36.23
20450.00,6.36,0.31,10049.40,27.30,2.24,36.12
20500.00,6.61,0.31,10118.20,27.34,2.24,36.13
20650.00,6.88,0.31,10217.00,28.36,2.29,36.05
20700.00,6.47,0.31,10139.10,30.17,2.30,36.00
20650.00,6.15,0.31,10008.60,30.97,2.30,36.09
20600.00,6.17,0.31,10026.50,31.64,2.23,36.06
20550.00,6.09,0.31,9987.50,32.71,2.25,36.07
20650.00,6.06,0.31,9985.00,29.75,2.26,36.03
20700.00,6.14,0.31,10193.00,31.37,2.24,36.05
20800.00,6.23,0.31,9974.80,33.83,2.20,36.05
20750.00,6.17,0.31,9955.40,33.70,2.20,36.07
20750.00,5.97,0.31,10044.40,32.19,2.23,36.12
20800.00,5.88,0.32,9963.10,30.55,2.28,36.13
20800.00,6.00,0.32,10176.50,29.81,2.27,36.16
20850.00,6.37,0.32,10198.30,32.05,2.22,35.93
20750.00,6.38,0.32,10199.20,29.84,2.16,35.96
20500.00,6.22,0.32,10044.40,28.35,2.24,36.09
20500.00,5.85,0.31,9692.40,28.33,2.22,36.12
20500.00,6.09,0.32,9790.10,29.20,2.23,36.05
20700.00,6.54,0.32,9864.30,29.76,2.24,35.96
20400.00,6.85,0.31,10402.30,30.68,2.29,35.95
20350.00,7.33,0.31,10618.40,31.18,2.30,35.87
20200.00,7.19,0.31,10742.30,30.60,2.18,35.76
20250.00,6.87,0.31,10799.50,30.54,2.15,35.83
20200.00,6.93,0.31,10743.60,31.11,2.22,35.84
20350.00,6.95,0.31,10736.40,32.94,2.22,35.75
20350.00,7.24,0.31,10779.40,33.30,2.22,35.80
20350.00,7.30,0.31,10725.90,34.09,2.22,35.87
20400.00,6.98,0.31,10857.10,36.18,2.25,35.72
20300.00,6.81,0.31,10804.80,36.90,2.24,35.68
20350.00,6.46,0.31,10779.50,37.60,2.27,35.74
20350.00,6.63,0.31,10851.30,36.81,2.26,35.84
20400.00,6.67,0.31,10874.20,37.36,2.27,35.73
20150.00,6.70,0.31,10849.10,36.70,2.27,35.76
20200.00,6.67,0.31,10883.50,38.00,2.28,35.96
20200.00,7.07,0.31,10908.30,37.86,2.25,35.99
20250.00,6.94,0.31,10866.30,36.47,2.32,35.97
20250.00,7.53,0.31,10795.20,35.80,2.33,35.90
20000.00,7.58,0.31,10698.90,34.58,2.34,35.85
20050.00,7.50,0.31,10688.90,34.87,2.35,35.84
20050.00,7.62,0.31,10830.80,35.80,2.33,35.87
20100.00,7.13,0.31,10918.10,36.79,2.24,35.89
20000.00,7.90,0.31,10897.10,36.32,2.23,35.82
20150.00,7.62,0.31,10960.40,35.40,2.21,35.53
20200.00,7.48,0.31,10991.30,36.63,2.17,35.53
20300.00,8.22,0.31,11010.80,37.27,2.14,35.55
20400.00,8.75,0.31,11013.30,37.86,2.16,35.57
20450.00,8.89,0.31,10989.40,37.68,2.09,35.62
20400.00,9.06,0.31,10944.00,40.10,2.04,35.66
20550.00,9.22,0.31,10853.90,41.31,2.06,35.64
20600.00,9.09,0.31,10689.50,40.15,2.08,35.51
20600.00,9.30,0.31,10741.80,41.69,2.04,35.46
20650.00,9.59,0.31,10755.60,41.73,2.02,35.54
20650.00,9.72,0.31,10765.00,41.77,2.06,35.56
20550.00,9.86,0.31,10770.00,43.25,2.02,35.67
20400.00,10.12,0.31,10885.50,43.08,2.02,35.42
20400.00,10.06,0.31,10844.50,42.69,2.03,35.45
20400.00,10.31,0.31,10859.10,42.04,1.99,35.27
20400.00,10.45,0.31,10941.00,41.49,2.05,35.16
20400.00,10.48,0.31,11048.60,40.54,2.07,35.33
20400.00,10.51,0.31,11078.60,40.72,2.07,35.63
20400.00,10.36,0.31,11132.40,41.11,2.10,35.35
20300.00,10.46,0.31,11146.60,41.96,2.07,35.53
20300.00,10.39,0.31,11104.70,40.92,2.04,35.76
20350.00,10.40,0.31,11080.30,41.61,2.05,35.89
20250.00,10.62,0.31,11032.50,43.05,1.98,36.24
20450.00,10.83,0.31,11009.50,43.63,1.99,36.26
20400.00,10.50,0.31,10940.50,44.10,2.05,36.44
20350.00,10.63,0.31,10942.50,44.52,2.04,36.48
20200.00,10.71,0.31,11037.30,45.41,2.06,36.34
20150.00,10.72,0.31,11072.50,46.57,2.10,36.43
20100.00,10.62,0.31,10960.10,47.74,2.16,36.35
20050.00,10.77,0.31,10918.20,46.11,2.15,36.17
20050.00,10.80,0.31,10975.20,46.43,2.15,36.23
19900.00,10.58,0.31,10982.00,45.74,2.12,36.21
19850.00,10.75,0.31,11062.10,46.06,2.20,36.05
19850.00,10.79,0.31,11101.90,43.44,2.15,35.81
19800.00,11.19,0.31,11057.10,43.78,2.19,35.67
19950.00,10.99,0.31,11081.70,44.74,2.30,35.76
20150.00,11.31,0.31,11116.20,45.44,2.27,35.85
20200.00,11.48,0.31,11128.80,45.27,2.19,35.91
20250.00,11.10,0.31,11076.30,45.88,2.20,36.01
20200.00,11.10,0.31,11197.60,46.25,2.22,36.06
20100.00,10.97,0.31,11213.90,47.27,2.18,36.02
20100.00,11.36,0.31,11212.50,46.87,2.19,36.19
20200.00,11.52,0.31,11221.40,46.28,2.15,36.02
20100.00,11.61,0.31,11214.40,46.69,2.13,36.12
20050.00,11.66,0.31,11207.00,47.46,2.17,35.96
20000.00,12.30,0.31,11203.00,49.51,2.18,35.83
19950.00,12.31,0.31,11164.00,49.69,2.16,35.74
19950.00,12.05,0.31,11131.50,48.11,2.21,35.74
19950.00,11.52,0.31,11106.10,49.00,2.20,35.83
19850.00,11.23,0.31,11182.10,46.20,2.19,35.83
19850.00,11.11,0.31,11138.60,45.65,2.17,35.63
19800.00,11.16,0.31,10997.90,45.07,2.06,35.61
19850.00,10.99,0.31,11082.10,45.38,2.01,35.52
19800.00,11.44,0.31,11171.50,44.92,2.03,35.66
19650.00,11.49,0.31,11155.00,44.50,2.08,35.66
19600.00,11.45,0.31,11075.00,45.38,2.13,35.57
19600.00,10.85,0.31,11116.70,45.05,2.19,35.53
19500.00,10.96,0.31,11162.00,44.62,2.16,35.52
19400.00,11.02,0.31,11165.10,46.54,2.20,35.52
19300.00,11.22,0.31,11226.40,46.45,2.18,35.25
19300.00,11.33,0.31,11199.90,44.97,2.14,35.13
19300.00,10.73,0.31,11128.10,46.89,2.15,35.28
19250.00,10.93,0.31,11113.20,47.13,2.23,35.32
19250.00,10.95,0.31,11115.80,45.16,2.18,35.07
19300.00,10.63,0.31,11058.50,44.11,2.23,35.16
19300.00,10.58,0.31,11113.50,44.78,2.27,35.11
19250.00,10.58,0.31,11171.50,45.71,2.23,35.17
19250.00,10.94,0.31,11136.90,44.16,2.14,35.11
19150.00,10.69,0.31,11078.80,45.79,2.20,35.06
19300.00,10.87,0.31,11110.20,45.82,2.26,34.97
19500.00,10.73,0.31,11077.70,45.72,2.30,35.15
19550.00,10.61,0.31,11028.80,45.72,2.26,34.95
19550.00,10.33,0.31,11038.50,46.68,2.22,34.84
19600.00,10.60,0.31,11042.00,46.11,2.26,34.87
19650.00,10.70,0.30,10936.80,44.26,2.28,34.87
19800.00,10.87,0.30,10897.70,48.10,2.33,34.79
19700.00,10.52,0.30,10906.10,45.00,2.33,34.69
19750.00,10.23,0.30,10914.00,42.68,2.37,34.42
19800.00,10.46,0.31,10919.00,38.96,2.36,34.47
19800.00,10.01,0.31,10860.60,39.69,2.35,34.23
19700.00,10.23,0.31,10877.20,38.18,2.36,34.21
20050.00,10.68,0.31,11037.00,40.30,2.37,34.17
20000.00,10.82,0.31,11072.00,41.03,2.39,34.03
20050.00,11.00,0.31,11089.70,40.58,2.45,34.01
19950.00,10.92,0.31,10932.50,42.41,2.39,33.92
19800.00,11.09,0.31,10976.80,41.88,2.35,33.94
20000.00,10.76,0.32,10846.40,42.18,2.20,33.93
20350.00,10.32,0.32,10843.70,42.23,2.26,33.98
20400.00,10.19,0.31,10787.50,43.34,2.30,33.84
20350.00,10.58,0.31,10784.10,43.27,2.27,33.77
20350.00,10.60,0.32,10734.70,44.81,2.43,33.77
20300.00,10.95,0.32,10686.60,43.58,2.37,33.82
20500.00,10.19,0.32,10802.50,44.82,2.33,33.78
20550.00,10.00,0.32,10846.00,45.16,2.30,33.76
20500.00,10.54,0.31,10964.20,45.96,2.40,33.80
20400.00,10.96,0.32,11014.70,45.35,2.37,33.76
20600.00,11.22,0.32,11018.80,46.86,2.40,33.76
21000.00,10.93,0.32,11090.80,48.47,2.37,33.75
21300.00,11.38,0.32,11053.70,48.83,2.29,33.69
21450.00,11.65,0.32,11078.50,47.81,2.33,33.63
21200.00,10.84,0.32,11111.80,47.02,2.30,33.63
21350.00,10.78,0.33,11119.60,48.00,2.31,33.59
21500.00,10.45,0.33,11082.10,48.79,2.35,33.67
21450.00,10.51,0.33,11091.50,49.23,2.35,33.66
21400.00,10.29,0.33,11025.30,50.71,2.38,33.80
21300.00,10.70,0.33,11027.00,49.95,2.48,33.69
21050.00,10.89,0.33,11054.50,50.76,2.43,33.59
21050.00,10.45,0.33,11042.80,50.91,2.39,33.70
21050.00,10.56,0.33,11009.90,51.62,2.41,33.75
21050.00,10.65,0.34,10924.20,53.40,2.32,33.85
20950.00,10.47,0.34,10883.90,52.00,2.36,33.71
21000.00,10.58,0.34,10860.70,52.15,2.26,33.61
20900.00,10.51,0.34,10831.00,52.48,2.19,33.70
20950.00,10.57,0.34,10903.30,51.83,2.13,33.67
20950.00,10.66,0.34,10821.40,52.91,2.12,33.66
20950.00,10.79,0.33,10803.50,52.75,2.14,33.77
20850.00,11.06,0.34,10721.60,56.42,2.14,33.77
20900.00,11.26,0.34,10568.00,56.60,2.15,33.71
20950.00,11.17,0.33,10636.00,56.87,2.20,33.58
20900.00,11.09,0.33,10617.90,58.98,2.21,33.43
20950.00,10.83,0.33,10797.20,58.27,2.20,33.39
21150.00,11.53,0.34,10793.00,58.84,2.25,33.60
20950.00,11.28,0.34,10787.30,59.66,2.28,33.50
20900.00,10.68,0.34,10854.20,60.22,2.23,33.40
20800.00,11.16,0.34,10753.60,61.14,2.15,33.51
20750.00,11.31,0.34,10646.00,60.21,2.23,33.45
20700.00,11.46,0.34,10682.00,59.44,2.28,33.49
20850.00,11.32,0.34,10508.60,60.50,2.26,33.72
20900.00,11.02,0.34,10606.60,59.78,2.28,33.73
21450.00,11.16,0.34,10622.60,60.03,2.14,33.53
21550.00,11.61,0.34,10640.70,59.60,2.18,33.51
21550.00,11.70,0.34,10712.60,59.90,2.24,33.26
21650.00,11.10,0.34,10811.80,60.55,2.19,33.34
21650.00,10.42,0.34,10686.00,61.14,2.15,33.32
21650.00,10.57,0.34,10514.50,60.58,2.13,33.17
21800.00,10.33,0.34,10610.80,58.31,2.05,33.01
21850.00,10.17,0.34,10764.40,58.96,2.03,32.82
21850.00,9.72,0.34,10859.80,57.99,1.99,32.63
21800.00,9.40,0.34,10941.70,59.57,1.92,32.59
21800.00,9.55,0.34,10963.50,61.02,1.91,32.57
21600.00,9.44,0.34,10974.90,60.18,1.96,32.43
21650.00,9.46,0.34,10975.30,60.29,1.98,32.38
21650.00,9.52,0.34,10962.20,57.97,1.91,32.37
21650.00,8.94,0.34,10935.70,57.63,1.88,32.40
21650.00,9.07,0.34,10890.20,58.32,1.87,32.28
21800.00,9.50,0.34,10835.30,60.05,1.89,32.39
21800.00,9.65,0.34,10709.50,59.93,1.90,32.43
21900.00,9.37,0.34,10411.50,60.01,1.89,32.48
21850.00,9.01,0.34,10386.10,60.66,1.93,32.54
21850.00,9.65,0.35,10535.50,58.81,1.95,32.54
21950.00,9.52,0.34,10690.10,58.32,1.96,32.54
22000.00,9.82,0.34,10671.10,59.54,1.90,32.55
22000.00,9.94,0.34,10816.80,59.85,1.89,32.54
21750.00,10.60,0.34,10863.60,59.67,1.90,32.42
21650.00,10.10,0.34,10941.60,60.10,1.83,32.39
21650.00,9.95,0.34,10957.40,61.23,1.90,32.47
21450.00,9.85,0.34,10966.90,59.27,1.86,32.48
21450.00,10.38,0.34,10942.70,59.43,1.93,32.53
21500.00,10.25,0.34,10888.40,59.02,1.95,32.59
21600.00,10.17,0.34,10933.10,60.69,1.96,32.50
21550.00,9.50,0.34,10993.10,60.72,2.00,32.54
21650.00,9.76,0.34,11036.80,58.95,1.93,32.53
21600.00,10.28,0.34,11053.30,59.30,1.88,32.49
21700.00,10.04,0.34,11038.90,59.79,1.92,32.52
21850.00,10.10,0.33,10938.00,58.55,1.93,32.57
21850.00,9.55,0.33,10888.10,56.93,1.97,32.72
21900.00,9.40,0.33,10938.60,56.65,1.92,32.69
21950.00,9.74,0.34,10896.60,57.30,2.06,32.92
22000.00,9.69,0.34,10859.80,57.53,2.08,32.91
22100.00,9.21,0.34,10861.50,56.28,2.11,32.96
22000.00,8.81,0.34,10884.10,56.34,2.12,32.82
21950.00,9.33,0.34,10907.50,56.41,2.11,32.85
22000.00,9.53,0.34,10892.50,56.16,2.13,32.71
21950.00,9.17,0.34,10876.90,56.56,2.20,32.59
22050.00,9.56,0.35,10837.80,55.92,2.25,32.53
22100.00,9.49,0.35,10824.10,53.55,2.12,32.43
22000.00,9.00,0.35,10804.00,52.05,2.11,32.39
22100.00,9.16,0.34,10781.10,51.81,2.12,32.36
22150.00,9.77,0.35,10834.40,50.73,2.08,32.33
22400.00,9.24,0.35,10772.90,51.00,2.01,32.39
22350.00,9.73,0.35,10626.10,53.18,2.03,32.37
22350.00,10.57,0.34,10690.30,51.95,1.97,32.52
22150.00,10.63,0.34,10576.90,49.47,1.99,32.54
22150.00,10.69,0.34,10547.70,49.14,2.07,32.55
22100.00,10.70,0.34,10529.30,49.59,2.11,32.57
22000.00,10.96,0.34,10476.30,47.55,2.12,32.54
22000.00,10.80,0.34,10502.10,48.73,2.08,32.55
21800.00,11.06,0.34,10370.70,48.57,2.14,32.57
21800.00,11.11,0.34,10227.20,51.01,2.02,32.59
21750.00,11.26,0.34,10212.90,49.02,2.02,32.59
21850.00,11.23,0.34,10004.80,47.72,1.98,32.61
21900.00,11.52,0.35,10083.90,47.46,2.00,32.63
21750.00,11.75,0.34,10194.00,46.41,1.98,32.62
22000.00,11.23,0.34,10317.50,43.99,1.97,32.58
21900.00,11.75,0.34,10397.40,44.60,1.94,32.63
