Y,BOND10THB,OIL,SET,USD_THB,XAU_USD
18650,3.13,55.83,1504.72,32.9,1188.7
18750,3.07,55.5,1464.64,32.97,1196.69
18750,3.01,55.4,1442.82,32.96,1192.59
18950,2.97,57.07,1490.44,32.8,1222.25
19050,2.99,59.17,1523.53,32.8,1227.99
19100,3.02,61.12,1546.18,32.77,1226.75
18800,3.06,63.01,1573.89,32.98,1203.64
18700,3.04,65.46,1600.99,33.01,1193.09
18800,3.06,67.4,1597.03,32.85,1209.7
18700,3.05,67.6,1597.33,32.84,1199.01
18750,3.04,69.24,1596.71,32.76,1210.74
18000,3.08,66,1590.89,32.92,1167.06
18500,3.12,73.54,1593.41,32.73,1198.2
18550,3.12,73.87,1596.29,32.77,1200.96
18550,3.1,75.51,1591.23,32.8,1197.55
18550,3.12,76.62,1587.35,32.74,1201.53
18450,3.09,76.29,1568.56,32.78,1193.78
18300,3.1,74.25,1579.51,32.83,1183.36
18450,3.09,74.23,1585.14,32.74,1197.57
18300,3.09,75.49,1571.81,32.79,1186.42
18350,3.14,75.93,1576.41,32.83,1188.75
18000,3.12,74.36,1580.41,32.76,1162.09
18000,3.11,76.95,1561.89,32.82,1160.84
18050,3.15,77.5,1572.45,32.82,1164.67
17900,3.17,77.18,1569,32.8,1150.65
18150,3.22,78.5,1581.77,32.72,1179.41
17750,3.23,77.86,1585.1,32.85,1141.2
17750,3.18,78.87,1581.32,32.76,1141.45
18000,3.22,77.36,1585.84,32.65,1168.19
18000,3.26,78.22,1583.55,32.67,1165.55
18000,3.36,80.59,1591.02,32.56,1173.76
18400,3.4,81.04,1570.97,32.55,1198.91
18650,3.4,81.93,1565.86,32.51,1211.5
18850,3.39,81.55,1564.51,32.41,1228.21
18850,3.36,80.64,1549.06,32.41,1225.76
18800,3.32,81.27,1542.69,32.36,1231.5
18850,3.32,81.95,1537.99,32.35,1232.59
19000,3.31,82.55,1534.03,32.25,1249.57
18950,3.34,82.76,1529.73,32.25,1246.99
18900,3.35,83.13,1541.1,32.38,1238.54
18950,3.31,83.18,1529.36,32.39,1239.69
19000,3.3,81.06,1540.9,32.41,1241.67
18850,3.16,82.32,1550.69,32.47,1233.65
18850,3.18,84.98,1544.65,32.4,1237.08
18850,3.24,85.2,1544.66,32.41,1223.54
18700,3.24,84.39,1545.77,32.41,1224.49
18750,3.29,87.73,1553.65,32.53,1221.84
18700,3.3,88.43,1529.18,32.55,1209.39
18550,3.35,90.45,1544.87,32.57,1207.15
18300,3.39,89.77,1572.31,32.61,1191.79
18600,3.34,91.38,1568.18,32.43,1213.84
18600,3.31,90.74,1582.21,32.42,1213.34
18500,3.36,91.36,1590.13,32.42,1209
18700,3.38,94.34,1586.18,32.38,1216.24
18700,3.43,93.35,1601.38,32.28,1219.2
18750,3.43,92.47,1591.02,32.29,1222.59
18600,3.46,92.89,1595.6,32.18,1217.02
18700,3.45,91.72,1593.42,32.23,1222.81
18650,3.45,90.7,1593.16,32.25,1215.3
18550,3.48,92.22,1584.26,32.17,1216.54
18750,3.5,92.97,1590.68,32.21,1225.5
18800,3.52,93.97,1576.88,32.31,1223.2
18950,3.51,94.71,1571.9,32.17,1234.95
18950,3.51,92.81,1583.74,32.24,1233.1
18850,3.48,92.13,1577.71,32.17,1228.4
18850,3.49,93.05,1583.38,32.17,1240.59
19050,3.49,91.71,1582.21,32.14,1248.68
19150,3.5,92.79,1577.26,32.06,1256.19
19150,3.46,93.11,1586.88,32.04,1255.43
19250,3.5,93.49,1589.39,31.98,1268.75
19250,3.53,94.57,1583.47,32.07,1260.96
19350,3.51,95.07,1585.6,32.03,1268.8
19350,3.52,93.28,1574.19,32.12,1266.14
19500,3.48,95.76,1568.38,31.91,1287.05
19550,3.48,94.56,1554.9,31.93,1290.29
19450,3.49,93.75,1566.73,31.88,1282.75
19450,3.49,93.88,1564.41,31.91,1281.09
19350,3.5,93.36,1565.48,31.95,1276.55
19450,3.5,93.34,1561.4,31.93,1279.67
19400,3.51,93.89,1556.4,31.96,1276.64
19600,3.52,93.49,1550.26,32,1291.8
19600,3.47,94.7,1546.57,31.91,1295.6
19650,3.44,96.56,1550.55,31.82,1297.65
19650,3.43,97.1,1548.42,31.84,1303.91
19850,3.44,95.5,1543.42,31.82,1312.95
19850,3.43,97.3,1550.83,31.94,1312.86
19900,3.44,97.2,1530.96,32.07,1308.69
20100,3.42,97.64,1512.82,32.23,1313.5
19900,3.45,96.89,1525.06,32.16,1305.89
19700,3.55,97.62,1527.11,32.19,1288.05
19650,3.56,98.41,1522.87,32.13,1287.91
19700,3.57,97.67,1504.35,32.13,1293.98
19600,3.58,97.7,1488.5,32.17,1282.24
19650,3.55,99.47,1513.92,31.94,1294.86
19650,3.57,101.03,1521.33,31.82,1298.94
19700,3.56,101.6,1541.27,31.79,1304.59
19650,3.59,101.87,1545.52,31.81,1308.25
19550,3.58,102.04,1545.59,31.82,1294
19650,3.53,103.2,1545.54,31.77,1304.14
19750,3.5,101.96,1527.35,31.76,1307.7
19850,3.52,104.58,1543.56,31.88,1311.89
19950,3.59,102.97,1536.73,32.13,1311.05
20100,3.56,103.72,1532.52,32.17,1318.7
19850,3.59,101.49,1529.11,32.09,1300.24
19800,3.63,100.21,1527.13,32.12,1294.4
19950,3.67,100.93,1533.29,32.12,1306.85
20400,3.68,100.46,1524.98,32.11,1338.45
20300,3.69,101.95,1513.25,32.17,1319.34
20250,3.71,103.45,1505.6,32.36,1319.69
20250,3.74,103.39,1506.01,32.4,1319.75
20250,3.78,104.11,1498.28,32.38,1320.29
20350,3.74,104.27,1492.87,32.35,1327.7
20350,3.73,105.21,1492.05,32.35,1325.58
20250,3.71,105.69,1488.92,32.42,1315.8
20250,3.74,105.64,1480.75,32.45,1317.91
20250,3.755,106.71,1472.5,32.43,1318.65
20250,3.74,106.14,1462.55,32.43,1318.74
20250,3.76,106.02,1466.69,32.41,1318.54
20150,3.77,107.42,1471.91,32.41,1313.7
20150,3.71,106.6,1464.86,32.45,1320.2
19600,3.7,106.11,1455.89,32.41,1278.44
19600,3.74,106.6,1471.86,32.47,1271.3
19550,3.69,106.59,1475.87,32.34,1271.65
19650,3.73,106.88,1460.29,32.37,1277.06
19600,3.68,106.84,1456.6,32.43,1273.69
19450,3.68,104.47,1461.3,32.48,1261.49
19450,3.7,104.3,1470.04,32.45,1260.49
19300,3.67,104.46,1454.4,32.38,1252.15
19300,3.65,102.78,1464.71,32.47,1253.79
19400,3.655,102.44,1461.8,32.61,1253.69
19300,3.68,102.37,1454.11,32.64,1243.8
19300,3.68,102.79,1456.06,32.6,1245.24
19350,3.71,102.44,1455.33,32.83,1244.39
19450,3.73,102.92,1424.81,32.81,1250.89
19600,3.68,103.51,1412.51,32.78,1256
19500,3.66,103.06,1404.92,32.67,1258.79
